Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,assignment
HG02410,CDX,Dai Chinese,EAS,East Asian,1kG,22.000302,100.79837,"Xishuangbanna, Yunnan, China",,,,1.0,1e-05,1e-05,1e-05,0.992087,1.2e-05,1e-05,0.007851,1e-05,3
HG02419,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.060837,0.009951,1e-05,1e-05,1e-05,0.929163,1e-05,1e-05,5
HG02420,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.414056,0.005908,1e-05,1e-05,1e-05,0.574815,1e-05,0.005181,5
HG02425,PEL,Peruvian,AMR,American,1kG,-12.05,-77.033333,"Lima-Callao, Peru, metropolitan area",,,,0.0,0.307995,1e-05,0.58793,1e-05,1e-05,0.050314,1e-05,0.053721,2
HG02427,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.076905,1e-05,1e-05,1e-05,1e-05,0.923035,1e-05,1e-05,5
HG02429,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.081254,1e-05,1e-05,1e-05,1e-05,0.917538,0.001158,1e-05,5
HG02433,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.118948,1e-05,1e-05,1e-05,1e-05,0.880992,1e-05,1e-05,5
HG02439,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.052618,1.3e-05,1e-05,1e-05,1e-05,0.94732,1e-05,1e-05,5
HG02442,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.011411,0.003942,1e-05,1e-05,1e-05,0.984597,1e-05,1e-05,5
HG02445,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.163838,1e-05,1e-05,1e-05,1e-05,0.836102,1e-05,1e-05,5
HG02449,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.050955,1e-05,1e-05,1e-05,1e-05,0.948985,1e-05,1e-05,5
HG02450,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.078617,0.008439,1e-05,1e-05,1e-05,0.912894,1e-05,1e-05,5
HG02455,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.140101,1e-05,1e-05,1e-05,1e-05,0.859839,1e-05,1e-05,5
HG02461,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,0.000754,1e-05,1e-05,1e-05,1e-05,0.999186,1e-05,1e-05,5
HG02462,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.968089,1e-05,0.031851,5
HG02464,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,LP6005442-DNA_G10,Gambia,Western District,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02465,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02470,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.05473,0.008499,1e-05,1e-05,1e-05,0.936722,1e-05,1e-05,5
HG02471,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.069036,1e-05,1e-05,1e-05,1e-05,0.930904,1e-05,1e-05,5
HG02476,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.149134,0.015702,1e-05,1e-05,1e-05,0.835115,1e-05,1e-05,5
HG02477,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.132589,0.010416,1e-05,1e-05,1e-05,0.856945,1e-05,1e-05,5
HG02479,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.093345,1e-05,1e-05,1e-05,1e-05,0.906595,1e-05,1e-05,5
HG02481,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.078041,0.004407,1e-05,0.0015,1e-05,0.910429,0.005593,1e-05,5
HG02484,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.099763,1e-05,1e-05,1e-05,1e-05,0.900177,1e-05,1e-05,5
HG02485,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.259199,0.010713,1e-05,1e-05,1e-05,0.730038,1e-05,1e-05,5
HG02489,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.118004,0.009977,1e-05,1e-05,1e-05,0.871969,1e-05,1e-05,5
HG02490,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.173368,1e-05,1e-05,1e-05,0.773805,1e-05,1e-05,0.052777,4
HG02491,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.11914,1e-05,1e-05,1e-05,0.8477,1e-05,1e-05,0.033111,4
HG02493,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.119375,1e-05,1e-05,1e-05,0.808807,1e-05,1e-05,0.071768,4
HG02494,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",LP6005592-DNA_A04,Pakistan,Lahore,1.0,0.182741,1e-05,1e-05,1e-05,0.764762,1e-05,1e-05,0.052446,4
HG02496,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.073499,1e-05,1e-05,1e-05,1e-05,0.926441,1e-05,1e-05,5
HG02497,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.041548,1e-05,0.004277,1e-05,1e-05,0.954125,1e-05,1e-05,5
HG02501,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.20571,1e-05,1e-05,1e-05,1e-05,0.79423,1e-05,1e-05,5
HG02502,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.172874,0.003153,1e-05,1e-05,1e-05,0.823923,1e-05,1e-05,5
HG02505,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.097117,0.011285,1e-05,1e-05,1e-05,0.891548,1e-05,1e-05,5
HG02508,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.065363,1e-05,0.002693,1e-05,1e-05,0.931894,1e-05,1e-05,5
HG02511,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.053244,0.010878,1e-05,1e-05,1e-05,0.933064,0.002774,1e-05,5
HG02512,KHV,Kinh Vietnamese,EAS,East Asian,1kG,10.8,106.65,"Ho Chi Minh City, Vietnam",,,,1.0,1e-05,1e-05,1e-05,0.993001,0.00604,1e-05,0.000909,1e-05,3
HG02513,KHV,Kinh Vietnamese,EAS,East Asian,1kG,10.8,106.65,"Ho Chi Minh City, Vietnam",,,,1.0,1e-05,1e-05,1e-05,0.999929,1.1e-05,1e-05,1e-05,1e-05,3
HG02521,KHV,Kinh Vietnamese,EAS,East Asian,1kG,10.8,106.65,"Ho Chi Minh City, Vietnam",,,,1.0,1e-05,1e-05,1e-05,0.98755,0.006141,1e-05,0.006259,1e-05,3
HG02522,KHV,Kinh Vietnamese,EAS,East Asian,1kG,10.8,106.65,"Ho Chi Minh City, Vietnam",,,,1.0,1e-05,1e-05,1e-05,0.981438,0.01737,1e-05,0.001142,1e-05,3
HG02536,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.183405,0.012463,1e-05,1e-05,1e-05,0.804083,1e-05,1e-05,5
HG02537,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.049193,0.012476,1e-05,1e-05,1e-05,0.938281,1e-05,1e-05,5
HG02541,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.176219,0.015375,1e-05,1e-05,1e-05,0.808356,1e-05,1e-05,5
HG02545,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.072428,0.000147,1e-05,1e-05,1e-05,0.927374,1e-05,1e-05,5
HG02546,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.072423,0.025017,1e-05,1e-05,1e-05,0.90251,1e-05,1e-05,5
HG02549,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.030202,1e-05,1e-05,1e-05,1e-05,0.969738,1e-05,1e-05,5
HG02554,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.098626,0.026625,1e-05,1e-05,1e-05,0.874699,1e-05,1e-05,5
HG02555,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.097438,0.006215,1e-05,1e-05,1e-05,0.896297,1e-05,1e-05,5
HG02557,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.051002,1e-05,1e-05,1e-05,1e-05,0.946042,0.002906,1e-05,5
HG02558,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.091944,0.008037,1e-05,1e-05,1e-05,0.899969,1e-05,1e-05,5
HG02561,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.983828,1e-05,0.016112,5
HG02562,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.994785,1e-05,0.005155,5
HG02568,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.980499,1e-05,0.019441,5
HG02570,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02571,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02573,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.986933,0.002305,0.010712,5
HG02574,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,Gambia,Western District,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.978129,1e-05,0.021811,5
HG02577,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.199288,1e-05,1e-05,1e-05,1e-05,0.800652,1e-05,1e-05,5
HG02580,ACB,African-Caribbean,AFR,African,1kG,13.18145428,-59.559797,Barbados,,,,0.0,0.140777,1e-05,1e-05,1e-05,1e-05,0.859163,1e-05,1e-05,5
HG02582,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02583,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.998317,0.001623,1e-05,5
HG02585,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02586,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02588,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02589,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.98777,1e-05,0.01217,5
HG02594,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,0.000496,1e-05,1e-05,1e-05,1e-05,0.990852,1e-05,0.008602,5
HG02595,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02597,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.162011,1e-05,1e-05,1e-05,0.770868,1e-05,1e-05,0.067071,4
HG02600,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.085208,1e-05,1e-05,1e-05,0.914732,1e-05,1e-05,1e-05,4
HG02601,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.093171,1e-05,1e-05,1e-05,0.906769,1e-05,1e-05,1e-05,4
HG02603,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.104756,1e-05,1e-05,1e-05,0.816026,1e-05,1e-05,0.079168,4
HG02604,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.162118,1e-05,1e-05,1e-05,0.787987,1e-05,1e-05,0.049845,4
HG02610,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02611,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02613,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,0.022197,1e-05,1e-05,1e-05,1e-05,0.971105,0.001956,0.004702,5
HG02614,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.954364,1e-05,0.045576,5
HG02620,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02621,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02623,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02624,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02628,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02629,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02634,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.982001,1e-05,0.017939,5
HG02635,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.993091,1e-05,0.006849,5
HG02642,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.996657,1e-05,0.003283,5
HG02643,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.984358,1e-05,0.015582,5
HG02645,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.999911,1e-05,2.9e-05,5
HG02646,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02648,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.217188,1e-05,1e-05,1e-05,0.747874,1e-05,1e-05,0.034888,4
HG02649,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.215127,1e-05,1e-05,1e-05,0.737062,1e-05,1e-05,0.04776,4
HG02651,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.171749,1e-05,1e-05,1e-05,0.82324,1e-05,1e-05,0.004961,4
HG02652,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.163145,1e-05,1e-05,1e-05,0.824313,1e-05,1e-05,0.012491,4
HG02654,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.154426,1e-05,1e-05,1e-05,0.740341,1e-05,1e-05,0.105183,4
HG02655,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.207475,1e-05,0.003386,1e-05,0.722467,1e-05,1e-05,0.066633,4
HG02657,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.127652,1e-05,1e-05,1e-05,0.856525,1e-05,1e-05,0.015774,4
HG02658,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.112043,1e-05,0.00061,0.005399,0.863976,1e-05,1e-05,0.017942,4
HG02660,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.134344,1e-05,1e-05,1e-05,0.842848,1e-05,1e-05,0.022757,4
HG02661,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.130864,1e-05,1e-05,1e-05,0.850078,1e-05,1e-05,0.019008,4
HG02666,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.998086,0.001854,1e-05,5
HG02667,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.993817,1e-05,0.006123,5
HG02675,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02676,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.975504,1e-05,0.024436,5
HG02678,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.983083,1e-05,0.016857,5
HG02679,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02681,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.212158,1e-05,1e-05,1e-05,0.755108,1e-05,1e-05,0.032684,4
HG02682,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.225075,1e-05,1e-05,1e-05,0.774865,1e-05,1e-05,1e-05,4
HG02684,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.042249,1e-05,1e-05,1e-05,0.957691,1e-05,1e-05,1e-05,4
HG02685,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.031118,1e-05,1e-05,1e-05,0.968822,1e-05,1e-05,1e-05,4
HG02687,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,4
HG02688,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.024582,1e-05,1e-05,1e-05,0.975358,1e-05,1e-05,1e-05,4
HG02690,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.15689,1e-05,1e-05,1e-05,0.772917,1e-05,1e-05,0.070143,4
HG02691,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.203903,1e-05,1e-05,1e-05,0.758176,1e-05,1e-05,0.037871,4
HG02694,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.171119,1e-05,1e-05,1e-05,0.749344,1e-05,1e-05,0.079486,4
HG02696,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.140774,1e-05,1e-05,2.2e-05,0.859154,1e-05,1e-05,1e-05,4
HG02697,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.158496,1e-05,0.00202,1e-05,0.783302,1e-05,1e-05,0.056141,4
HG02699,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.217881,1e-05,1e-05,1e-05,0.782059,1e-05,1e-05,1e-05,4
HG02700,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.199627,1e-05,1e-05,1e-05,0.781764,1e-05,1e-05,0.01856,4
HG02702,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,0.004787,1e-05,1e-05,1e-05,1e-05,0.97732,1e-05,0.017843,5
HG02703,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02715,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02716,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02721,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.997202,1e-05,0.002738,5
HG02722,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.998874,1e-05,0.001066,5
HG02724,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",LP6005592-DNA_B04,Pakistan,Lahore,1.0,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,4
HG02725,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,1e-05,0.995976,1e-05,0.003964,1e-05,4
HG02727,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,4
HG02728,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.004501,1e-05,1e-05,1e-05,0.995439,1e-05,1e-05,1e-05,4
HG02731,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.117919,1e-05,1e-05,1e-05,0.868319,1e-05,1e-05,0.013712,4
HG02733,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.125413,1e-05,1e-05,1e-05,0.82879,1e-05,1e-05,0.045748,4
HG02734,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.172052,1e-05,0.002259,1e-05,0.781713,1e-05,1e-05,0.043936,4
HG02736,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.214358,1e-05,1e-05,1e-05,0.774341,1e-05,1e-05,0.011251,4
HG02737,PJL,Punjabi,SAS,South Asian,1kG,31.549722,74.343611,"Lahore, Pakistan",,,,1.0,0.214058,1e-05,1e-05,1e-05,0.761435,1e-05,1e-05,0.024457,4
HG02756,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02757,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.992539,0.004721,0.00269,5
HG02759,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.992317,1e-05,0.007623,5
HG02760,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.989286,1e-05,0.010654,5
HG02763,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02768,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02769,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02771,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
HG02772,GWD,Gambian Mandinka,AFR,African,1kG,13.25,-16.316667,Western Division of Gambia,,,,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,5
