pca,location,count,total_country,percentage
PC3,"Germany",1936,1936,100.00
PC3,"Gibraltar",1936,1936,100.00
PC3,"Greece",1936,1936,100.00
PC3,"Holy See",1936,1936,100.00
PC3,"Hungary",1936,1936,100.00
PC3,"Iceland",1936,1936,100.00
PC3,"Ireland",1936,1936,100.00
PC3,"Italy",1936,1936,100.00
PC3,"Kosovo",1936,1936,100.00
PC3,"Latvia",1936,1936,100.00
PC3,"Liechtenstein",1936,1936,100.00
PC3,"Lithuania",1936,1936,100.00
PC3,"Luxembourg",1936,1936,100.00
PC3,"Macedonia",1936,1936,100.00
PC3,"Malta",1936,1936,100.00
PC3,"Moldova",1936,1936,100.00
PC3,"Monaco",1936,1936,100.00
PC3,"Montenegro",1936,1936,100.00
PC3,"Netherlands",1936,1936,100.00
PC3,"Norway",1936,1936,100.00
PC3,"Poland",1936,1936,100.00
PC3,"Portugal",1936,1936,100.00
PC3,"Romania",1936,1936,100.00
PC3,"Russia",1936,1936,100.00
PC3,"San Marino",1936,1936,100.00
PC3,"Slovak Republic",1936,1936,100.00
PC3,"Slovenia",1936,1936,100.00
PC3,"Spain",1936,1936,100.00
PC3,"Serbia",1936,1936,100.00
PC3,"Serbia and Montenegro",1936,1936,100.00
PC3,"Sweden",1936,1936,100.00
PC3,"Switzerland",1936,1936,100.00
PC3,"Ukraine",1936,1936,100.00
PC3,"United Kingdom",1936,1936,100.00
PC4,"Afghanistan",747,7195,10.38
PC4,"Armenia",747,7195,10.38
PC4,"Azerbaijan",747,7195,10.38
PC4,"Bahrain",747,7195,10.38
PC4,"Bangladesh",747,7195,10.38
PC4,"Bhutan",747,7195,10.38
PC4,"Brunei",747,7195,10.38
PC4,"Burma",747,7195,10.38
PC4,"Cambodia",747,7195,10.38
PC4,"China",747,7195,10.38
PC4,"Cyprus",747,7195,10.38
PC4,"East Timor",747,7195,10.38
PC4,"Georgia",747,7195,10.38
PC4,"Hong Kong",747,7195,10.38
PC4,"India",747,7195,10.38
PC4,"Indonesia",747,7195,10.38
PC4,"Iran",747,7195,10.38
PC4,"Iraq",747,7195,10.38
PC4,"Israel",747,7195,10.38
PC4,"Japan",747,7195,10.38
PC4,"Jordan",747,7195,10.38
PC4,"Kazakhstan",747,7195,10.38
PC4,"Kuwait",747,7195,10.38
PC4,"Kyrgyzstan",747,7195,10.38
PC4,"Laos",747,7195,10.38
PC4,"Lebanon",747,7195,10.38
PC4,"Macau",747,7195,10.38
PC4,"Malaysia",747,7195,10.38
PC4,"Maldives",747,7195,10.38
PC4,"Mongolia",747,7195,10.38
PC4,"Nepal",747,7195,10.38
PC4,"North Korea",747,7195,10.38
PC4,"Oman",747,7195,10.38
PC4,"Pakistan",747,7195,10.38
PC4,"Philippines",747,7195,10.38
PC4,"Qatar",747,7195,10.38
PC4,"Saudi Arabia",747,7195,10.38
PC4,"Singapore",747,7195,10.38
PC4,"South Korea",747,7195,10.38
PC4,"Sri Lanka",747,7195,10.38
PC4,"Syria",747,7195,10.38
PC4,"Taiwan",747,7195,10.38
PC4,"Tajikistan",747,7195,10.38
PC4,"Thailand",747,7195,10.38
PC4,"Turkey",747,7195,10.38
PC4,"Turkmenistan",747,7195,10.38
PC4,"United Arab Emirates",747,7195,10.38
PC4,"Uzbekistan",747,7195,10.38
PC4,"Vietnam",747,7195,10.38
PC4,"Yemen",747,7195,10.38
PC5,"Afghanistan",5660,7195,78.67
PC5,"Armenia",5660,7195,78.67
PC5,"Azerbaijan",5660,7195,78.67
PC5,"Bahrain",5660,7195,78.67
PC5,"Bangladesh",5660,7195,78.67
PC5,"Bhutan",5660,7195,78.67
PC5,"Brunei",5660,7195,78.67
PC5,"Burma",5660,7195,78.67
PC5,"Cambodia",5660,7195,78.67
PC5,"China",5660,7195,78.67
PC5,"Cyprus",5660,7195,78.67
PC5,"East Timor",5660,7195,78.67
PC5,"Georgia",5660,7195,78.67
PC5,"Hong Kong",5660,7195,78.67
PC5,"India",5660,7195,78.67
PC5,"Indonesia",5660,7195,78.67
PC5,"Iran",5660,7195,78.67
PC5,"Iraq",5660,7195,78.67
PC5,"Israel",5660,7195,78.67
PC5,"Japan",5660,7195,78.67
PC5,"Jordan",5660,7195,78.67
PC5,"Kazakhstan",5660,7195,78.67
PC5,"Kuwait",5660,7195,78.67
PC5,"Kyrgyzstan",5660,7195,78.67
PC5,"Laos",5660,7195,78.67
PC5,"Lebanon",5660,7195,78.67
PC5,"Macau",5660,7195,78.67
PC5,"Malaysia",5660,7195,78.67
PC5,"Maldives",5660,7195,78.67
PC5,"Mongolia",5660,7195,78.67
PC5,"Nepal",5660,7195,78.67
PC5,"North Korea",5660,7195,78.67
PC5,"Oman",5660,7195,78.67
PC5,"Pakistan",5660,7195,78.67
PC5,"Philippines",5660,7195,78.67
PC5,"Qatar",5660,7195,78.67
PC5,"Saudi Arabia",5660,7195,78.67
PC5,"Singapore",5660,7195,78.67
PC5,"South Korea",5660,7195,78.67
PC5,"Sri Lanka",5660,7195,78.67
PC5,"Syria",5660,7195,78.67
PC5,"Taiwan",5660,7195,78.67
PC5,"Tajikistan",5660,7195,78.67
PC5,"Thailand",5660,7195,78.67
PC5,"Turkey",5660,7195,78.67
PC5,"Turkmenistan",5660,7195,78.67
PC5,"United Arab Emirates",5660,7195,78.67
PC5,"Uzbekistan",5660,7195,78.67
PC5,"Vietnam",5660,7195,78.67
PC5,"Yemen",5660,7195,78.67
PC6,"American Samoa",100,100,100.00
PC6,"Australia",100,100,100.00
PC6,"Christmas Island",100,100,100.00
PC6,"Cocos (Keeling) Islands",100,100,100.00
PC6,"Cook Islands",100,100,100.00
PC6,"Federated States of Micronesia",100,100,100.00
PC6,"Fiji",100,100,100.00
PC6,"French Polynesia",100,100,100.00
PC6,"Guam",100,100,100.00
PC6,"Kiribati",100,100,100.00
PC6,"Marshall Islands",100,100,100.00
PC6,"Nauru",100,100,100.00
PC6,"New Caledonia",100,100,100.00
PC6,"New Zealand",100,100,100.00
PC6,"Niue",100,100,100.00
PC6,"Northern Mariana Islands",100,100,100.00
PC6,"Palau",100,100,100.00
PC6,"Papua New Guinea",100,100,100.00
PC6,"Pitcairn Islands",100,100,100.00
PC6,"Samoa",100,100,100.00
PC6,"Solomon Islands",100,100,100.00
PC6,"Tokelau",100,100,100.00
PC6,"Tonga",100,100,100.00
PC6,"Tuvalu",100,100,100.00
PC6,"Vanuatu",100,100,100.00
PC6,"Wallis and Futuna Islands",100,100,100.00
PC7,"Algeria",302,5973,5.06
PC7,"Angola",302,5973,5.06
PC7,"Benin",302,5973,5.06
PC7,"Botswana",302,5973,5.06
PC7,"Burkina Faso",302,5973,5.06
PC7,"Burundi",302,5973,5.06
PC7,"Cameroon",302,5973,5.06
PC7,"Cape Verde",302,5973,5.06
PC7,"Central African Republic",302,5973,5.06
PC7,"Chad",302,5973,5.06
PC7,"Comoros",302,5973,5.06
PC7,"Cote d'Ivoire",302,5973,5.06
PC7,"Democratic Republic of the Congo",302,5973,5.06
PC7,"Djibouti",302,5973,5.06
PC7,"Egypt",302,5973,5.06
PC7,"Equatorial Guinea",302,5973,5.06
PC7,"Eritrea",302,5973,5.06
PC7,"Ethiopia",302,5973,5.06
PC7,"Gabon",302,5973,5.06
PC7,"Gambia",302,5973,5.06
PC7,"Ghana",302,5973,5.06
PC7,"Guinea",302,5973,5.06
PC7,"Guinea-Bissau",302,5973,5.06
PC7,"Kenya",302,5973,5.06
PC7,"Lesotho",302,5973,5.06
PC7,"Liberia",302,5973,5.06
PC7,"Libya",302,5973,5.06
PC7,"Madagascar",302,5973,5.06
PC7,"Malawi",302,5973,5.06
PC7,"Mali",302,5973,5.06
PC7,"Mauritania",302,5973,5.06
PC7,"Mauritius",302,5973,5.06
PC7,"Morocco",302,5973,5.06
PC7,"Mozambique",302,5973,5.06
PC7,"Namibia",302,5973,5.06
PC7,"Niger",302,5973,5.06
PC7,"Nigeria",302,5973,5.06
PC7,"Republic of the Congo",302,5973,5.06
PC7,"Reunion",302,5973,5.06
PC7,"Rwanda",302,5973,5.06
PC7,"Saint Helena",302,5973,5.06
PC7,"Sao Tome and Principe",302,5973,5.06
PC7,"Senegal",302,5973,5.06
PC7,"Seychelles",302,5973,5.06
PC7,"Sierra Leone",302,5973,5.06
PC7,"Somalia",302,5973,5.06
PC7,"South Africa",302,5973,5.06
PC7,"South Sudan",302,5973,5.06
PC7,"Sudan",302,5973,5.06
PC7,"Swaziland",302,5973,5.06
PC7,"Tanzania",302,5973,5.06
PC7,"Togo",302,5973,5.06
PC7,"Tunisia",302,5973,5.06
PC7,"Uganda",302,5973,5.06
PC7,"Western Sahara",302,5973,5.06
PC7,"Zambia",302,5973,5.06
PC7,"Zimbabwe",302,5973,5.06
PC8,"Algeria",359,5973,6.01
PC8,"Angola",359,5973,6.01
PC8,"Benin",359,5973,6.01
PC8,"Botswana",359,5973,6.01
PC8,"Burkina Faso",359,5973,6.01
PC8,"Burundi",359,5973,6.01
PC8,"Cameroon",359,5973,6.01
PC8,"Cape Verde",359,5973,6.01
PC8,"Central African Republic",359,5973,6.01
PC8,"Chad",359,5973,6.01
PC8,"Comoros",359,5973,6.01
PC8,"Cote d'Ivoire",359,5973,6.01
PC8,"Democratic Republic of the Congo",359,5973,6.01
PC8,"Djibouti",359,5973,6.01
PC8,"Egypt",359,5973,6.01
PC8,"Equatorial Guinea",359,5973,6.01
PC8,"Eritrea",359,5973,6.01
PC8,"Ethiopia",359,5973,6.01
PC8,"Gabon",359,5973,6.01
PC8,"Gambia",359,5973,6.01
PC8,"Ghana",359,5973,6.01
PC8,"Guinea",359,5973,6.01
PC8,"Guinea-Bissau",359,5973,6.01
PC8,"Kenya",359,5973,6.01
PC8,"Lesotho",359,5973,6.01
PC8,"Liberia",359,5973,6.01
PC8,"Libya",359,5973,6.01
PC8,"Madagascar",359,5973,6.01
PC8,"Malawi",359,5973,6.01
PC8,"Mali",359,5973,6.01
PC8,"Mauritania",359,5973,6.01
PC8,"Mauritius",359,5973,6.01
PC8,"Morocco",359,5973,6.01
PC8,"Mozambique",359,5973,6.01
PC8,"Namibia",359,5973,6.01
PC8,"Niger",359,5973,6.01
PC8,"Nigeria",359,5973,6.01
PC8,"Republic of the Congo",359,5973,6.01
PC8,"Reunion",359,5973,6.01
PC8,"Rwanda",359,5973,6.01
PC8,"Saint Helena",359,5973,6.01
PC8,"Sao Tome and Principe",359,5973,6.01
PC8,"Senegal",359,5973,6.01
PC8,"Seychelles",359,5973,6.01
PC8,"Sierra Leone",359,5973,6.01
PC8,"Somalia",359,5973,6.01
PC8,"South Africa",359,5973,6.01
PC8,"South Sudan",359,5973,6.01
PC8,"Sudan",359,5973,6.01
PC8,"Swaziland",359,5973,6.01
PC8,"Tanzania",359,5973,6.01
PC8,"Togo",359,5973,6.01
PC8,"Tunisia",359,5973,6.01
PC8,"Uganda",359,5973,6.01
PC8,"Western Sahara",359,5973,6.01
PC8,"Zambia",359,5973,6.01
PC8,"Zimbabwe",359,5973,6.01
