Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,6,7,8,assignment
HG00284,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.012333,1e-05,0.743847,0.228319,0.015452,1e-05,1e-05,1e-05,3
HG00285,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.014987,1.3e-05,0.721696,0.243524,0.019739,1e-05,1e-05,1e-05,3
HG00288,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.01201,1e-05,0.742278,0.227206,0.018457,1e-05,1e-05,1e-05,3
HG00290,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.009577,1e-05,0.733415,0.226848,0.030109,1e-05,1e-05,1e-05,3
HG00304,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.4e-05,0.006016,1e-05,0.749798,0.225467,0.018665,1e-05,1e-05,1e-05,3
HG00306,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.00503,1e-05,0.756193,0.223609,0.015118,1e-05,1e-05,1e-05,3
HG00308,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.008191,1e-05,0.732977,0.225905,0.032877,1e-05,1e-05,1e-05,3
HG00309,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.014239,1e-05,0.748278,0.221493,0.01594,1e-05,1e-05,1e-05,3
HG00310,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.013762,1e-05,0.760957,0.22223,0.003,1e-05,1e-05,1e-05,3
HG00311,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.007567,1e-05,0.760344,0.231537,0.000498,1.4e-05,1e-05,1e-05,3
HG00313,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.2e-05,0.007945,1e-05,0.738792,0.225077,0.028134,1e-05,1e-05,1e-05,3
HG00315,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.9e-05,0.014956,1e-05,0.728272,0.235435,0.021279,1e-05,1e-05,1e-05,3
HG00318,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.002527,1e-05,0.760128,0.221836,0.015459,1e-05,1e-05,1e-05,3
HG00319,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.007207,1e-05,0.747686,0.219439,0.025618,1e-05,1e-05,1e-05,3
HG00320,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.004846,1e-05,0.750229,0.226211,0.018664,1e-05,1e-05,1e-05,3
HG00321,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.016478,1e-05,0.742661,0.210968,0.029839,1e-05,1.5e-05,1e-05,3
HG00323,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.007899,1e-05,0.747457,0.223814,0.02078,1e-05,1e-05,1e-05,3
HG00324,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.019518,1e-05,0.74524,0.217218,0.017973,1e-05,1e-05,1e-05,3
HG00325,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.011128,1e-05,0.741315,0.218628,0.028879,1e-05,1e-05,1e-05,3
HG00326,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.005885,1e-05,0.757936,0.218082,0.018048,1e-05,1e-05,1e-05,3
HG00327,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.008721,1e-05,0.749661,0.223406,0.018161,1e-05,1e-05,1e-05,3
HG00328,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.007598,1e-05,0.743902,0.232673,0.015777,1e-05,1e-05,1e-05,3
HG00329,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,1e-05,1e-05,0.753112,0.236217,0.010611,1e-05,1e-05,1e-05,3
HG00330,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.006515,1e-05,0.752524,0.220254,0.020657,1e-05,1e-05,1e-05,3
HG00331,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.012396,1e-05,0.753399,0.220981,0.013174,1e-05,1e-05,1e-05,3
HG00332,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.006103,1e-05,0.74827,0.22142,0.024157,1e-05,1e-05,1e-05,3
HG00334,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,1.1e-05,1e-05,0.76527,0.218266,0.0164,1e-05,1.3e-05,1e-05,3
HG00335,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,1e-05,1e-05,0.766203,0.22079,0.012947,1e-05,1e-05,1e-05,3
HG00336,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.007947,1e-05,0.741707,0.225229,0.025067,1e-05,1e-05,1e-05,3
HG00337,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.009211,1e-05,0.763202,0.216457,0.01108,1e-05,1e-05,1e-05,3
HG00338,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.7e-05,0.004404,1e-05,0.746007,0.233326,0.016205,1e-05,1e-05,1e-05,3
HG00339,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.008099,1e-05,0.742322,0.234179,0.01535,1e-05,1e-05,1e-05,3
HG00341,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.009127,1e-05,0.742262,0.232017,0.015975,1e-05,0.00058,1e-05,3
HG00342,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.009621,1e-05,0.726558,0.232131,0.03164,1e-05,1e-05,1e-05,3
HG00343,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.01176,1e-05,0.744679,0.22536,0.018151,1e-05,1e-05,1e-05,3
HG00344,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,1e-05,1e-05,0.762594,0.230063,0.007283,1e-05,1e-05,1e-05,3
HG00345,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.0188,1e-05,0.750594,0.214154,0.016402,1e-05,1e-05,1e-05,3
HG00346,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.002763,1e-05,0.756506,0.220163,0.020518,1e-05,1e-05,1e-05,3
HG00349,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.007228,1e-05,0.742682,0.228528,0.021512,1e-05,1e-05,1e-05,3
HG00350,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.003371,1e-05,0.773532,0.223031,1e-05,1e-05,1.5e-05,1e-05,3
HG00351,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.3e-05,0.000131,1e-05,0.758178,0.218682,0.022955,1e-05,1e-05,1e-05,3
HG00353,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.001926,1e-05,0.744281,0.225836,0.027907,1e-05,1e-05,1e-05,3
HG00355,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.004504,1e-05,0.764402,0.220801,0.010244,1e-05,1e-05,1e-05,3
HG00356,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.002107,1e-05,0.759437,0.216704,0.021702,1e-05,1e-05,1e-05,3
HG00357,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.6e-05,0.012134,1e-05,0.747301,0.231215,0.009295,1e-05,1e-05,1e-05,3
HG00358,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.4e-05,0.010102,1.5e-05,0.736979,0.2265,0.02636,1e-05,1e-05,1e-05,3
HG00360,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,LP6005592-DNA_A02,Finland,,1.0,1e-05,0.00353,1e-05,0.759839,0.22286,0.013721,1e-05,1e-05,1e-05,3
HG00361,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.010499,1.4e-05,0.745245,0.214063,0.03014,1e-05,1e-05,1e-05,3
HG00362,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.4e-05,0.012999,1e-05,0.73679,0.240375,0.009782,1e-05,1e-05,1e-05,3
HG00364,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.006451,1e-05,0.743276,0.23001,0.020213,1e-05,1e-05,1e-05,3
HG00365,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.3e-05,0.013025,1e-05,0.743626,0.214867,0.028429,1e-05,1e-05,1e-05,3
HG00366,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.1e-05,0.014793,1e-05,0.741189,0.227295,0.016672,1e-05,1e-05,1e-05,3
HG00367,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.012787,1e-05,0.732562,0.234729,0.019871,1e-05,1e-05,1e-05,3
HG00368,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.011726,1e-05,0.739193,0.226142,0.022887,1.3e-05,1e-05,1e-05,3
HG00369,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.01539,1e-05,0.733557,0.236264,0.01474,1e-05,1e-05,1e-05,3
HG00371,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.009033,1e-05,0.751111,0.220203,0.019604,1e-05,1e-05,1e-05,3
HG00372,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.006876,1e-05,0.748629,0.223294,0.021151,1e-05,1e-05,1e-05,3
HG00373,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.009746,1e-05,0.723074,0.237106,0.030024,1e-05,1e-05,1e-05,3
HG00375,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.013285,1e-05,0.741059,0.229957,0.015649,1e-05,1e-05,1e-05,3
HG00376,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.00329,1e-05,0.758782,0.225485,0.012388,1e-05,1.5e-05,1e-05,3
HG00378,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.005398,1e-05,0.744315,0.221158,0.029079,1e-05,1e-05,1e-05,3
HG00379,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.008097,1e-05,0.748109,0.227925,0.015819,1e-05,1e-05,1e-05,3
HG00380,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1.1e-05,0.006881,1e-05,0.765203,0.226807,0.001058,1e-05,1e-05,1e-05,3
HG00381,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.006296,1e-05,0.758117,0.215923,0.019615,1e-05,1e-05,1e-05,3
HG00382,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.010012,1e-05,0.750992,0.219168,0.019778,1e-05,1e-05,1e-05,3
HG00383,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,1e-05,1e-05,0.756507,0.215436,0.027997,1e-05,1e-05,1e-05,3
HG00384,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,1e-05,0.010634,1e-05,0.748078,0.226561,0.014677,1e-05,1e-05,1e-05,3
HG00403,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.271934,0.727996,1e-05,1e-05,1e-05,5
HG00404,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.253878,0.746052,1e-05,1e-05,1e-05,5
HG00406,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.264531,0.735399,1e-05,1e-05,1e-05,5
HG00407,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.25788,0.74205,1e-05,1e-05,1e-05,5
HG00409,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.248163,0.751763,1.3e-05,1e-05,1e-05,5
HG00410,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1.1e-05,1e-05,0.257958,0.741971,1e-05,1e-05,1e-05,5
HG00419,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.256583,0.743343,1.4e-05,1e-05,1e-05,5
HG00421,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.25535,0.74458,1e-05,1e-05,1e-05,5
HG00422,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.248096,0.751834,1e-05,1e-05,1e-05,5
HG00428,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1.9e-05,0.259874,0.740044,1.3e-05,1e-05,1e-05,5
HG00436,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.261097,0.738833,1e-05,1e-05,1e-05,5
HG00437,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.256961,0.742889,9e-05,1e-05,1e-05,5
HG00442,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.3e-05,1e-05,1e-05,1e-05,0.248141,0.751779,1e-05,1.6e-05,1e-05,5
HG00443,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.267319,0.732603,1.5e-05,1.2e-05,1e-05,5
HG00445,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.256327,0.743603,1e-05,1e-05,1e-05,5
HG00446,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.258657,0.741273,1e-05,1e-05,1e-05,5
HG00448,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.26056,0.73937,1e-05,1e-05,1e-05,5
HG00449,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.256613,0.743317,1e-05,1e-05,1e-05,5
HG00451,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.258953,0.740977,1e-05,1e-05,1e-05,5
HG00452,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.263091,0.736838,1.1e-05,1e-05,1e-05,5
HG00457,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.255872,0.744057,1e-05,1e-05,1e-05,5
HG00458,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.247562,0.752368,1e-05,1e-05,1e-05,5
HG00463,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.253157,0.746773,1e-05,1e-05,1e-05,5
HG00464,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.5e-05,1e-05,1e-05,1e-05,0.257703,0.742223,1e-05,1e-05,1e-05,5
HG00472,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.251581,0.748349,1e-05,1e-05,1e-05,5
HG00473,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.257702,0.742228,1e-05,1e-05,1e-05,5
HG00475,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.252872,0.747058,1e-05,1e-05,1e-05,5
HG00476,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.264032,0.735897,1e-05,1e-05,1e-05,5
HG00478,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.252608,0.747313,1e-05,1.8e-05,1e-05,5
HG00479,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.259728,0.740202,1e-05,1e-05,1e-05,5
HG00500,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.263474,0.736456,1e-05,1e-05,1e-05,5
HG00513,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.260487,0.739443,1e-05,1e-05,1e-05,5
HG00524,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.266355,0.733574,1e-05,1e-05,1e-05,5
HG00525,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.260377,0.739553,1e-05,1e-05,1e-05,5
HG00530,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.262127,0.737801,1.1e-05,1e-05,1e-05,5
HG00531,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.256425,0.743505,1e-05,1e-05,1e-05,5
HG00533,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.272259,0.727671,1e-05,1e-05,1e-05,5
HG00534,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.268348,0.73158,1.3e-05,1e-05,1e-05,5
HG00536,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.264093,0.735837,1e-05,1e-05,1e-05,5
HG00537,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.251135,0.748794,1e-05,1e-05,1e-05,5
HG00542,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.265118,0.734812,1e-05,1e-05,1e-05,5
HG00543,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1.5e-05,0.261474,0.738451,1e-05,1e-05,1e-05,5
HG00551,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.040426,0.142175,0.172184,0.462399,0.142053,0.000158,1e-05,0.040585,1e-05,3
HG00553,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.08149,0.194643,0.146424,0.359888,0.118898,1e-05,1e-05,0.098627,1e-05,3
HG00554,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,0.043582,0.107545,0.195214,0.468212,0.15269,1e-05,1e-05,0.032726,1e-05,3
HG00556,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.2662,0.73373,1e-05,1e-05,1e-05,5
HG00557,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.253135,0.746795,1e-05,1e-05,1e-05,5
HG00559,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1.1e-05,0.25535,0.74449,9.9e-05,1e-05,1e-05,5
HG00560,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.254137,0.745793,1e-05,1e-05,1e-05,5
HG00565,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.254583,0.745347,1e-05,1e-05,1e-05,5
HG00566,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1.8e-05,1e-05,0.251886,0.748036,1e-05,1e-05,1e-05,5
HG00580,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1.3e-05,1e-05,1e-05,0.26942,0.730506,1e-05,1e-05,1e-05,5
HG00581,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.6e-05,1e-05,1e-05,1e-05,0.264276,0.735648,1e-05,1e-05,1e-05,5
HG00583,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.246729,0.753198,1.3e-05,1e-05,1e-05,5
HG00584,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.264548,0.735382,1e-05,1e-05,1e-05,5
HG00589,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1.1e-05,1e-05,1e-05,0.265232,0.734696,1.1e-05,1e-05,1e-05,5
HG00590,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,1.1e-05,0.265341,0.734584,1e-05,1.3e-05,1e-05,5
HG00592,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,0.000631,1e-05,1.1e-05,0.285721,0.713586,1e-05,1e-05,1e-05,5
HG00593,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.254626,0.745304,1e-05,1e-05,1e-05,5
HG00595,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.261021,0.738909,1e-05,1e-05,1e-05,5
HG00596,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.258955,0.740975,1e-05,1e-05,1e-05,5
HG00598,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.5e-05,1e-05,1e-05,1e-05,0.251944,0.74798,1e-05,1e-05,1e-05,5
HG00599,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.250706,0.749224,1e-05,1e-05,1e-05,5
HG00607,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1.2e-05,1e-05,0.262067,0.737861,1e-05,1e-05,1e-05,5
HG00608,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.255579,0.744351,1e-05,1e-05,1e-05,5
HG00610,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.257124,0.742806,1e-05,1e-05,1e-05,5
HG00611,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.264697,0.735231,1.3e-05,1e-05,1e-05,5
HG00613,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1e-05,1e-05,1e-05,1e-05,0.259151,0.740779,1e-05,1e-05,1e-05,5
HG00614,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,1.1e-05,1e-05,1e-05,1e-05,0.254754,0.745175,1e-05,1e-05,1e-05,5
