IND,0,1,2,3,4
A-124829-5,0.552911,0.088703,0.000788,1e-05,0.357589
E-044958-9,0.552924,0.163307,0.003327,1e-05,0.280432
Z-085075-2,0.552931,0.208921,1e-05,0.001728,0.236409
M-058898-1,0.552966,0.108379,0.000175,0.00451,0.33397
A-040598-7,0.552972,0.170099,1e-05,0.002204,0.274715
L-003116-2,0.553031,0.267315,1e-05,0.007233,0.172411
X-134852-4,0.553084,0.114678,1e-05,0.003668,0.328559
T-004357-1,0.553134,0.280975,1e-05,0.002234,0.163647
HG01365,0.553137,0.004216,0.000588,0.308411,0.133648
K-000064-6,0.553147,0.163438,0.006781,1e-05,0.276625
C-142939-0,0.553184,0.198735,1.5e-05,1e-05,0.248056
Z-107449-2,0.553209,0.302081,1e-05,0.000441,0.14426
X-060962-0,0.553376,0.197623,0.080041,0.028682,0.140278
B-119934-9,0.553435,0.019197,0.000777,0.002797,0.423794
X-025628-1,0.553534,0.109339,0.001512,1e-05,0.335606
F-118786-5,0.553577,0.249303,1e-05,0.007678,0.189432
W-057352-8,0.553659,0.233995,0.000728,1e-05,0.211608
U-051446-5,0.553758,0.130424,0.003,1e-05,0.312808
U-022673-9,0.55376,0.259224,1e-05,0.001565,0.185441
X-061691-4,0.553799,0.111846,0.003336,0.001284,0.329735
W-122773-6,0.553802,0.192765,0.00266,1e-05,0.250763
W-133357-5,0.553837,0.360442,1e-05,0.009681,0.07603
HG01377,0.553946,1e-05,1e-05,0.347204,0.09883
E-064938-7,0.55403,0.024947,0.024854,0.012474,0.383695
J-143001-6,0.554039,1e-05,0.000103,1e-05,0.445839
U-032078-9,0.554095,0.087087,0.002627,1e-05,0.356181
Z-129760-6,0.554148,0.094264,0.001953,1e-05,0.349626
S-122715-8,0.554159,0.202885,1e-05,0.00018,0.242765
U-072326-4,0.554272,0.235275,1e-05,0.015244,0.195199
B-037638-6,0.554299,0.26317,1e-05,0.000809,0.181713
E-071598-0,0.55433,0.240047,0.000495,0.016067,0.189062
F-119866-4,0.554383,0.195137,1e-05,0.009924,0.240547
X-144860-5,0.554404,0.247908,0.00155,1e-05,0.196128
Q-035053-8,0.554434,0.274091,0.0003,0.001685,0.16949
C-128908-3,0.554525,0.073915,0.001691,0.000874,0.368996
V-140097-8,0.55454,0.168631,0.007857,0.001758,0.267214
W-126931-6,0.554734,0.224564,1e-05,0.002776,0.217916
HG03237,0.554764,1e-05,1e-05,0.445206,1e-05
N-121414-7,0.554792,0.231469,0.000934,0.000936,0.21187
W-051745-1,0.554821,0.136429,0.001291,1e-05,0.307449
Y-138075-8,0.554827,0.1335,1e-05,0.003783,0.30788
E-022998-1,0.55488,0.156908,0.000827,0.005622,0.281764
N-011506-5,0.554901,0.168485,1e-05,1e-05,0.276593
F-116977-2,0.554903,0.132671,0.000776,0.001667,0.309983
C-132589-5,0.554979,0.166844,0.002097,1e-05,0.276071
D-087914-0,0.555009,0.318196,0.002969,0.006205,0.11762
X-124808-9,0.555057,0.096071,0.001228,0.000334,0.347309
K-025003-5,0.555085,0.263382,1e-05,1e-05,0.181513
S-053802-7,0.555197,0.183976,1e-05,0.00165,0.259167
H-005020-3,0.555372,0.113229,1e-05,1e-05,0.331379
S-045360-5,0.555415,0.221524,0.005602,0.007408,0.210051
F-158926-9,0.55544,0.120929,0.006808,0.003172,0.313651
Q-090520-0,0.555559,0.152369,0.001186,0.001096,0.28979
Q-100609-9,0.555585,0.126009,0.001688,1e-05,0.316709
Y-150747-7,0.55562,0.382573,1e-05,0.012309,0.049488
X-142880-5,0.555678,0.162811,1e-05,0.001648,0.279853
S-072009-6,0.555681,0.328475,1e-05,0.003736,0.112097
C-116857-6,0.555767,0.240172,1e-05,0.000442,0.20361
Y-007980-7,0.555777,0.269389,0.002116,0.032118,0.1406
T-129313-3,0.555848,0.167236,1e-05,0.000372,0.276533
E-099633-2,0.555886,0.18402,0.003837,0.011289,0.244968
HG02654,0.555895,1e-05,1e-05,0.444075,1e-05
H-079359-8,0.555938,0.139572,0.002244,0.001976,0.30027
A-062585-8,0.556001,0.116813,0.012964,1e-05,0.314211
Q-013174-8,0.55602,0.338288,0.001736,0.015011,0.088944
D-098066-6,0.556141,0.219542,0.000284,1e-05,0.224023
Z-153961-0,0.556163,0.175351,0.001096,1e-05,0.267381
Y-029508-1,0.556209,0.349291,1e-05,0.025097,0.069392
X-044591-7,0.556221,1e-05,1e-05,1e-05,0.443749
Z-145465-2,0.556265,0.238441,1e-05,1e-05,0.205274
Y-031848-7,0.556312,0.346183,1e-05,0.00347,0.094024
D-128873-8,0.556324,0.261541,0.008952,1e-05,0.173174
HGDP00179,0.556385,1e-05,1e-05,0.443585,1e-05
Q-145321-6,0.556434,0.124099,8.9e-05,1e-05,0.319367
R-080018-7,0.556517,0.320888,1e-05,1e-05,0.122575
Z-110869-7,0.556532,0.216731,8.2e-05,0.002652,0.224004
J-157985-6,0.556612,0.171455,0.001043,0.001199,0.26969
S-037413-2,0.556657,0.278443,1e-05,0.004354,0.160536
A-119861-4,0.556688,0.211115,0.002518,0.003226,0.226453
M-079895-2,0.556744,0.150008,0.000426,1e-05,0.292812
S-161361-2,0.556767,0.055578,0.004577,0.002965,0.380113
D-128909-1,0.556858,0.247505,0.000424,0.001623,0.193589
D-136964-5,0.55692,0.394823,1e-05,0.027656,0.020591
X-093038-0,0.55693,0.101015,1e-05,0.003123,0.338923
J-149687-8,0.556953,0.199653,1e-05,0.001038,0.242346
B-048357-9,0.557054,0.137602,1e-05,9.8e-05,0.305236
R-094220-2,0.557066,0.265694,1e-05,1e-05,0.17722
T-063334-8,0.557066,0.28063,0.000717,0.002103,0.159484
B-144882-9,0.557146,0.121938,0.002352,1e-05,0.318554
O-110444-7,0.557152,0.135711,0.003628,0.005291,0.298217
Z-116836-0,0.55723,0.261214,0.000954,1e-05,0.180592
V-124266-9,0.557254,0.322842,1e-05,1e-05,0.119884
B-107487-2,0.557255,0.28334,1e-05,0.000785,0.158611
T-082243-8,0.557301,0.338304,1e-05,0.011259,0.093127
Z-026458-1,0.557306,0.139863,0.002862,1e-05,0.299958
D-139907-2,0.557391,0.173458,0.000915,0.002382,0.265853
D-158780-9,0.557398,0.15345,1e-05,1e-05,0.289132
Q-017116-6,0.557533,0.138099,1e-05,0.000744,0.303615
S-027441-5,0.55755,0.228533,1e-05,0.002199,0.211708
N-151312-7,0.557615,0.143632,1e-05,0.001742,0.297001
W-041359-2,0.557645,0.250879,0.016088,0.007351,0.168037
P-122145-7,0.557684,0.166734,0.019913,1e-05,0.255658
Q-013381-9,0.557737,0.258431,1e-05,1e-05,0.183811
S-132291-6,0.55775,0.141917,0.000454,1e-05,0.299869
M-056999-9,0.557757,0.249432,1e-05,0.006654,0.186147
E-086538-9,0.557788,0.206322,1e-05,1e-05,0.23587
W-020479-3,0.557789,0.20435,1e-05,1e-05,0.237841
Q-061261-5,0.557995,0.163073,1e-05,0.003168,0.275754
Q-015235-6,0.55801,0.335819,1e-05,1e-05,0.106151
T-060841-6,0.558018,0.073741,0.00337,1e-05,0.364861
HGDP00171,0.558024,1e-05,1e-05,0.441946,1e-05
L-031403-9,0.558063,0.167574,6.2e-05,1e-05,0.274291
D-099641-5,0.558089,0.099325,0.001578,1e-05,0.340997
N-002470-3,0.558114,0.130317,1e-05,1e-05,0.311549
T-113473-3,0.558114,0.233197,1e-05,0.003482,0.205198
N-120460-1,0.558137,0.132341,0.000575,1e-05,0.308936
I-096766-4,0.558229,0.241876,0.002059,1e-05,0.197827
Z-117736-1,0.558249,0.139319,1e-05,1e-05,0.302412
U-050078-7,0.558324,0.278533,1e-05,0.004941,0.158192
S-015552-4,0.558356,0.027903,0.00118,0.267215,0.145347
W-119146-0,0.558402,0.132721,1e-05,1e-05,0.308857
V-081462-5,0.55844,0.177618,0.002475,0.004076,0.257391
X-022487-4,0.558441,1e-05,1e-05,1e-05,0.441529
Y-096441-2,0.558464,0.261677,0.000735,1e-05,0.179113
W-082426-0,0.558508,0.151228,6.3e-05,0.001731,0.288471
A-065447-7,0.558527,0.229404,0.012845,0.012396,0.186829
T-015625-9,0.558598,0.344927,1e-05,0.007008,0.089457
P-079988-5,0.558609,0.237421,0.000977,1e-05,0.202982
E-086835-9,0.558657,0.159775,0.001363,1e-05,0.280195
Z-017809-7,0.558674,0.222337,1e-05,1e-05,0.218969
E-092892-1,0.558679,0.102507,0.001566,0.001341,0.335908
N-072130-9,0.558731,0.216396,0.001215,1e-05,0.223648
D-157547-4,0.558737,0.130099,1e-05,1e-05,0.311144
C-018919-3,0.558854,0.220543,0.001387,0.001314,0.217902
J-141111-5,0.558884,0.15974,0.003747,0.001647,0.275982
A-025757-8,0.558916,0.05449,0.000656,1e-05,0.385928
C-024868-4,0.558953,0.127683,1e-05,1e-05,0.313344
X-126257-6,0.558994,0.257064,1e-05,1e-05,0.183922
W-082273-5,0.559009,0.241334,0.000232,1e-05,0.199416
Y-119526-4,0.559042,0.199706,1e-05,0.135692,0.105551
C-155395-9,0.559067,0.257227,0.002488,1e-05,0.181207
S-010809-4,0.559143,0.233735,1e-05,1e-05,0.207102
Z-059911-0,0.559153,0.20853,1e-05,1e-05,0.232297
V-093810-2,0.559157,0.258538,0.000777,0.001706,0.179821
R-022571-5,0.559158,0.205329,1e-05,1e-05,0.235493
A-084392-1,0.559339,0.370213,1e-05,0.005441,0.064998
D-071858-8,0.559347,0.230477,0.001456,1e-05,0.20871
U-016904-6,0.559376,0.158561,1e-05,0.002579,0.279474
T-161236-7,0.559382,0.102438,1e-05,0.000472,0.337697
Q-153124-4,0.5594,0.207923,0.001662,0.00386,0.227154
G-090986-4,0.559419,0.301481,1e-05,1e-05,0.13908
B-077247-7,0.559427,0.315897,1e-05,0.040069,0.084597
F-029488-5,0.55945,0.373386,1e-05,0.012496,0.054657
B-097632-6,0.55948,0.144424,0.0008,0.001572,0.293723
HGDP00210,0.559523,1e-05,1e-05,0.440447,1e-05
R-073007-9,0.559548,0.224332,0.001301,1e-05,0.214809
Q-002329-2,0.559587,0.334641,0.000505,0.006636,0.098632
C-087508-1,0.559644,0.219074,1e-05,1e-05,0.221261
R-109160-2,0.559646,0.246528,1e-05,0.000877,0.192939
Z-116566-3,0.559691,0.207986,1e-05,0.006232,0.226081
U-014267-0,0.559754,0.335752,1e-05,0.002722,0.101762
W-076711-3,0.559888,0.129673,0.0018,1e-05,0.308629
C-053839-0,0.559922,0.294666,0.000116,0.001779,0.143516
T-117433-3,0.559964,0.294582,1e-05,0.017147,0.128297
HG02694,0.559973,1e-05,1e-05,0.439997,1e-05
D-154784-5,0.559974,0.360937,1e-05,0.017301,0.061778
Q-043315-2,0.559976,0.089608,0.000325,0.00065,0.349441
Y-002985-2,0.560052,0.123416,7e-05,1e-05,0.316452
Y-092526-6,0.560055,0.082112,0.001206,0.003361,0.353267
Y-104964-3,0.560129,0.168734,0.002275,1e-05,0.268852
S-093204-7,0.560131,0.114338,1e-05,1e-05,0.325511
HG02649,0.560142,1e-05,1e-05,0.439828,1e-05
E-158529-1,0.560188,0.215815,1e-05,0.001488,0.222499
O-079969-5,0.560222,0.162041,0.000962,0.001,0.275774
A-065285-1,0.560246,0.237012,0.003235,0.002645,0.196862
Q-101419-1,0.560272,0.163578,0.000414,0.002723,0.273013
C-087463-7,0.560274,0.15185,0.002738,0.002307,0.282832
K-085878-0,0.560275,0.206587,1e-05,1e-05,0.233119
HGDP00189,0.5603,1e-05,1e-05,0.43967,1e-05
N-033250-2,0.560309,0.24656,1e-05,0.003079,0.190042
B-077373-0,0.560379,0.230137,0.001248,1e-05,0.208226
W-029740-9,0.560441,0.340382,1e-05,0.004545,0.094622
R-000386-4,0.560511,0.36656,1e-05,0.022256,0.050663
A-074555-7,0.560519,0.22406,1e-05,0.002808,0.212603
M-140331-0,0.560643,0.032585,1e-05,1e-05,0.406752
Q-156130-8,0.560643,0.101823,0.000958,1e-05,0.336567
A-049166-3,0.560668,0.287366,1e-05,0.007735,0.144221
P-026502-6,0.560683,0.145596,0.001277,0.000547,0.291896
G-145598-1,0.560891,0.116937,0.000498,0.002412,0.319262
M-133212-1,0.560895,0.193142,0.000254,0.001711,0.243998
Y-105684-6,0.56096,0.245494,1e-05,1e-05,0.193526
K-021331-4,0.561169,0.354203,1e-05,0.001951,0.082666
V-091902-9,0.561191,0.129959,0.005345,1e-05,0.303495
V-084324-4,0.561215,0.104551,0.0021,1e-05,0.332123
X-002687-4,0.561389,0.352705,0.000353,0.021389,0.064164
V-155514-5,0.561425,0.136296,0.001727,0.005541,0.295011
V-103359-7,0.56149,0.245343,1e-05,1e-05,0.193147
B-061965-3,0.561526,0.183912,0.002684,1e-05,0.251869
X-032477-3,0.561565,0.194391,0.000609,1e-05,0.243425
O-020336-5,0.561573,0.286111,1e-05,1e-05,0.152297
W-140629-9,0.561574,0.178929,0.006424,1e-05,0.253063
B-085671-8,0.561577,0.099605,0.001959,1e-05,0.336849
I-010007-4,0.561589,0.231487,0.002189,0.001006,0.203729
E-007599-6,0.561616,0.159477,0.005131,0.008864,0.264912
E-074757-9,0.561626,0.137544,0.001426,1e-05,0.299394
P-127023-0,0.56167,0.23429,0.002826,0.005136,0.196078
W-009913-6,0.5617,0.257062,1e-05,0.002153,0.179075
C-141499-5,0.561711,0.340719,1e-05,0.010432,0.087127
U-112088-1,0.561717,0.281448,1e-05,1e-05,0.156815
S-115317-1,0.56175,0.247259,1e-05,0.000624,0.190356
L-078994-3,0.56175,0.301673,0.002633,0.005256,0.128687
E-127686-6,0.561772,0.09606,0.001051,0.004118,0.336999
C-070957-9,0.56179,0.285961,0.000125,1e-05,0.152114
S-122841-1,0.56182,0.145578,1e-05,1e-05,0.292582
Y-097206-9,0.561921,0.17988,0.000279,0.003676,0.254245
T-003835-8,0.56196,0.16477,0.000671,1e-05,0.27259
O-144212-8,0.562019,0.067979,0.028474,0.002413,0.339115
U-104843-9,0.562021,0.237669,0.001507,0.002315,0.196487
V-149043-2,0.562026,0.27757,1e-05,0.003876,0.156518
S-106308-1,0.562041,0.22995,0.000232,1e-05,0.207767
Z-063727-5,0.562046,0.348948,1e-05,0.012522,0.076474
T-062461-0,0.562136,0.197935,0.000562,1e-05,0.239358
D-023897-4,0.56214,0.306006,1e-05,0.005862,0.125981
U-027704-7,0.562156,0.175918,0.00201,1e-05,0.259906
W-013279-6,0.562161,0.325474,1e-05,0.012522,0.099833
A-117377-3,0.562309,0.153943,1e-05,1e-05,0.283727
Q-103921-4,0.562372,0.306188,0.000737,1e-05,0.130693
L-150401-9,0.562389,0.056686,0.004299,1e-05,0.376616
X-079151-8,0.562397,0.107517,1e-05,1e-05,0.330066
T-082351-9,0.562411,0.179977,0.00118,1e-05,0.256422
A-096371-1,0.562415,0.304209,1e-05,0.00429,0.129076
Q-025018-4,0.56244,0.174331,0.000664,0.004323,0.258243
B-048168-0,0.562461,0.084961,1e-05,1e-05,0.352558
H-007899-0,0.562524,0.102408,1e-05,0.001005,0.334053
H-059856-8,0.562592,0.174695,0.000758,1e-05,0.261945
Y-081168-9,0.562594,0.260697,1e-05,1e-05,0.176689
J-031230-6,0.562626,0.170026,1.2e-05,1e-05,0.267326
X-016079-7,0.562665,0.344555,0.004118,0.021631,0.067031
Y-028464-6,0.562688,0.190965,0.002845,1e-05,0.243492
K-102034-6,0.562695,0.138693,0.0036,1e-05,0.295002
Y-035169-3,0.562701,0.255573,0.002931,0.022896,0.155899
S-111078-3,0.562725,0.128767,0.000231,1e-05,0.308267
T-137026-2,0.562734,0.142717,0.000335,0.001538,0.292676
N-101362-2,0.562787,0.280246,1e-05,0.007639,0.149319
M-121161-4,0.562821,0.256891,1e-05,1e-05,0.180268
P-027510-8,0.562843,0.268074,1e-05,0.007106,0.161967
C-124777-6,0.562871,0.129059,0.003965,0.000756,0.303349
O-031343-7,0.562887,0.129437,0.001709,0.00217,0.303797
M-060330-9,0.562951,0.226588,1e-05,1e-05,0.210441
F-094594-1,0.563026,0.134984,1e-05,0.000239,0.301741
NA19773,0.563042,1e-05,0.001992,0.409779,0.025177
J-089891-8,0.563048,0.131803,1e-05,1e-05,0.30513
K-096984-2,0.563075,0.116329,0.006103,1e-05,0.314483
B-078444-8,0.563161,0.276883,1e-05,0.00323,0.156716
Q-109114-9,0.563163,0.220031,1e-05,1e-05,0.216786
M-113133-3,0.563164,0.146207,0.002473,1e-05,0.288146
Q-124234-6,0.563217,0.265578,1e-05,0.004355,0.166841
T-056125-0,0.56327,0.209822,0.002247,0.003062,0.221599
S-083304-7,0.563339,0.10882,1e-05,1e-05,0.327821
Z-132667-9,0.563354,0.07894,0.000662,0.004233,0.352811
G-113010-3,0.5634,0.342446,1e-05,0.013515,0.080628
Q-035800-3,0.563428,0.311307,1e-05,0.008725,0.11653
A-107891-5,0.563456,0.142848,0.001029,1e-05,0.292657
B-018549-8,0.563468,0.157461,1e-05,1e-05,0.279051
HG01498,0.563509,1e-05,0.00129,0.386885,0.048306
Y-051792-2,0.563565,0.22831,0.001277,1e-05,0.206839
X-097061-7,0.563612,0.114811,1e-05,1e-05,0.321557
Q-032092-9,0.563626,0.104653,1e-05,0.003959,0.327752
Z-053296-2,0.563626,0.328548,1e-05,0.009201,0.098614
Y-134763-3,0.563639,0.089544,0.000944,0.002081,0.343792
O-116123-1,0.563673,0.227246,0.000414,0.002358,0.206308
S-045072-6,0.563679,0.19141,1e-05,0.001246,0.243655
D-078293-9,0.563702,0.104868,9e-05,1e-05,0.33133
T-063064-1,0.563713,0.105091,1e-05,0.004439,0.326746
B-054675-7,0.563737,0.233083,1e-05,0.003279,0.199891
L-033212-2,0.563753,0.186117,1e-05,1e-05,0.250111
N-012154-1,0.563829,0.080193,0.00088,1e-05,0.355089
D-045299-6,0.563842,0.100895,1e-05,0.006125,0.329129
E-149835-3,0.563881,0.198853,0.000506,1e-05,0.23675
A-068264-2,0.563934,0.201775,0.001976,1e-05,0.232305
U-085331-8,0.563967,0.239395,1e-05,1e-05,0.196618
T-040249-6,0.563989,0.329666,0.000611,0.014664,0.09107
E-157665-4,0.564025,0.195486,0.001442,1e-05,0.239037
W-069700-5,0.564046,0.258119,1e-05,0.003893,0.173932
G-101040-4,0.564065,0.184712,1e-05,1e-05,0.251203
A-063566-7,0.564089,0.151487,1e-05,0.001367,0.283047
R-115082-0,0.564093,0.300412,1e-05,0.003215,0.13227
B-096633-5,0.564168,0.195463,1e-05,1e-05,0.240349
A-076931-7,0.564172,0.081629,0.000288,1e-05,0.3539
G-067784-1,0.564205,0.124049,0.003213,1e-05,0.308524
U-055406-5,0.564212,0.286874,1e-05,1e-05,0.148894
V-084108-2,0.564247,0.279593,1e-05,0.001356,0.154794
B-139455-1,0.564247,0.180221,0.000578,0.002669,0.252286
C-079336-6,0.564256,0.308544,0.001092,0.005627,0.120481
HG03619,0.564272,1e-05,1e-05,0.435698,1e-05
F-128299-6,0.564288,0.27862,1e-05,0.000757,0.156326
Q-158011-8,0.564309,0.183794,0.001576,1e-05,0.250312
L-118001-7,0.564329,0.257405,1e-05,1e-05,0.178245
Y-150648-7,0.564398,0.197007,0.000402,1e-05,0.238183
W-001759-2,0.564468,0.174114,1e-05,0.006259,0.255148
G-084578-7,0.564597,0.169302,0.00152,1e-05,0.264571
K-149796-7,0.564598,0.339449,1e-05,0.014561,0.081382
E-138945-3,0.564619,0.134722,1e-05,1e-05,0.300639
S-018711-3,0.564715,0.055768,0.002735,0.00454,0.372242
U-098012-9,0.564722,0.183534,0.00121,1e-05,0.250524
W-120919-8,0.564761,0.19889,1e-05,0.00228,0.234059
S-041904-5,0.564777,0.143301,0.000751,1e-05,0.291162
Y-154077-4,0.564782,0.04377,0.002785,0.099522,0.289141
T-151147-8,0.564798,0.117083,0.00367,1e-05,0.314438
D-018758-5,0.564858,0.121296,0.000884,0.002572,0.310389
Y-039075-8,0.56487,0.274932,1e-05,0.002629,0.157559
C-147457-7,0.564969,0.136302,1e-05,1e-05,0.29871
Y-150594-2,0.565007,0.123534,1e-05,0.001056,0.310393
Y-058191-9,0.565117,0.075138,0.003229,1e-05,0.356506
F-019939-0,0.565248,0.279058,0.000352,1e-05,0.155332
O-074003-6,0.565251,0.018798,0.021021,0.213267,0.181662
T-042166-0,0.565262,0.094334,0.000503,0.004283,0.335618
R-022670-5,0.56529,0.174835,0.000264,0.00115,0.258462
Y-058119-1,0.565299,0.156157,0.001951,1e-05,0.276583
V-094134-5,0.565384,0.165336,0.002681,0.006535,0.260064
A-156932-8,0.565489,0.170104,0.000319,1e-05,0.264078
A-135755-9,0.565491,0.130289,1e-05,0.002869,0.301341
X-019328-5,0.56551,0.230135,1e-05,0.003437,0.200908
T-095014-8,0.56557,0.262194,0.000294,1e-05,0.171933
V-039135-0,0.56558,0.245228,1e-05,0.001094,0.188088
F-094387-0,0.565591,0.14156,0.000347,1e-05,0.292492
F-025897-2,0.565602,0.291048,1e-05,1e-05,0.14333
R-012563-4,0.565634,0.259729,0.001859,1e-05,0.172768
B-092970-5,0.565637,0.25329,0.000205,2e-05,0.180847
HGDP00057,0.565638,0.033921,1e-05,0.260275,0.140156
T-005662-3,0.565691,0.224656,0.001643,0.000331,0.207678
Y-150693-2,0.565698,0.2126,0.001539,1e-05,0.220153
N-016060-6,0.565731,0.27273,1e-05,1e-05,0.161518
E-148809-9,0.56581,0.068127,0.004167,0.138394,0.223501
U-108344-3,0.565845,0.265496,1e-05,0.006742,0.161907
T-115705-8,0.565885,0.238773,1e-05,1e-05,0.195322
D-080498-1,0.565899,0.205539,0.000348,0.000895,0.227319
A-085490-2,0.565901,0.044665,1e-05,0.00138,0.388044
T-048700-0,0.565938,0.13876,1e-05,1e-05,0.295282
G-054689-8,0.565966,0.230646,0.000623,0.00964,0.193124
Y-145644-2,0.565967,0.202799,1e-05,0.006009,0.225215
V-104493-2,0.56598,0.175727,1e-05,1e-05,0.258273
P-146031-0,0.565988,0.162133,0.001413,1e-05,0.270456
A-069272-4,0.566026,0.121007,0.001753,1e-05,0.311204
Z-066913-7,0.566093,0.086602,3e-05,1e-05,0.347265
L-016004-4,0.566118,0.099965,0.000207,0.001207,0.332503
D-080579-9,0.566121,0.115189,1e-05,0.00894,0.309739
U-122186-1,0.566194,0.19112,1e-05,1e-05,0.242666
V-121665-6,0.566267,0.099027,1e-05,0.003806,0.33089
W-153373-7,0.566293,0.267126,1e-05,1e-05,0.166561
P-132441-7,0.566302,0.107931,1e-05,1e-05,0.325746
B-128493-4,0.566334,0.243704,0.000596,0.000522,0.188844
Z-156526-9,0.566357,0.231239,0.001176,0.000765,0.200462
W-080275-3,0.566372,0.169521,1e-05,1e-05,0.264087
X-058730-5,0.566436,0.113576,1e-05,0.001012,0.318966
D-156890-8,0.566469,0.317068,1e-05,0.012511,0.103942
Y-011868-9,0.566479,0.208499,0.000325,1e-05,0.224686
D-099632-4,0.566504,0.076394,0.021278,0.165132,0.170693
R-151532-1,0.566516,0.156856,1e-05,0.003185,0.273432
B-089523-7,0.566532,0.210078,0.001553,1e-05,0.221828
U-061535-4,0.566555,0.183958,1e-05,1e-05,0.249466
R-002537-1,0.566598,0.212758,0.000163,1e-05,0.22047
HG02655,0.566661,1e-05,1e-05,0.433309,1e-05
X-129263-0,0.566668,0.157515,0.000729,0.000565,0.274523
B-058617-5,0.566809,0.210842,1e-05,1e-05,0.222329
G-129389-4,0.566926,0.169556,1e-05,1e-05,0.263498
Y-129525-4,0.566934,0.165365,0.000462,1e-05,0.267229
D-079742-5,0.56713,0.187472,0.001637,1e-05,0.243751
G-148793-4,0.567177,0.143368,0.000531,1e-05,0.288914
A-132965-7,0.567196,0.311272,0.000797,0.015792,0.104943
R-111545-2,0.567198,0.298495,1e-05,1e-05,0.134287
D-086564-4,0.567267,0.131444,1e-05,0.005139,0.296139
I-058957-5,0.567273,0.112805,0.001513,0.000989,0.31742
X-042278-3,0.567295,0.236231,0.001212,0.000721,0.19454
R-072305-8,0.567318,0.161684,0.001326,1e-05,0.269662
Q-081250-4,0.567351,0.07506,0.001264,0.010498,0.345826
J-006201-8,0.567407,0.201891,1e-05,1e-05,0.230682
J-104013-8,0.567457,0.19923,1e-05,1e-05,0.233292
C-126892-0,0.567522,0.24681,1e-05,0.004974,0.180684
T-162244-9,0.56755,0.142371,1e-05,1e-05,0.290059
P-123441-8,0.567579,0.183947,0.002576,1e-05,0.245888
K-039888-5,0.567593,0.120356,0.000351,0.000976,0.310723
HGDP00216,0.567603,1e-05,1e-05,0.432367,1e-05
B-078417-5,0.567616,0.143087,1e-05,0.001477,0.287811
U-090227-2,0.567619,0.19641,1e-05,1e-05,0.235952
A-042983-8,0.567621,0.110498,0.001123,0.001727,0.31903
D-026687-6,0.567625,0.170744,1e-05,0.002436,0.259185
O-098977-5,0.567631,0.32498,0.001683,0.021183,0.084523
A-135692-3,0.567673,0.184999,0.000385,0.003885,0.243058
W-027616-4,0.567685,0.091224,0.000564,1e-05,0.340516
Z-027484-5,0.567747,0.222323,1e-05,0.010964,0.198956
Q-041146-3,0.567783,0.078817,0.005109,0.001171,0.34712
Q-025450-8,0.5678,0.176213,1e-05,0.002236,0.253741
U-134066-1,0.567908,0.102831,0.00244,0.003095,0.323725
I-037699-8,0.567982,0.182273,0.001699,0.009033,0.239012
Q-130048-3,0.568043,0.209123,0.002052,0.00459,0.216192
P-046203-6,0.568054,0.21246,0.000685,1e-05,0.218791
T-130834-6,0.56806,0.276513,1e-05,0.008135,0.147282
B-074367-6,0.568111,0.056471,1e-05,0.003248,0.37216
U-007832-0,0.568122,0.206413,0.001048,1e-05,0.224407
Z-009097-8,0.568123,0.28771,0.000487,0.007485,0.136195
C-159832-7,0.568199,0.319315,1e-05,0.00429,0.108187
B-094770-7,0.56822,0.091642,0.001467,0.001512,0.337158
A-093824-3,0.568226,0.252317,0.000758,0.000804,0.177895
D-079355-6,0.568264,0.208117,0.001268,0.012277,0.210074
J-089198-8,0.568426,0.164238,1e-05,0.00158,0.265746
U-030791-9,0.568464,0.223048,0.001025,1e-05,0.207453
O-115124-0,0.568566,0.118635,0.00413,1e-05,0.308658
Z-090349-4,0.568567,0.138741,0.00371,1e-05,0.288972
O-007340-3,0.568589,0.056519,1e-05,0.019572,0.35531
N-112351-2,0.568601,0.175312,1e-05,1e-05,0.256067
S-084114-9,0.568667,0.137584,1e-05,1e-05,0.293728
T-157402-0,0.568735,0.174416,0.000605,1e-05,0.256235
R-120068-3,0.56874,0.166763,1e-05,1e-05,0.264478
P-152250-8,0.568761,0.158255,0.0119,1e-05,0.261074
Q-112741-5,0.56878,0.107414,0.004384,0.01168,0.307743
T-030097-1,0.568785,0.227133,0.001275,1e-05,0.202796
O-073211-6,0.568787,0.244504,0.000481,0.002704,0.183523
U-137432-1,0.568789,0.29426,1e-05,0.008473,0.128468
G-129695-5,0.568818,0.103588,0.003866,0.001673,0.322055
N-150304-5,0.568828,0.140099,0.002443,0.004668,0.283962
W-085540-5,0.568842,0.250397,1e-05,1e-05,0.180741
HG03625,0.568937,1e-05,1e-05,0.431033,1e-05
V-023718-2,0.568956,0.113956,0.001187,0.003868,0.312032
P-035700-5,0.568978,0.095935,1e-05,0.005813,0.329263
N-022036-9,0.569104,0.226044,0.001496,0.001475,0.201881
H-056976-7,0.569108,0.113142,0.002596,1e-05,0.315145
U-029612-0,0.569138,0.191139,1e-05,1e-05,0.239703
D-052688-2,0.569141,0.156806,1e-05,1e-05,0.274034
HG01486,0.569172,1e-05,0.000536,0.396954,0.033328
V-119271-5,0.569262,0.169194,0.000479,1e-05,0.261056
M-132033-2,0.569281,0.068797,0.002167,0.002603,0.357151
Y-144681-5,0.569352,0.318461,1e-05,0.003951,0.108226
Z-137518-9,0.569416,0.33879,1e-05,0.003335,0.088449
HGDP00258,0.569492,1e-05,1e-05,0.430478,1e-05
