IND,0,1,2,3,4
Y-096702-8,0.043825,0.716742,1e-05,0.01313,0.226292
HGDP00553,0.043845,0.020279,0.283776,0.65209,1e-05
Y-093417-6,0.043891,1e-05,0.943218,1e-05,0.012872
HGDP01215,0.043968,1e-05,0.934616,0.021396,1e-05
H-155868-6,0.044012,0.009364,0.911672,1e-05,0.034942
U-026444-0,0.044097,0.010408,0.914912,1e-05,0.030574
HG02497,0.044434,1e-05,1e-05,1e-05,0.955536
O-116231-2,0.044437,0.826367,0.000688,0.009888,0.118621
A-055529-5,0.044463,1e-05,0.802693,1e-05,0.152823
S-104292-8,0.044487,0.712601,1e-05,0.002758,0.240144
Q-075112-4,0.044511,0.457712,5.1e-05,0.012187,0.48554
LP6005443-DNA_C01,0.044541,1e-05,0.936456,0.018983,1e-05
W-037660-9,0.044569,0.035076,0.904731,1e-05,0.015614
A-071594-8,0.044661,0.847392,1e-05,0.010123,0.097813
B-103986-8,0.044676,0.691132,1e-05,0.006665,0.257517
G-090788-4,0.0447,0.772275,0.000495,0.002871,0.179659
N-040108-4,0.044723,0.492158,0.002899,0.008109,0.452112
HGDP00549,0.045189,0.023328,0.26855,0.662923,1e-05
S-014175-5,0.045217,0.01094,0.880129,0.00402,0.059695
Y-032568-0,0.045372,0.685521,1e-05,0.007052,0.262045
HG02146,0.045374,1e-05,0.000427,0.954179,1e-05
D-029567-7,0.045417,0.746105,0.001154,0.010463,0.196861
P-101409-2,0.04542,0.692593,0.002119,0.008569,0.251299
X-149702-4,0.045478,0.761903,0.007389,0.017655,0.167575
NA19729,0.045484,1e-05,0.001939,0.950542,0.002025
P-123270-1,0.045683,0.767923,1e-05,0.004412,0.181972
HGDP01228,0.045947,1e-05,0.948838,0.005194,1e-05
W-054463-6,0.046022,0.70739,1e-05,0.009368,0.237211
Z-082843-6,0.046167,1e-05,0.928459,0.025354,1e-05
B-022995-7,0.046267,0.747112,1e-05,0.005933,0.200678
F-048865-2,0.04632,0.76563,1e-05,0.012329,0.175711
Y-144744-1,0.046413,0.0573,0.8807,1e-05,0.015577
V-013458-6,0.046414,0.73511,1e-05,0.008533,0.209933
W-084163-6,0.04656,0.801473,1e-05,0.004999,0.146958
D-054884-4,0.046583,0.433203,0.00313,0.004471,0.512613
I-049687-9,0.046675,0.148053,0.005018,0.019074,0.78118
V-032493-9,0.046753,0.649559,1e-05,0.009447,0.294231
HG01997,0.046892,1e-05,0.001064,0.952024,1e-05
A-088226-8,0.047149,1e-05,0.934385,0.014667,0.003788
D-052985-2,0.047431,0.741509,1e-05,0.009436,0.201613
C-058780-0,0.04791,0.835535,1e-05,0.000563,0.115982
T-042544-8,0.047966,0.017088,0.928517,1e-05,0.006418
C-039646-7,0.048067,0.727006,1e-05,0.005979,0.218938
N-111370-3,0.048116,0.807177,1e-05,0.009217,0.13548
U-061562-7,0.048133,0.72338,1e-05,0.011846,0.216632
V-141483-8,0.048229,0.007297,0.917104,1e-05,0.02736
HGDP01352,0.048322,1e-05,0.927969,0.023688,1e-05
HGDP01250,0.048398,1e-05,0.951572,1e-05,1e-05
O-110372-0,0.048403,0.712894,1e-05,0.005172,0.233521
Q-034441-6,0.048515,0.032608,0.900924,0.002541,0.015412
B-092196-7,0.048546,1e-05,0.887993,1e-05,0.063441
HG02537,0.048684,0.012631,1e-05,1e-05,0.938665
T-117703-0,0.048755,0.691587,1e-05,0.006026,0.253622
X-086009-0,0.049397,0.576243,1e-05,0.004693,0.369658
T-108136-4,0.049432,0.77454,0.000704,0.005546,0.169779
U-074324-6,0.049486,0.75888,0.000125,1e-05,0.191499
HG01885,0.049498,0.015805,1e-05,1e-05,0.934677
X-154553-4,0.049613,0.039883,0.863227,1e-05,0.047267
HGDP01244,0.049774,1e-05,0.941995,0.008211,1e-05
HGDP01223,0.049942,1e-05,0.950028,1e-05,1e-05
J-070200-2,0.05001,0.833759,1e-05,0.000912,0.115309
F-099058-2,0.050243,0.01921,0.887744,1e-05,0.042793
T-100396-2,0.050269,0.841038,1e-05,0.001436,0.107247
N-107131-5,0.050428,1e-05,0.915775,0.005158,0.028629
B-126774-0,0.050586,0.401313,0.005212,0.010128,0.532761
HG02449,0.050975,1e-05,1e-05,1e-05,0.948995
D-009587-9,0.051025,0.654431,1e-05,0.001936,0.292598
X-019355-8,0.051078,0.006161,0.894887,1e-05,0.047864
M-026040-6,0.05108,0.031147,0.913254,0.00445,6.9e-05
Y-044664-2,0.051118,0.870348,1e-05,1e-05,0.078514
D-018938-3,0.051367,0.736298,0.001234,0.00099,0.21011
S-013059-2,0.051394,1e-05,0.935962,1e-05,0.012623
A-066707-4,0.051425,1e-05,0.897724,0.008341,0.0425
R-012554-3,0.051575,1e-05,0.908143,1e-05,0.040262
HGDP01232,0.051681,1e-05,0.948289,1e-05,1e-05
HG02307,0.051985,0.005003,1e-05,1e-05,0.942991
V-129450-3,0.051996,0.007348,0.905387,0.018284,0.016985
X-132872-4,0.052214,0.85041,1e-05,0.001919,0.095447
HGDP00542,0.052227,0.01828,0.279818,0.649666,1e-05
L-020405-8,0.05234,0.743849,1e-05,0.004612,0.199188
F-128596-6,0.052505,0.733585,1e-05,0.030197,0.183703
B-039474-2,0.052511,0.844653,1e-05,0.004134,0.098692
HG02439,0.052645,1.3e-05,1e-05,1e-05,0.947322
F-146839-8,0.05272,0.796316,1e-05,0.009698,0.141256
HGDP01354,0.052721,1e-05,0.947249,1e-05,1e-05
HGDP01411,0.052812,0.193807,1e-05,1e-05,0.753361
HG02557,0.05283,1e-05,1e-05,1e-05,0.94714
W-067342-7,0.052987,0.801228,1e-05,0.003441,0.142334
T-025840-1,0.053119,0.786875,1e-05,0.003345,0.156651
HG02317,0.053156,0.00378,1e-05,1e-05,0.943044
C-082486-4,0.053313,0.750778,0.000744,0.006313,0.188852
E-055884-3,0.053359,0.87385,1e-05,0.002474,0.070307
LP6005443-DNA_A07,0.0535,1e-05,0.815137,0.131342,1e-05
V-055326-5,0.053542,0.488295,0.000459,0.006412,0.451292
P-030057-5,0.05355,0.011147,0.926131,1e-05,0.009162
U-124805-5,0.053617,0.730452,1e-05,0.008082,0.207839
O-037004-9,0.053929,0.769092,0.001481,5.6e-05,0.175442
W-144373-8,0.053961,0.715226,1e-05,0.002114,0.228689
Y-135843-2,0.053964,0.829184,1e-05,0.004913,0.111929
A-084167-8,0.054378,0.780763,8.6e-05,1e-05,0.164762
NA19735,0.054437,1e-05,0.002571,0.924635,0.018346
U-025724-7,0.054476,1e-05,0.893443,0.015136,0.036935
O-024215-7,0.054493,0.736345,1e-05,0.010552,0.198599
P-122316-4,0.054494,0.813868,1e-05,0.008032,0.123595
T-141283-2,0.054556,0.097957,0.005808,0.004916,0.836762
HGDP01225,0.054565,1e-05,0.945405,1e-05,1e-05
S-036126-2,0.054585,0.061111,0.005716,0.011795,0.866792
W-106681-1,0.054824,0.670331,1e-05,0.010493,0.264342
J-097838-0,0.054853,0.874348,1e-05,0.007438,0.063351
HG02511,0.054881,0.011288,1e-05,1e-05,0.933811
B-160578-4,0.054883,0.015985,0.894351,1.3e-05,0.034768
P-120381-9,0.054909,0.813765,1e-05,0.007721,0.123595
Q-102922-3,0.054914,0.026967,0.917458,1e-05,0.00065
C-060859-9,0.054925,0.797401,1e-05,0.00069,0.146973
V-061266-5,0.055001,0.77552,0.000552,1e-05,0.168917
F-067954-0,0.055024,0.003106,0.911931,0.007121,0.022818
HG02470,0.055083,0.008344,1e-05,1e-05,0.936553
X-036716-1,0.055277,1e-05,0.918709,0.013968,0.012036
B-082863-4,0.055292,0.253737,0.001395,1e-05,0.689566
A-154367-9,0.05535,0.017298,0.011729,0.870505,0.045117
A-141974-7,0.055367,0.023783,0.895025,0.018186,0.007639
HGDP01227,0.055667,1e-05,0.916429,0.027884,1e-05
B-146439-6,0.055937,1e-05,0.913215,1e-05,0.030828
Y-059280-9,0.056286,0.725712,1e-05,0.009211,0.20878
C-073693-6,0.056309,0.049043,0.010719,0.083802,0.800127
E-133698-3,0.056403,0.014599,0.878361,1e-05,0.050627
P-113244-8,0.056437,0.72096,1e-05,0.007826,0.214766
Z-151927-4,0.056441,1e-05,0.924039,0.0195,1e-05
LP6005443-DNA_B04,0.056476,1e-05,0.84225,0.101254,1e-05
HGDP01214,0.056496,1e-05,0.920187,0.023297,1e-05
H-026799-9,0.056532,0.021597,0.869777,0.010456,0.041638
HGDP00861,0.056536,1e-05,0.000732,0.91292,0.029803
HG01944,0.056812,1.4e-05,0.407654,0.530023,0.005496
HG02810,0.056959,1e-05,1e-05,1e-05,0.943011
X-076604-0,0.056971,0.826577,1e-05,1e-05,0.116431
V-107526-8,0.057077,0.786615,1e-05,0.007303,0.148994
P-032343-6,0.05718,0.843362,1e-05,0.026113,0.073336
G-089177-2,0.057305,0.654795,1e-05,0.008369,0.279521
F-149368-4,0.057381,0.829338,1e-05,0.012318,0.100953
HGDP00715,0.0574,1e-05,0.832714,0.109866,1e-05
R-153413-1,0.057461,1e-05,0.917993,0.007616,0.016919
B-017757-8,0.057485,0.593172,0.002836,0.006813,0.339694
A-128870-4,0.057568,0.817137,1e-05,0.004234,0.121051
C-080929-6,0.057583,0.798064,1e-05,1e-05,0.144333
T-025804-7,0.057719,0.683099,0.001078,0.011513,0.246591
U-049070-6,0.057764,0.701339,0.000454,0.002124,0.238319
W-032818-9,0.057776,0.779737,1e-05,0.004677,0.157801
S-139320-6,0.057864,0.006633,0.907387,1e-05,0.028106
LP6005443-DNA_C04,0.057911,1e-05,0.831406,0.110662,1e-05
T-092215-5,0.057999,0.678735,1e-05,0.004086,0.259169
Y-082761-0,0.058099,0.796268,1e-05,0.01078,0.134843
W-015295-0,0.058205,0.78787,1e-05,0.007877,0.146038
V-065037-6,0.058208,0.537528,1e-05,0.004503,0.399751
Z-014569-0,0.058342,0.738411,0.000921,0.013279,0.189047
Y-062637-7,0.058396,1e-05,0.885047,0.013201,0.043346
S-133245-2,0.058471,0.679665,1e-05,0.005789,0.256065
Q-048112-7,0.058558,1e-05,0.913947,0.004713,0.022771
C-074476-5,0.058609,0.773458,1e-05,0.005327,0.162596
X-108707-3,0.058659,0.544454,1e-05,0.00067,0.396207
X-016925-2,0.058737,0.709636,1e-05,0.008098,0.223519
U-063515-4,0.058933,0.010866,0.904995,0.002582,0.022624
Y-137517-1,0.058943,1e-05,0.9115,1e-05,0.029537
HG02144,0.058944,0.005825,1e-05,1e-05,0.935211
F-101003-2,0.058962,0.711248,1e-05,0.005448,0.224332
NA20298,0.059023,0.027533,0.009842,0.007392,0.896209
Q-103381-0,0.059185,0.667017,1e-05,0.03032,0.243468
R-012509-8,0.059198,0.778272,1e-05,0.002647,0.159873
U-116174-4,0.059415,0.753692,1e-05,1e-05,0.186873
Z-136681-5,0.059457,1e-05,0.918099,0.006495,0.015938
T-043903-5,0.059458,0.024055,0.876793,0.007755,0.031939
I-068794-9,0.059614,0.696952,1e-05,0.007425,0.236
P-001806-1,0.059729,0.78892,1e-05,0.005005,0.146337
T-147007-0,0.059819,0.525366,1e-05,1e-05,0.414795
U-022187-0,0.06026,0.0995,0.781911,0.006178,0.052151
P-057021-9,0.0603,0.822887,0.000912,1e-05,0.11589
HG02323,0.060352,0.007772,1e-05,1e-05,0.931857
X-140765-1,0.060384,1e-05,0.900122,1e-05,0.039475
HG02419,0.060402,0.008948,1e-05,1e-05,0.93063
S-062226-8,0.060438,0.019633,0.904488,0.004135,0.011307
A-039608-7,0.060559,0.824793,1e-05,0.00723,0.107409
X-033629-9,0.060658,0.638786,1e-05,0.012368,0.288178
LP6005443-DNA_D09,0.060816,1e-05,0.567455,0.371708,1e-05
HGDP01347,0.060848,1e-05,0.913477,0.025655,1e-05
M-130332-0,0.060902,0.672584,1e-05,0.011946,0.254558
B-034668-6,0.060962,0.86039,1e-05,0.011976,0.066662
D-098534-3,0.061307,1e-05,0.906892,0.002891,0.0289
Q-060541-2,0.061376,0.653928,1e-05,0.004814,0.279872
HGDP01351,0.061422,1e-05,0.930455,0.008103,1e-05
B-055368-7,0.06145,0.782709,1e-05,0.007546,0.148284
Q-105217-5,0.061466,0.636685,0.001062,0.030161,0.270626
Z-160378-8,0.061714,0.025058,0.90592,0.003671,0.003636
W-145822-4,0.061815,0.458749,0.00855,1e-05,0.470876
X-132494-6,0.061958,0.803283,1e-05,0.000438,0.134311
A-097136-8,0.062021,1e-05,0.937949,1e-05,1e-05
X-057146-5,0.062134,1e-05,0.919796,0.010135,0.007925
H-067875-8,0.062164,0.041563,0.023376,0.000781,0.872116
Y-088143-4,0.062168,0.812156,1e-05,0.004019,0.121647
U-011198-0,0.062299,0.765985,1e-05,0.00423,0.167475
Z-048814-9,0.062828,0.749672,1e-05,0.003521,0.18397
D-076268-4,0.062838,0.007182,0.896134,0.008989,0.024858
Y-123657-1,0.063011,0.000948,0.919178,0.005527,0.011336
S-070191-3,0.063026,0.74867,3e-05,0.004648,0.183626
X-109445-8,0.063037,0.002383,0.908034,1e-05,0.026535
V-048144-0,0.06308,0.721466,1e-05,0.003212,0.212232
V-150942-3,0.063149,0.684948,1e-05,0.015719,0.236174
X-103874-5,0.063224,0.00083,0.914042,1e-05,0.021894
P-005343-9,0.063252,1e-05,0.903133,1e-05,0.033595
O-063410-6,0.063289,0.013423,0.864803,1e-05,0.058475
HG02053,0.063291,0.001992,1e-05,1e-05,0.934697
HG01948,0.063317,0.001344,0.056803,0.719479,0.159057
B-005697-0,0.063519,1e-05,0.905329,1e-05,0.031132
D-075755-2,0.063694,0.821559,1e-05,0.006308,0.108429
G-039956-0,0.063796,0.216633,0.000279,0.009135,0.710158
LP6005519-DNA_A06,0.063828,1e-05,0.738892,0.197259,1e-05
W-159511-7,0.063954,0.699658,0.001306,1e-05,0.235072
Y-143970-3,0.064112,0.625504,1e-05,0.001377,0.308998
C-083890-6,0.064159,0.01883,0.883261,0.001541,0.032209
V-006546-8,0.064194,1e-05,0.91584,0.005495,0.014462
V-158115-8,0.06446,1e-05,0.92911,0.00641,1e-05
W-104746-5,0.064558,0.019088,0.895214,0.00536,0.01578
H-159774-1,0.06459,0.801643,1e-05,0.002631,0.131127
Z-023686-1,0.064763,0.42481,9.9e-05,0.005602,0.504726
S-064026-0,0.064892,0.262748,0.005413,0.008782,0.658165
Y-073455-0,0.065094,0.771727,1e-05,0.012641,0.150527
Q-126421-7,0.065113,0.007342,0.891163,1e-05,0.036371
Z-054349-8,0.065127,0.143856,0.034192,0.362266,0.39456
HG01941,0.065194,1e-05,0.000234,0.884491,0.050072
A-144269-9,0.065449,0.481298,0.00201,0.023676,0.427567
HG01990,0.065535,0.003576,1e-05,1e-05,0.93087
P-032019-3,0.065578,0.746472,1e-05,0.005249,0.182692
F-044779-9,0.065666,1e-05,0.908945,0.005137,0.020243
R-123911-1,0.065715,0.776033,1e-05,0.001775,0.156467
W-008932-7,0.065966,1e-05,0.91734,0.011017,0.005666
U-007751-2,0.066066,0.779613,1e-05,1e-05,0.154302
P-104604-5,0.066076,0.762535,0.000367,0.000998,0.170024
M-021063-3,0.06645,0.812613,1e-05,1e-05,0.120917
Q-034162-8,0.066488,1e-05,0.92161,1e-05,0.011882
U-104078-2,0.066504,0.393504,0.003605,1e-05,0.536378
A-160847-3,0.066536,0.773577,1e-05,0.003428,0.156448
N-101047-0,0.066578,0.014932,0.86422,0.008981,0.045289
J-142011-6,0.066713,0.546604,1e-05,0.342076,0.044598
G-020103-8,0.067078,0.83604,1e-05,1e-05,0.096862
A-043667-7,0.067085,0.724894,1e-05,0.012654,0.195356
W-107842-8,0.067123,0.841688,1e-05,1e-05,0.091169
W-066226-4,0.067446,0.736536,1e-05,0.000271,0.195738
U-118532-2,0.06746,0.549818,0.001007,0.001759,0.379956
C-158950-8,0.067509,1e-05,0.907086,0.002542,0.022853
Y-119904-2,0.067672,0.006888,0.889815,0.011488,0.024137
B-068463-0,0.067846,0.017174,0.914954,1.6e-05,1e-05
HG02292,0.067869,1e-05,0.000742,0.931369,1e-05
X-134933-2,0.067934,0.050224,0.864074,1e-05,0.017758
P-004461-0,0.068043,0.674904,1e-05,0.00321,0.253833
HG02508,0.068127,1e-05,1.5e-05,1e-05,0.931837
Y-123468-2,0.068189,0.009456,0.918134,1e-05,0.004211
P-135231-9,0.068201,1e-05,0.898276,1e-05,0.033503
A-118529-9,0.068402,1e-05,0.918104,1e-05,0.013474
T-091180-1,0.068416,0.049198,0.844267,1e-05,0.03811
G-029795-4,0.068496,0.803185,1e-05,0.000436,0.127873
D-081929-5,0.068673,0.014538,0.884594,1e-05,0.032185
HG02314,0.068705,0.004706,1e-05,1e-05,0.926569
B-128187-3,0.068735,0.780901,1e-05,1e-05,0.150344
HG02471,0.069015,1e-05,1e-05,1e-05,0.930955
R-026108-2,0.069049,1e-05,0.906002,1e-05,0.024928
W-067252-8,0.069056,0.730813,1e-05,0.010075,0.190046
B-078156-9,0.069102,0.77517,1e-05,0.002504,0.153214
V-078006-6,0.069167,0.421168,0.015729,0.000965,0.492971
HG02095,0.06924,1e-05,1e-05,1e-05,0.93073
U-136451-2,0.069342,0.006812,0.892278,0.00269,0.028878
Q-152422-3,0.06938,0.359169,0.007468,0.010432,0.553551
X-145292-9,0.069424,0.002192,0.89432,0.005999,0.028066
S-044370-5,0.069596,0.025779,0.874406,0.003138,0.027082
J-010314-3,0.069777,0.662763,0.000731,0.011695,0.255033
F-095674-0,0.069833,1e-05,0.930137,1e-05,1e-05
Y-016872-5,0.069999,0.771093,1e-05,0.005711,0.153187
C-048673-9,0.070022,1e-05,0.926108,0.00385,1e-05
V-081183-7,0.070077,1e-05,0.928444,0.000891,0.000578
W-142276-6,0.070267,0.706244,1e-05,0.015964,0.207515
S-113364-4,0.07036,0.815607,1e-05,1e-05,0.114013
W-143815-1,0.070459,0.71678,1e-05,0.005948,0.206803
F-139783-6,0.070548,0.7991,1e-05,0.002933,0.127409
C-028567-8,0.070609,0.793852,1e-05,1e-05,0.13552
HG01915,0.070688,1e-05,1e-05,1e-05,0.929282
Z-031795-0,0.070841,0.053297,0.842594,0.008468,0.024799
Y-047427-1,0.0709,1e-05,0.888076,0.005565,0.035448
HG02111,0.070975,0.016037,1e-05,1e-05,0.912968
Q-143233-5,0.071137,0.452384,1e-05,1e-05,0.476458
D-109478-9,0.071137,0.018612,0.879143,0.002996,0.028112
C-065926-1,0.071137,1.8e-05,0.904288,1e-05,0.024548
X-059225-5,0.071448,0.287582,1e-05,0.014402,0.626558
F-039991-6,0.071575,0.015006,0.86571,0.026015,0.021694
W-056731-5,0.071784,0.691033,0.002647,0.008001,0.226535
F-078196-5,0.071801,0.777279,1e-05,1e-05,0.1509
L-021206-9,0.071901,1e-05,0.897845,1e-05,0.030233
M-133302-0,0.071905,0.426011,0.003234,0.002767,0.496083
HG01956,0.072111,0.015713,1e-05,1e-05,0.912155
P-001185-9,0.072267,0.010417,0.864519,0.01557,0.037227
Z-094705-4,0.072281,0.780449,1e-05,0.004754,0.142506
Z-026854-1,0.072689,1e-05,0.890957,1e-05,0.036334
HG02546,0.072762,0.024768,1e-05,1e-05,0.90245
A-015659-8,0.073124,0.011281,0.886546,1e-05,0.029039
A-063647-5,0.073327,0.834215,1e-05,1e-05,0.092438
HG02255,0.07339,0.010863,1e-05,1e-05,0.915727
T-013348-9,0.073465,0.667324,1e-05,0.026306,0.232895
C-096517-1,0.073588,0.008006,0.882107,1e-05,0.03629
S-080244-8,0.073599,0.001247,0.887368,1e-05,0.037775
G-145886-0,0.073614,0.00766,0.880088,1e-05,0.038627
S-142038-0,0.073619,0.707017,1e-05,0.01078,0.208574
HG02545,0.073757,1e-05,1e-05,1e-05,0.926213
W-030829-8,0.073805,0.783858,1e-05,0.003527,0.1388
V-136317-6,0.073842,0.003332,0.866325,0.016005,0.040497
HG02012,0.074051,0.009937,1e-05,1e-05,0.915992
S-041715-6,0.074131,0.006242,0.010563,0.02163,0.887434
X-078224-4,0.074174,0.623278,1e-05,1e-05,0.302528
HG02496,0.074225,1.6e-05,1e-05,1e-05,0.92574
X-002795-5,0.074307,0.62913,0.00091,0.015183,0.28047
D-067277-6,0.074335,1e-05,0.88938,0.003022,0.033253
A-126188-3,0.07449,1e-05,0.888387,1e-05,0.037103
Z-003769-9,0.074611,0.821845,1e-05,0.004559,0.098976
HGDP01350,0.074626,1e-05,0.888162,0.037193,1e-05
I-088477-7,0.074645,0.664392,0.001607,0.005821,0.253534
Y-139263-8,0.074716,1e-05,0.892102,0.007852,0.02532
A-145475-1,0.074725,1e-05,0.878969,0.006016,0.04028
S-005742-3,0.07517,0.798519,1e-05,1e-05,0.126291
G-133997-9,0.075255,0.613995,0.00058,1e-05,0.31016
S-019071-0,0.07532,0.030896,0.877375,0.006745,0.009663
O-008132-3,0.075377,0.090287,0.031956,0.314128,0.488252
HG01917,0.075428,1e-05,1e-05,0.920451,0.004101
Y-157605-0,0.075704,1e-05,0.900634,0.000745,0.022907
U-048008-8,0.075792,1e-05,0.8522,0.009403,0.062595
M-098975-9,0.075927,0.765026,1e-05,0.00171,0.157327
I-089944-5,0.075948,0.011573,0.909236,1e-05,0.003233
P-143007-4,0.076096,0.039308,0.857528,0.009418,0.01765
O-067010-0,0.076175,0.776067,1e-05,0.000362,0.147387
T-025930-0,0.076206,0.416107,0.001676,1e-05,0.506002
O-051710-4,0.076377,1e-05,0.853829,0.021829,0.047954
U-075152-0,0.076414,0.49814,0.003101,1e-05,0.422335
U-148052-4,0.076579,0.674419,1e-05,0.008624,0.240368
M-110811-8,0.07677,0.795261,1e-05,0.004497,0.123462
M-051051-2,0.076835,1e-05,0.8818,1e-05,0.041346
R-008531-7,0.076864,0.718564,1e-05,0.013149,0.191413
HGDP01248,0.076875,1e-05,0.917275,0.00583,1e-05
HG02008,0.076914,1e-05,0.000767,0.916483,0.005826
V-145605-4,0.07703,0.739212,1e-05,0.009685,0.174063
P-113253-9,0.077038,0.802977,1e-05,1e-05,0.119965
O-149899-9,0.077204,0.171416,0.001626,0.008224,0.74153
W-081931-0,0.077286,0.017519,0.862544,0.013767,0.028884
HG01985,0.077353,0.013301,1e-05,1e-05,0.909326
Y-048264-6,0.077367,0.66095,1e-05,0.009407,0.252266
V-153750-7,0.07746,0.743303,1e-05,0.010375,0.168852
Z-058426-0,0.077476,1e-05,0.883156,1e-05,0.039347
D-069086-9,0.077489,0.846215,0.000275,0.07601,1e-05
E-068835-1,0.077688,1e-05,0.837467,1e-05,0.084825
HG02299,0.07785,1e-05,0.000585,0.921545,1e-05
R-008540-8,0.077855,0.046574,0.811847,0.023414,0.04031
HG02427,0.077863,1e-05,1e-05,1e-05,0.922107
V-039081-5,0.077951,0.015506,0.88437,0.005668,0.016505
L-096769-8,0.078116,0.63018,1e-05,0.00637,0.285324
U-102485-1,0.078141,0.790578,1e-05,0.002153,0.129118
HGDP01348,0.078145,1e-05,0.91079,0.011045,1e-05
HG01894,0.078247,1e-05,1e-05,1e-05,0.921723
U-143732-7,0.078322,0.016973,0.866517,1e-05,0.038178
S-100917-6,0.078486,1e-05,0.896792,0.005878,0.018834
K-000244-4,0.078613,0.25572,0.002108,0.006217,0.657341
NA19901,0.078618,0.033797,1e-05,0.010563,0.877011
V-132438-4,0.078676,0.080597,0.83334,0.007377,1e-05
V-119910-9,0.07878,0.819069,1e-05,0.000378,0.101763
G-065687-9,0.078897,0.778672,1e-05,0.004861,0.13756
Q-044080-0,0.078943,0.752776,1e-05,0.000426,0.167846
S-150363-1,0.07901,1e-05,0.912308,0.00043,0.008242
H-098277-9,0.079139,0.671874,1e-05,1e-05,0.248967
S-117351-7,0.079236,0.776449,1e-05,0.006439,0.137866
HGDP01356,0.079262,1e-05,0.906839,0.013879,1e-05
S-112734-0,0.079312,0.002115,0.826229,0.023162,0.069182
O-062411-5,0.079522,0.732225,1e-05,0.013572,0.174671
B-053658-4,0.079535,0.652088,1e-05,0.016184,0.252183
P-062034-5,0.079589,0.036634,0.827074,1e-05,0.056693
Y-081636-6,0.079589,1e-05,0.88167,1e-05,0.038721
T-147340-4,0.079606,0.821111,0.001352,9.6e-05,0.097836
T-008281-8,0.079619,0.802557,1e-05,1e-05,0.117803
T-051832-6,0.079637,0.724039,0.001569,0.000509,0.194247
P-051207-1,0.07964,0.029147,0.831148,0.003939,0.056126
C-148717-4,0.079658,1e-05,0.906631,0.012046,0.001656
HGDP00869,0.079776,1e-05,0.001834,0.917801,0.000579
U-012773-9,0.079847,0.787792,1e-05,0.003398,0.128953
E-092829-4,0.079877,0.772677,0.001008,0.005081,0.141357
S-151173-3,0.080052,0.046955,0.852757,1e-05,0.020226
HG02450,0.080193,0.008178,1e-05,1e-05,0.911608
T-070093-1,0.080296,1e-05,0.869196,1e-05,0.050488
A-043298-0,0.080491,0.063257,0.828709,0.007343,0.0202
S-041256-0,0.081205,0.009093,0.876819,0.014314,0.018568
V-003567-7,0.081252,0.63065,1e-05,0.004173,0.283915
U-095312-6,0.081271,1e-05,0.900288,0.001293,0.017138
Z-055663-1,0.081303,0.009158,0.902129,0.007401,1e-05
U-048413-9,0.081397,0.833542,1e-05,1e-05,0.085041
HG02102,0.081432,1e-05,0.000689,0.907232,0.010637
G-064679-7,0.081435,0.103227,0.008538,0.002301,0.804499
Z-133783-2,0.081456,0.219693,1e-05,0.00133,0.697511
HG02481,0.081499,0.004067,0.002525,1e-05,0.911899
V-037920-7,0.081518,0.0318,0.015027,0.002741,0.868914
LP6005519-DNA_E05,0.081643,1e-05,0.32675,0.591587,1e-05
T-005905-7,0.081866,1e-05,0.862916,1e-05,0.055198
HG02332,0.082063,0.005185,1e-05,1e-05,0.912732
W-063580-7,0.082078,0.040766,0.013702,1e-05,0.863444
G-126788-1,0.082166,0.422127,0.005437,0.021212,0.469058
D-129980-0,0.082253,0.010635,0.889357,1e-05,0.017746
C-050689-2,0.082304,1e-05,0.001605,0.686188,0.229893
X-022586-4,0.082324,0.040918,0.82809,0.005824,0.042844
T-003907-5,0.082352,0.045786,0.008139,0.002056,0.861667
X-063284-5,0.082368,1e-05,0.887463,0.011041,0.019118
B-145953-7,0.082598,0.705805,1e-05,1e-05,0.211576
O-120173-0,0.082598,1e-05,0.905625,1e-05,0.011757
A-084176-9,0.082801,1e-05,0.84713,0.015305,0.054754
H-092697-5,0.08284,0.012503,0.882728,1e-05,0.021919
Z-061846-5,0.082889,0.680786,1e-05,0.005661,0.230654
B-067662-9,0.082978,0.032318,0.8429,0.005139,0.036665
M-104115-2,0.08303,0.033527,0.013167,0.005052,0.865225
HG02429,0.083093,1e-05,1e-05,1e-05,0.916877
K-084969-8,0.083128,0.679704,1e-05,0.010244,0.226914
R-131813-9,0.08327,0.024575,0.854833,1e-05,0.037311
Q-000547-2,0.083316,0.794812,1e-05,0.005592,0.11627
N-050125-6,0.083327,0.678216,1e-05,0.007042,0.231405
T-120655-8,0.083573,1e-05,0.889237,0.002007,0.025173
X-000896-3,0.083624,0.761631,1e-05,0.008564,0.146172
X-146903-1,0.083662,1e-05,0.865398,0.027464,0.023466
S-042813-7,0.083684,1e-05,0.898302,1e-05,0.017994
O-113432-9,0.083704,0.722197,1e-05,0.003069,0.19102
X-082931-9,0.083786,0.006198,0.884164,0.0009,0.024953
HGDP01353,0.083816,1e-05,0.900002,0.016161,1e-05
NA20339,0.083906,0.019478,1e-05,0.036547,0.860059
I-139489-0,0.083942,0.63885,1e-05,4e-05,0.277158
X-092651-1,0.083976,0.482858,1e-05,0.016415,0.416741
O-002093-3,0.084367,0.824429,1e-05,0.091184,1e-05
L-000515-9,0.084418,0.782938,0.000579,1e-05,0.132055
HGDP00957,0.084885,1e-05,0.814207,0.100888,1e-05
B-023796-8,0.084957,0.843081,1e-05,0.071941,1e-05
Z-035638-8,0.085023,0.683522,1e-05,1e-05,0.231435
