pca,location,count,total_country,percentage
PC5,"Armenia",271,2474,10.95
PC5,"Azerbaijan",271,2474,10.95
PC5,"Bahrain",271,2474,10.95
PC5,"Bangladesh",271,2474,10.95
PC5,"Bhutan",271,2474,10.95
PC5,"Brunei",271,2474,10.95
PC5,"Burma",271,2474,10.95
PC5,"Cambodia",271,2474,10.95
PC5,"China",271,2474,10.95
PC5,"Cyprus",271,2474,10.95
PC5,"East Timor",271,2474,10.95
PC5,"Georgia",271,2474,10.95
PC5,"Hong Kong",271,2474,10.95
PC5,"India",271,2474,10.95
PC5,"Indonesia",271,2474,10.95
PC5,"Iran",271,2474,10.95
PC5,"Iraq",271,2474,10.95
PC5,"Israel",271,2474,10.95
PC5,"Japan",271,2474,10.95
PC5,"Jordan",271,2474,10.95
PC5,"Kazakhstan",271,2474,10.95
PC5,"Kuwait",271,2474,10.95
PC5,"Kyrgyzstan",271,2474,10.95
PC5,"Laos",271,2474,10.95
PC5,"Lebanon",271,2474,10.95
PC5,"Macau",271,2474,10.95
PC5,"Malaysia",271,2474,10.95
PC5,"Maldives",271,2474,10.95
PC5,"Mongolia",271,2474,10.95
PC5,"Nepal",271,2474,10.95
PC5,"North Korea",271,2474,10.95
PC5,"Oman",271,2474,10.95
PC5,"Pakistan",271,2474,10.95
PC5,"Philippines",271,2474,10.95
PC5,"Qatar",271,2474,10.95
PC5,"Saudi Arabia",271,2474,10.95
PC5,"Singapore",271,2474,10.95
PC5,"South Korea",271,2474,10.95
PC5,"Sri Lanka",271,2474,10.95
PC5,"Syria",271,2474,10.95
PC5,"Taiwan",271,2474,10.95
PC5,"Tajikistan",271,2474,10.95
PC5,"Thailand",271,2474,10.95
PC5,"Turkey",271,2474,10.95
PC5,"Turkmenistan",271,2474,10.95
PC5,"United Arab Emirates",271,2474,10.95
PC5,"Uzbekistan",271,2474,10.95
PC5,"Vietnam",271,2474,10.95
PC5,"Yemen",271,2474,10.95
PC6,"Afghanistan",1731,2474,69.97
PC6,"Armenia",1731,2474,69.97
PC6,"Azerbaijan",1731,2474,69.97
PC6,"Bahrain",1731,2474,69.97
PC6,"Bangladesh",1731,2474,69.97
PC6,"Bhutan",1731,2474,69.97
PC6,"Brunei",1731,2474,69.97
PC6,"Burma",1731,2474,69.97
PC6,"Cambodia",1731,2474,69.97
PC6,"China",1731,2474,69.97
PC6,"Cyprus",1731,2474,69.97
PC6,"East Timor",1731,2474,69.97
PC6,"Georgia",1731,2474,69.97
PC6,"Hong Kong",1731,2474,69.97
PC6,"India",1731,2474,69.97
PC6,"Indonesia",1731,2474,69.97
PC6,"Iran",1731,2474,69.97
PC6,"Iraq",1731,2474,69.97
PC6,"Israel",1731,2474,69.97
PC6,"Japan",1731,2474,69.97
PC6,"Jordan",1731,2474,69.97
PC6,"Kazakhstan",1731,2474,69.97
PC6,"Kuwait",1731,2474,69.97
PC6,"Kyrgyzstan",1731,2474,69.97
PC6,"Laos",1731,2474,69.97
PC6,"Lebanon",1731,2474,69.97
PC6,"Macau",1731,2474,69.97
PC6,"Malaysia",1731,2474,69.97
PC6,"Maldives",1731,2474,69.97
PC6,"Mongolia",1731,2474,69.97
PC6,"Nepal",1731,2474,69.97
PC6,"North Korea",1731,2474,69.97
PC6,"Oman",1731,2474,69.97
PC6,"Pakistan",1731,2474,69.97
PC6,"Philippines",1731,2474,69.97
PC6,"Qatar",1731,2474,69.97
PC6,"Saudi Arabia",1731,2474,69.97
PC6,"Singapore",1731,2474,69.97
PC6,"South Korea",1731,2474,69.97
PC6,"Sri Lanka",1731,2474,69.97
PC6,"Syria",1731,2474,69.97
PC6,"Taiwan",1731,2474,69.97
PC6,"Tajikistan",1731,2474,69.97
PC6,"Thailand",1731,2474,69.97
PC6,"Turkey",1731,2474,69.97
PC6,"Turkmenistan",1731,2474,69.97
PC6,"United Arab Emirates",1731,2474,69.97
PC6,"Uzbekistan",1731,2474,69.97
PC6,"Vietnam",1731,2474,69.97
PC6,"Yemen",1731,2474,69.97
PC7,"Albania",1021,4492,22.73
PC7,"Andorra",1021,4492,22.73
PC7,"Austria",1021,4492,22.73
PC7,"Belarus",1021,4492,22.73
PC7,"Belgium",1021,4492,22.73
PC7,"Bosnia and Herzegovina",1021,4492,22.73
PC7,"Bulgaria",1021,4492,22.73
PC7,"Croatia",1021,4492,22.73
PC7,"Czech Republic",1021,4492,22.73
PC7,"Denmark",1021,4492,22.73
PC7,"Estonia",1021,4492,22.73
PC7,"Finland",1021,4492,22.73
PC7,"France",1021,4492,22.73
PC7,"Germany",1021,4492,22.73
PC7,"Gibraltar",1021,4492,22.73
PC7,"Greece",1021,4492,22.73
PC7,"Holy See",1021,4492,22.73
PC7,"Hungary",1021,4492,22.73
PC7,"Iceland",1021,4492,22.73
PC7,"Ireland",1021,4492,22.73
PC7,"Italy",1021,4492,22.73
PC7,"Kosovo",1021,4492,22.73
PC7,"Latvia",1021,4492,22.73
PC7,"Liechtenstein",1021,4492,22.73
PC7,"Lithuania",1021,4492,22.73
PC7,"Luxembourg",1021,4492,22.73
PC7,"Macedonia",1021,4492,22.73
PC7,"Malta",1021,4492,22.73
PC7,"Moldova",1021,4492,22.73
PC7,"Monaco",1021,4492,22.73
PC7,"Montenegro",1021,4492,22.73
PC7,"Netherlands",1021,4492,22.73
PC7,"Norway",1021,4492,22.73
PC7,"Poland",1021,4492,22.73
PC7,"Portugal",1021,4492,22.73
PC7,"Romania",1021,4492,22.73
PC7,"Russia",1021,4492,22.73
PC7,"San Marino",1021,4492,22.73
PC7,"Slovak Republic",1021,4492,22.73
PC7,"Slovenia",1021,4492,22.73
PC7,"Spain",1021,4492,22.73
PC7,"Serbia",1021,4492,22.73
PC7,"Serbia and Montenegro",1021,4492,22.73
PC7,"Sweden",1021,4492,22.73
PC7,"Switzerland",1021,4492,22.73
PC7,"Ukraine",1021,4492,22.73
PC7,"United Kingdom",1021,4492,22.73
PC8,"Afghanistan",106,2474,4.28
PC8,"Armenia",106,2474,4.28
PC8,"Azerbaijan",106,2474,4.28
PC8,"Bahrain",106,2474,4.28
PC8,"Bangladesh",106,2474,4.28
PC8,"Bhutan",106,2474,4.28
PC8,"Brunei",106,2474,4.28
PC8,"Burma",106,2474,4.28
PC8,"Cambodia",106,2474,4.28
PC8,"China",106,2474,4.28
PC8,"Cyprus",106,2474,4.28
PC8,"East Timor",106,2474,4.28
PC8,"Georgia",106,2474,4.28
PC8,"Hong Kong",106,2474,4.28
PC8,"India",106,2474,4.28
PC8,"Indonesia",106,2474,4.28
PC8,"Iran",106,2474,4.28
PC8,"Iraq",106,2474,4.28
PC8,"Israel",106,2474,4.28
PC8,"Japan",106,2474,4.28
PC8,"Jordan",106,2474,4.28
PC8,"Kazakhstan",106,2474,4.28
PC8,"Kuwait",106,2474,4.28
PC8,"Kyrgyzstan",106,2474,4.28
PC8,"Laos",106,2474,4.28
PC8,"Lebanon",106,2474,4.28
PC8,"Macau",106,2474,4.28
PC8,"Malaysia",106,2474,4.28
PC8,"Maldives",106,2474,4.28
PC8,"Mongolia",106,2474,4.28
PC8,"Nepal",106,2474,4.28
PC8,"North Korea",106,2474,4.28
PC8,"Oman",106,2474,4.28
PC8,"Pakistan",106,2474,4.28
PC8,"Philippines",106,2474,4.28
PC8,"Qatar",106,2474,4.28
PC8,"Saudi Arabia",106,2474,4.28
PC8,"Singapore",106,2474,4.28
PC8,"South Korea",106,2474,4.28
PC8,"Sri Lanka",106,2474,4.28
PC8,"Syria",106,2474,4.28
PC8,"Taiwan",106,2474,4.28
PC8,"Tajikistan",106,2474,4.28
PC8,"Thailand",106,2474,4.28
PC8,"Turkey",106,2474,4.28
PC8,"Turkmenistan",106,2474,4.28
PC8,"United Arab Emirates",106,2474,4.28
PC8,"Uzbekistan",106,2474,4.28
PC8,"Vietnam",106,2474,4.28
PC8,"Yemen",106,2474,4.28
PC9,"Afghanistan",366,2474,14.79
PC9,"Armenia",366,2474,14.79
PC9,"Azerbaijan",366,2474,14.79
PC9,"Bahrain",366,2474,14.79
PC9,"Bangladesh",366,2474,14.79
PC9,"Bhutan",366,2474,14.79
PC9,"Brunei",366,2474,14.79
PC9,"Burma",366,2474,14.79
PC9,"Cambodia",366,2474,14.79
PC9,"China",366,2474,14.79
PC9,"Cyprus",366,2474,14.79
PC9,"East Timor",366,2474,14.79
PC9,"Georgia",366,2474,14.79
PC9,"Hong Kong",366,2474,14.79
PC9,"India",366,2474,14.79
PC9,"Indonesia",366,2474,14.79
PC9,"Iran",366,2474,14.79
PC9,"Iraq",366,2474,14.79
PC9,"Israel",366,2474,14.79
PC9,"Japan",366,2474,14.79
PC9,"Jordan",366,2474,14.79
PC9,"Kazakhstan",366,2474,14.79
PC9,"Kuwait",366,2474,14.79
PC9,"Kyrgyzstan",366,2474,14.79
PC9,"Laos",366,2474,14.79
PC9,"Lebanon",366,2474,14.79
PC9,"Macau",366,2474,14.79
PC9,"Malaysia",366,2474,14.79
PC9,"Maldives",366,2474,14.79
PC9,"Mongolia",366,2474,14.79
PC9,"Nepal",366,2474,14.79
PC9,"North Korea",366,2474,14.79
PC9,"Oman",366,2474,14.79
PC9,"Pakistan",366,2474,14.79
PC9,"Philippines",366,2474,14.79
PC9,"Qatar",366,2474,14.79
PC9,"Saudi Arabia",366,2474,14.79
PC9,"Singapore",366,2474,14.79
PC9,"South Korea",366,2474,14.79
PC9,"Sri Lanka",366,2474,14.79
PC9,"Syria",366,2474,14.79
PC9,"Taiwan",366,2474,14.79
PC9,"Tajikistan",366,2474,14.79
PC9,"Thailand",366,2474,14.79
PC9,"Turkey",366,2474,14.79
PC9,"Turkmenistan",366,2474,14.79
PC9,"United Arab Emirates",366,2474,14.79
PC9,"Uzbekistan",366,2474,14.79
PC9,"Vietnam",366,2474,14.79
PC9,"Yemen",366,2474,14.79
