IND,0,1,2,3,4,5,6,7,8,9
R-104075-8,0.19406,0.178979,0.139029,1.5e-05,0.064299,1e-05,0.222,0.112046,0.068346,0.021217
X-151844-0,0.194071,0.086436,0.356921,0.002271,0.064301,0.000475,0.079975,0.082492,0.115767,0.017292
Y-017952-4,0.19409,0.168758,0.200542,0.039674,0.0499,1e-05,0.049679,0.2204,0.076939,1e-05
T-037270-6,0.19414,0.116056,0.306189,1.5e-05,0.073822,1e-05,0.057706,0.157808,0.058744,0.03551
V-153732-5,0.19423,1e-05,0.463584,0.000889,0.079505,1e-05,0.129556,0.006753,0.125453,1e-05
F-116896-4,0.19424,0.024582,0.448512,0.000572,0.072957,1e-05,0.039222,0.065578,0.138726,0.015601
Q-151108-0,0.194265,0.074332,0.426333,0.001754,0.081008,1e-05,0.008029,0.096442,0.099552,0.018274
X-037391-0,0.194291,0.09617,1e-05,0.507479,0.027478,0.00676,1e-05,0.125851,0.041941,1e-05
F-154786-1,0.194301,0.053388,0.454003,0.002077,0.059583,0.012177,0.082555,0.008819,0.133086,1e-05
M-005142-5,0.194302,0.077922,0.137116,0.000589,0.064416,1e-05,0.251379,0.142333,0.08789,0.044045
HGDP00214,0.194305,1e-05,1e-05,1e-05,0.001548,1e-05,0.395023,1e-05,0.0376,0.371474
Y-077604-9,0.19435,0.034754,0.484076,0.00084,0.060149,1e-05,0.013691,0.056632,0.155487,1e-05
B-126387-1,0.194363,0.206415,0.36625,0.002688,0.06915,1e-05,0.048569,0.010116,0.102428,1e-05
J-123003-6,0.194409,0.206442,0.153171,1e-05,0.07103,1e-05,0.082628,0.272584,0.019705,1e-05
I-068488-8,0.194427,0.068865,0.367698,1e-05,0.065148,0.001001,0.026392,0.160477,0.105299,0.010681
T-033058-0,0.194432,0.059254,0.334918,0.001399,0.074049,1e-05,0.172297,0.032398,0.130163,0.001079
D-157826-2,0.194441,1e-05,0.400703,0.000423,0.062266,0.003998,0.040846,0.190824,0.106479,1e-05
R-141362-4,0.194548,0.013376,0.521858,1e-05,0.073865,1e-05,0.040486,1e-05,0.14086,0.014977
C-064954-3,0.194552,0.12237,0.440787,0.013178,0.075981,1e-05,0.001773,0.026557,0.124782,1e-05
P-150405-1,0.194578,0.10819,0.415426,1e-05,0.052943,1e-05,0.036472,0.061623,0.125591,0.005156
U-066422-8,0.194595,0.094743,0.274471,1e-05,0.074389,1e-05,0.020585,0.245101,0.09604,5.6e-05
Y-157812-1,0.194624,0.34732,0.077817,0.001927,0.059997,0.010576,0.147636,0.117635,0.034402,0.008066
S-040815-5,0.194649,0.096201,0.408781,1e-05,0.066424,0.002328,1e-05,0.087568,0.144018,1e-05
X-158144-7,0.194681,1e-05,0.568313,0.00179,0.060426,0.003313,1e-05,1e-05,0.157786,0.01366
T-015850-2,0.194723,0.148593,0.323827,1e-05,0.061371,1e-05,0.084563,0.093878,0.093015,1e-05
D-096815-9,0.194727,0.194672,0.272987,0.001802,0.06813,0.000396,0.014879,0.19196,0.056691,0.003756
Z-083266-9,0.194741,0.203603,0.149093,0.000964,0.055282,1e-05,1e-05,0.315338,0.074792,0.006167
C-004987-6,0.194746,0.253114,0.248264,1e-05,0.062697,1e-05,0.028258,0.171403,0.041489,1e-05
P-041424-3,0.194769,1e-05,0.524151,1e-05,0.064881,1e-05,1e-05,0.03,0.161437,0.024721
A-084950-7,0.194784,0.06665,0.420838,0.001229,0.07324,1e-05,0.050307,0.077559,0.112123,0.00326
T-096031-1,0.194808,0.042522,0.227482,0.000596,0.071141,1e-05,0.204962,0.140418,0.094099,0.023962
W-050782-4,0.194823,0.060774,0.148485,1e-05,0.067223,1e-05,0.309788,0.135691,0.083186,1e-05
G-031002-9,0.194824,0.07528,0.297457,1e-05,0.058316,1e-05,1e-05,0.273331,0.100751,1e-05
P-015045-9,0.194885,0.074753,0.433881,1e-05,0.071108,1e-05,0.031316,0.05932,0.134706,1e-05
N-044230-1,0.194916,0.11809,0.18971,0.000778,0.06302,1e-05,0.166423,0.167625,0.099418,1e-05
G-095567-7,0.194961,0.175304,0.106731,1e-05,0.049764,1e-05,0.066893,0.32572,0.080597,1e-05
T-113383-4,0.194968,0.253086,0.251006,0.000863,0.067197,0.004106,0.047767,0.095812,0.085186,1e-05
Y-002985-2,0.195,0.193718,0.173548,1e-05,0.057287,1e-05,0.037513,0.246495,0.053413,0.043007
S-116910-2,0.195001,1e-05,0.511208,0.001271,0.063005,0.000712,0.018823,0.029102,0.144986,0.035882
O-018023-2,0.195026,0.100198,0.445596,0.001612,0.077272,0.001718,0.022197,0.051428,0.103894,0.001058
D-137729-2,0.195035,0.171656,0.058303,1e-05,0.063706,1e-05,0.196717,0.251936,0.053734,0.008893
R-031562-3,0.1951,1e-05,0.498589,0.000272,0.079293,1e-05,0.026535,0.053257,0.146924,1e-05
S-057042-5,0.195114,1e-05,0.489256,0.00061,0.077087,1e-05,0.031328,0.045114,0.151127,0.010344
M-030504-6,0.195152,0.033704,0.39884,0.003052,0.069673,0.001858,0.081827,0.078888,0.136995,1e-05
G-085829-3,0.195173,0.203808,0.120066,0.000604,0.065605,1e-05,0.06443,0.271287,0.055507,0.02351
P-115422-8,0.195212,0.3628,1e-05,1e-05,0.049596,1e-05,0.113624,0.25843,0.020298,1e-05
D-121898-3,0.195215,0.04219,0.358543,0.002301,0.062354,1e-05,0.077173,0.118569,0.12273,0.020916
HGDP00104,0.195223,1e-05,1e-05,1e-05,0.007019,1e-05,0.259682,1e-05,0.33234,0.205686
Y-054546-0,0.195242,0.011499,0.394851,0.000181,0.071957,0.001087,0.072358,0.102062,0.109821,0.040943
K-063010-4,0.195295,1e-05,0.504489,0.001906,0.067485,1e-05,0.033321,0.048038,0.149436,1e-05
R-002825-0,0.195323,0.072495,0.215195,0.002375,0.066454,1e-05,0.187197,0.152031,0.093658,0.015262
W-085540-5,0.19536,0.007737,0.382364,1e-05,0.081109,1e-05,0.174024,0.022001,0.134442,0.002944
W-131935-1,0.195365,0.034023,0.439762,0.000668,0.065417,1e-05,0.023665,0.043624,0.149778,0.047688
O-042341-8,0.195368,0.053634,0.174969,1e-05,0.069574,1e-05,0.301514,0.110558,0.066403,0.027959
Y-044529-8,0.195375,0.085137,0.354721,0.000706,0.06335,1e-05,0.020423,0.129476,0.124854,0.025948
T-023581-3,0.195387,1e-05,0.452806,0.000544,0.079561,1e-05,0.071962,0.050373,0.139407,0.00994
T-101476-1,0.195417,0.150401,0.331741,0.000223,0.058095,1e-05,0.053701,0.075,0.114052,0.021359
P-142512-4,0.195428,0.191428,0.12631,1e-05,0.043183,0.00158,0.046561,0.105989,0.053248,0.236263
X-080735-7,0.195434,0.062231,0.474872,0.001412,0.06592,1e-05,0.023516,0.046201,0.130393,1e-05
C-149518-5,0.195435,0.056301,0.54235,1e-05,0.058538,0.001282,0.00119,0.012935,0.131949,1e-05
Z-139129-2,0.195479,0.302409,0.242596,1e-05,0.050124,0.002524,0.04216,0.088997,0.075691,1e-05
Q-019024-9,0.195499,0.033379,0.483216,0.001801,0.069889,0.003123,0.005151,0.064135,0.137462,0.006344
W-009850-0,0.195513,0.160162,0.21339,1e-05,0.051216,1e-05,0.067784,0.226702,0.078929,0.006284
C-037792-0,0.195532,0.042941,0.535911,1e-05,0.061267,1e-05,0.017277,1e-05,0.147031,1e-05
Y-026835-1,0.195534,1e-05,0.402897,1e-05,0.058641,1e-05,0.078963,0.054219,0.15334,0.056376
G-027896-2,0.19555,0.057818,0.121507,0.422232,0.046948,0.000137,1e-05,0.072962,0.046628,0.036209
M-102342-3,0.195566,0.076622,0.025464,0.543041,0.029855,1e-05,1e-05,0.083537,0.040335,0.005561
H-069567-9,0.195567,1e-05,0.382913,1e-05,0.075777,0.001246,0.191769,0.004049,0.136314,0.012345
I-111032-9,0.195624,0.056604,0.445984,0.003369,0.071514,0.000795,0.037332,0.033682,0.124057,0.031039
K-068769-2,0.195628,0.391705,0.189334,1e-05,0.048335,1e-05,1e-05,0.132914,0.042044,1e-05
T-051526-5,0.195658,0.360104,0.104769,0.005605,0.054823,1e-05,0.065287,0.190587,0.018582,0.004574
Y-038841-4,0.195722,0.215821,0.257536,0.000164,0.057353,0.001376,1e-05,0.187851,0.057236,0.026929
B-082728-0,0.195725,0.120212,0.302381,1e-05,0.070934,0.002459,0.06125,0.127055,0.102583,0.017391
E-148467-5,0.195741,0.097272,0.340194,0.033205,0.063283,0.005405,0.03191,0.113666,0.119314,1e-05
V-053418-2,0.195761,0.043303,0.402707,1e-05,0.072981,1e-05,0.047269,0.112382,0.111487,0.014091
D-159806-2,0.195856,0.031172,0.495233,1e-05,0.066302,1e-05,0.023347,1e-05,0.162811,0.025249
A-107891-5,0.195861,0.119399,0.230423,0.001112,0.069017,1e-05,0.077376,0.213949,0.075726,0.017127
Z-049408-9,0.195863,0.202885,0.22675,1e-05,0.064022,0.000731,0.038796,0.206906,0.064028,1e-05
O-111722-6,0.195883,0.048912,0.407155,0.004324,0.065423,0.000161,0.032926,0.117417,0.12744,0.000358
T-159301-2,0.195896,0.031482,0.34495,0.00214,0.066569,0.004818,0.086843,0.14742,0.10199,0.017893
M-024411-1,0.195916,0.051698,0.348862,0.003866,0.063787,0.020496,0.020645,0.134783,0.159936,1e-05
V-006573-1,0.195925,0.02808,0.514073,0.001079,0.061209,1e-05,1e-05,0.00184,0.149687,0.048088
I-010124-6,0.195946,0.108646,0.440976,0.001153,0.063238,1e-05,1e-05,0.020656,0.128843,0.040522
T-050383-0,0.195983,0.089262,0.4506,0.000522,0.071622,0.001605,0.040302,0.026791,0.123302,1e-05
A-057545-9,0.196024,0.041576,0.465804,1.2e-05,0.074068,1e-05,0.033581,0.035286,0.133186,0.020453
W-072085-6,0.196039,0.086681,0.379383,0.000931,0.068871,0.001495,0.097951,0.049989,0.11865,1e-05
W-130693-6,0.196042,0.155971,0.114623,1e-05,0.059536,1e-05,0.159322,0.234905,0.059473,0.020109
W-160852-2,0.196066,0.035069,0.158582,0.000365,0.063131,1e-05,0.027985,0.364636,0.079127,0.075029
V-117732-9,0.196078,0.197012,0.090869,1e-05,0.066533,0.002585,0.202124,0.163285,0.072983,0.008519
E-048684-6,0.196106,0.071432,0.381657,0.001428,0.070915,1e-05,0.082562,0.080763,0.115117,1e-05
Z-092725-4,0.196118,0.079358,0.444922,0.005403,0.064597,1e-05,1e-05,0.065999,0.139785,0.003799
N-153130-1,0.19612,0.049441,0.476076,1e-05,0.078944,0.006477,1e-05,0.044052,0.148859,1e-05
F-093874-8,0.196143,0.16229,0.30233,0.008306,0.063758,1e-05,0.066321,0.099693,0.10114,1e-05
R-094400-0,0.196265,0.058521,0.066907,1e-05,0.068202,1e-05,0.374463,0.163104,0.072508,1e-05
B-061974-4,0.196274,0.131495,0.083972,1e-05,0.068643,0.000179,0.254848,0.196272,0.068297,1e-05
R-127070-1,0.196297,0.140235,0.423096,0.005882,0.056238,0.008332,1e-05,0.027391,0.101229,0.04129
V-159132-1,0.196332,0.434764,0.200938,1e-05,0.055891,0.010279,0.042014,1e-05,0.059753,1e-05
P-031443-5,0.196361,0.098432,0.30768,1e-05,0.06245,0.001236,0.051555,0.163939,0.100864,0.017472
E-119955-5,0.196371,0.135901,0.33947,0.021593,0.051219,1e-05,0.004186,0.120701,0.111254,0.019295
B-037719-4,0.196423,0.456744,0.099954,0.002213,0.041617,0.007588,0.030713,0.104971,0.059766,1e-05
A-109079-5,0.196431,0.005849,0.522445,1e-05,0.065568,1e-05,1e-05,0.038497,0.150329,0.020851
T-058105-0,0.19647,0.103496,0.295071,1e-05,0.06805,1e-05,0.073015,0.165981,0.089086,0.008812
R-001187-5,0.196481,0.041369,0.434468,0.002176,0.060376,1e-05,0.04142,0.08756,0.136131,1e-05
Q-100375-6,0.196498,0.026412,0.51991,0.000685,0.060512,1e-05,0.045956,1e-05,0.149996,1e-05
U-080075-7,0.196528,1e-05,0.436617,0.007357,0.067261,0.013878,0.043195,0.061185,0.160917,0.013053
S-134226-1,0.196531,0.044015,0.403161,0.024108,0.063289,1e-05,0.028469,0.093378,0.130646,0.016392
L-113321-4,0.196552,0.1109,0.350844,0.016357,0.05981,0.002352,1e-05,0.131162,0.116504,0.015509
C-122977-4,0.196567,0.078217,0.332681,0.0007,0.06323,0.001313,0.066166,0.129873,0.104198,0.027054
R-033443-3,0.196624,0.061765,0.42502,0.002226,0.057772,1e-05,0.007362,0.128326,0.120885,1e-05
E-153678-1,0.196625,0.330329,0.005125,1e-05,0.05281,0.000362,0.252129,0.117667,0.030758,0.014184
J-088487-6,0.196665,0.198084,0.099706,0.000943,0.056973,0.008243,0.264252,0.105195,0.06993,1e-05
T-132346-9,0.196669,0.133392,0.407088,0.000214,0.062913,1e-05,1e-05,0.080659,0.119035,1e-05
A-142595-0,0.196712,0.110343,0.379376,0.001097,0.069555,1e-05,0.023187,0.109164,0.110546,1e-05
F-159358-3,0.196788,0.078274,0.470087,0.004977,0.069339,1e-05,1e-05,0.001799,0.140464,0.038252
U-055091-4,0.196796,0.016328,0.466756,0.001622,0.06527,0.004376,0.05911,0.016261,0.142046,0.031435
D-089831-4,0.196815,0.136161,0.243649,1e-05,0.07289,1e-05,0.028019,0.208709,0.077964,0.035774
E-066927-8,0.19682,0.063085,0.427439,1e-05,0.077284,0.000928,0.072116,0.034389,0.109587,0.018342
G-089780-3,0.196824,0.151723,0.147347,1e-05,0.071022,0.001962,0.205257,0.144637,0.055686,0.025532
R-048014-5,0.196871,0.044945,0.403917,1e-05,0.061556,1e-05,0.080261,0.095227,0.117192,1e-05
Q-018421-8,0.196918,0.11508,0.30632,0.000785,0.058881,1e-05,0.057884,0.130457,0.119855,0.01381
J-049967-5,0.196922,0.106877,0.358952,0.000428,0.068735,1e-05,0.079061,0.112672,0.076333,1e-05
Z-087532-0,0.196937,0.094292,0.421162,1e-05,0.060737,1.5e-05,0.022671,0.057361,0.123552,0.023262
O-025061-3,0.196942,0.003837,0.494697,0.020504,0.065814,0.001082,0.027346,0.053716,0.136051,1e-05
W-082273-5,0.196957,0.10731,0.297537,1e-05,0.066767,1e-05,0.149452,0.061377,0.092901,0.027678
T-151309-4,0.196959,0.112644,0.101589,1e-05,0.061955,0.001478,0.253597,0.195938,0.075821,1e-05
J-077759-2,0.196982,0.127338,1e-05,0.003504,0.061599,1e-05,1e-05,0.516748,0.015343,0.078456
L-048988-2,0.197015,0.083418,0.446077,0.001662,0.064074,0.001275,1e-05,0.073042,0.10287,0.030558
Q-161530-3,0.197022,0.024738,0.463771,1e-05,0.069278,1e-05,0.052884,0.024938,0.167339,1e-05
B-119934-9,0.197087,0.140974,0.208136,1e-05,0.054382,0.001016,1e-05,0.115535,0.061353,0.221498
C-057916-2,0.197096,0.101921,0.454727,0.001209,0.070955,1e-05,1e-05,0.041907,0.132156,1e-05
T-033706-5,0.197099,0.198821,0.225445,0.001709,0.05527,1e-05,1e-05,0.242847,0.078779,1e-05
N-022450-1,0.197108,0.189173,0.079266,1e-05,0.0764,0.000518,0.100937,0.317622,0.038956,1e-05
C-137593-1,0.197111,0.15158,0.319484,1e-05,0.053957,0.000579,0.092757,0.053829,0.130682,1e-05
V-064902-2,0.197111,1e-05,0.549807,0.000337,0.067599,0.000337,0.015772,1e-05,0.138101,0.030916
M-100524-9,0.197116,0.126342,0.229151,1e-05,0.051362,1e-05,0.079635,0.160754,0.108346,0.047273
L-130070-6,0.197121,0.069182,0.357957,0.001101,0.066454,1e-05,0.043792,0.127258,0.127289,0.009836
U-100694-0,0.197133,0.2483,0.168595,0.000502,0.05876,1.3e-05,0.083416,0.199309,0.043963,1e-05
W-054922-2,0.197133,0.058953,0.424924,0.008903,0.066297,1e-05,1e-05,0.110036,0.133724,1e-05
S-125532-3,0.197159,0.020636,0.335032,0.000873,0.055896,1e-05,0.050892,0.154999,0.102684,0.081818
P-105180-4,0.197166,0.145626,0.409705,1e-05,0.064125,0.000183,1e-05,0.063194,0.119971,1e-05
HGDP00326,0.197173,1e-05,1e-05,1e-05,1e-05,1e-05,0.579033,1e-05,1e-05,0.223724
M-111018-9,0.19718,0.016066,0.397027,0.002515,0.071629,0.000695,0.07858,0.110866,0.117296,0.008146
V-076071-1,0.197191,0.108723,0.34296,0.002468,0.074767,1e-05,0.051638,0.094755,0.104909,0.022579
R-024506-0,0.197236,0.182991,0.319209,0.00161,0.053151,1e-05,1e-05,0.101298,0.112358,0.032127
U-007931-0,0.197249,1e-05,0.429929,0.001752,0.064034,0.001737,0.04721,0.089614,0.161585,0.006881
Z-070936-3,0.197269,1.4e-05,0.5053,0.008583,0.067071,1e-05,0.033215,0.033513,0.153248,0.001778
M-153030-3,0.197279,0.234697,0.206679,1e-05,0.057012,0.003848,0.018031,0.203613,0.064582,0.014249
V-015195-2,0.197289,0.00818,0.491445,0.005802,0.058641,0.001064,0.035281,0.056757,0.145531,1e-05
G-069269-1,0.1973,0.25342,0.001619,1e-05,0.056105,1e-05,0.198631,0.263103,0.029792,1e-05
Q-013291-0,0.197308,0.220174,0.290484,1e-05,0.061629,0.000842,0.046618,0.04242,0.108467,0.032048
K-045010-6,0.197313,0.1406,1e-05,1e-05,0.070773,1e-05,0.262075,0.273468,0.055732,1e-05
X-067613-2,0.197333,0.181582,0.262486,1e-05,0.059138,0.00284,0.048768,0.126713,0.086693,0.034437
K-150004-1,0.197337,0.224387,0.390688,1e-05,0.060988,1e-05,1e-05,0.021899,0.104661,1e-05
M-021342-1,0.19742,0.101724,0.30978,0.001032,0.06895,0.004597,0.084817,0.111729,0.10968,0.010271
O-021182-1,0.197475,0.078776,0.395256,0.010953,0.073618,1e-05,0.016136,0.084903,0.120259,0.022613
X-063545-1,0.197563,0.371345,0.210328,0.000397,0.052034,1e-05,1e-05,0.118183,0.05012,1e-05
Y-065472-4,0.197643,0.115797,0.28472,0.005847,0.065031,0.001459,0.031589,0.18556,0.112345,1e-05
R-013346-3,0.197715,0.130682,0.335337,0.003364,0.078934,1e-05,0.03141,0.146464,0.076076,1e-05
C-152479-4,0.197753,0.277316,0.137252,1e-05,0.054105,1e-05,0.046049,0.212826,0.07467,1e-05
Y-028527-2,0.197755,1e-05,0.334111,1e-05,0.063366,1e-05,0.168658,0.091036,0.121564,0.02348
W-027481-1,0.197794,1e-05,0.508201,1e-05,0.070614,0.00063,0.045,1e-05,0.174593,0.003138
J-051300-3,0.197802,0.293791,0.121507,0.000589,0.06254,1e-05,0.081951,0.194603,0.045479,0.001729
M-106032-6,0.197888,0.053254,0.480595,0.011567,0.07913,1e-05,0.028629,0.031236,0.117681,1e-05
C-056395-9,0.1979,1e-05,0.505021,0.002244,0.073166,1e-05,1e-05,0.052817,0.138586,0.030236
P-014064-0,0.197912,0.023464,0.429569,0.000992,0.065567,1e-05,0.116047,0.026468,0.136468,0.003502
I-085669-3,0.19793,0.341552,0.186514,0.005576,0.057019,0.008578,0.038401,0.059131,0.062569,0.042729
V-067260-1,0.197987,0.035133,0.487613,1e-05,0.0738,1e-05,1e-05,0.05509,0.134868,0.015479
A-159245-2,0.198034,0.044956,0.37195,0.000594,0.06477,1e-05,0.024228,0.168275,0.127173,1e-05
D-064487-4,0.198058,0.032181,0.507713,0.006068,0.074,0.000533,0.016963,0.019648,0.13757,0.007265
Y-070089-0,0.198077,0.085148,0.389873,0.000832,0.068975,0.001253,0.003538,0.132913,0.119381,1e-05
J-020403-2,0.198079,1e-05,0.198549,0.401896,0.055083,1e-05,0.006553,0.035169,0.074532,0.030119
V-039036-0,0.198117,0.043844,0.463669,0.000541,0.071778,1e-05,0.011838,0.089882,0.12031,1e-05
R-162071-6,0.198129,0.095265,0.297589,0.001623,0.06418,1e-05,0.025332,0.197096,0.120767,1e-05
P-044403-4,0.19813,0.161361,0.235777,1e-05,0.073383,1e-05,0.13931,0.109712,0.061061,0.021246
B-143964-6,0.198136,0.126205,0.372107,0.001035,0.057515,1e-05,1e-05,0.138052,0.093457,0.013473
R-044090-9,0.198151,0.083344,0.41028,0.004459,0.061894,1e-05,0.033106,0.075593,0.116775,0.016389
V-156207-5,0.198193,0.234702,0.159996,0.010833,0.05636,0.051529,0.112484,0.04245,0.10266,0.030792
N-030721-6,0.198195,0.115648,1e-05,0.502619,0.039012,0.001774,0.016445,0.100539,0.025749,1e-05
U-028262-4,0.1982,0.07382,0.35175,1e-05,0.069081,1e-05,0.064613,0.112224,0.105258,0.025035
A-086453-9,0.198272,0.218171,0.212503,0.001282,0.068935,0.000625,0.155158,0.049468,0.069762,0.025822
S-029043-7,0.198284,0.095621,0.46431,1e-05,0.064769,0.002884,1e-05,0.067667,0.106434,1e-05
A-035576-0,0.198289,0.04581,0.501482,1e-05,0.056722,1e-05,0.001928,1e-05,0.159999,0.03574
V-080076-5,0.198298,0.196136,0.19151,0.007195,0.073824,1e-05,0.041145,0.236547,0.055324,1e-05
R-070703-6,0.19834,0.159917,0.300426,0.002407,0.067782,1e-05,0.038417,0.146262,0.086429,1e-05
T-084043-0,0.198365,1e-05,0.267087,1e-05,0.06636,1e-05,0.286514,0.058209,0.119258,0.004177
S-042840-0,0.198405,0.08485,0.43921,0.003367,0.068776,1e-05,1e-05,0.069555,0.135806,1e-05
U-032537-5,0.198492,0.02375,0.512079,0.001639,0.060866,1e-05,0.000258,0.033063,0.160937,0.008907
S-122508-7,0.198507,0.061712,0.358552,1e-05,0.064475,1e-05,0.042842,0.146523,0.12736,1e-05
X-048524-4,0.198512,0.060421,0.437979,0.002034,0.072026,1e-05,0.009111,0.063857,0.140431,0.015618
W-080590-5,0.198522,0.091523,0.145273,0.000905,0.067671,1e-05,0.258566,0.14652,0.091001,1e-05
I-137995-9,0.198569,0.078919,0.485934,0.003372,0.071496,1e-05,0.01517,1e-05,0.146511,1e-05
A-095228-5,0.198574,0.038572,0.456999,1e-05,0.073523,1e-05,0.094244,1e-05,0.125983,0.012074
M-051222-9,0.19863,0.154012,0.377082,0.000494,0.062487,1e-05,1e-05,0.110164,0.097101,1e-05
K-013231-6,0.198653,0.076171,0.400916,1e-05,0.076314,1e-05,0.031699,0.084901,0.107464,0.023862
X-072752-1,0.198669,0.186717,0.260983,1e-05,0.064205,1e-05,0.008286,0.200945,0.079741,0.000434
U-142616-4,0.19868,0.100781,0.403944,1e-05,0.069741,0.000823,1e-05,0.130735,0.095267,1e-05
V-019209-7,0.198717,0.106113,0.330232,0.001774,0.065722,0.001546,0.035455,0.136704,0.105231,0.018506
U-014456-9,0.198751,0.106463,0.418933,0.000949,0.0578,1e-05,0.035877,0.060359,0.120847,1e-05
Z-024829-6,0.198769,0.179117,0.020774,1e-05,0.056705,1e-05,0.19749,0.196914,0.041169,0.109042
T-127612-1,0.198779,0.251149,1e-05,1e-05,0.057794,0.001156,0.219932,0.263917,0.007244,1e-05
V-061257-4,0.198782,0.144162,0.151095,0.000196,0.05354,1e-05,0.140048,0.221948,0.061166,0.029054
E-156891-6,0.198857,0.10567,0.452681,0.006779,0.060286,1e-05,0.024413,0.014427,0.136867,1e-05
M-041061-3,0.198873,0.02684,0.539142,0.002091,0.072704,0.000441,1e-05,1e-05,0.159878,1e-05
V-130395-8,0.19893,0.172985,0.280301,0.001059,0.07196,0.002245,1e-05,0.191176,0.072032,0.009304
B-136764-9,0.198994,0.100135,1e-05,1e-05,0.016924,0.121682,0.080342,0.102984,0.378909,1e-05
W-143437-3,0.199031,0.076541,0.165722,1e-05,0.070795,1e-05,0.26007,0.075945,0.096269,0.055607
Z-009880-7,0.199048,0.190465,1e-05,1e-05,0.05894,1e-05,0.196334,0.309819,0.045355,1e-05
I-102401-7,0.199048,1e-05,0.482432,1e-05,0.074853,1e-05,0.011167,0.088932,0.143527,1e-05
Q-056230-7,0.199075,0.019921,0.454554,0.007689,0.068224,0.000456,1e-05,0.073624,0.12156,0.054886
U-161426-4,0.199077,1e-05,0.017938,0.0054,0.074279,0.002676,0.211879,0.391368,0.079807,0.017566
Z-087253-2,0.199091,0.206603,0.151398,0.001879,0.056134,1e-05,0.009537,0.271704,0.058015,0.045629
S-157113-3,0.199093,0.100294,0.413641,1.2e-05,0.074073,1e-05,0.045179,0.03086,0.136828,1e-05
Q-123325-4,0.199126,0.3988,0.154093,1e-05,0.053787,1e-05,0.026852,0.112347,0.03874,0.016235
G-130011-0,0.199131,0.144351,0.301367,0.000399,0.051341,0.006314,0.012245,0.158607,0.109843,0.016403
W-048361-0,0.199137,0.062766,0.385987,0.000112,0.062592,1e-05,0.076973,0.077931,0.125571,0.008921
Y-138138-4,0.19918,0.111299,0.074347,1e-05,0.063607,0.006197,0.085841,0.330673,0.077287,0.051559
Y-142377-2,0.199189,0.091087,0.371002,1e-05,0.066907,1e-05,0.01376,0.104854,0.115363,0.037819
C-037279-8,0.199194,0.32189,0.338797,1e-05,0.060578,1e-05,1e-05,0.019303,0.060197,1e-05
S-133335-1,0.199198,0.148326,0.262177,1e-05,0.071165,1e-05,0.041825,0.175828,0.087572,0.013889
E-092946-6,0.199207,0.096984,0.401945,0.000473,0.067975,0.001739,0.014412,0.097824,0.119431,1e-05
B-142875-6,0.199254,0.086315,0.293219,0.000939,0.055879,0.000601,0.041542,0.159299,0.091154,0.071799
I-089548-5,0.199326,0.114198,0.283245,0.00526,0.06001,1e-05,0.058763,0.181625,0.088438,0.009126
T-125128-0,0.199329,1e-05,0.550541,0.000736,0.072609,0.000903,0.011613,1e-05,0.162799,0.00145
V-146163-1,0.199334,0.070856,0.446813,0.003774,0.065316,0.00066,0.041579,0.038429,0.133227,1e-05
J-086984-4,0.199367,0.040682,0.46535,1e-05,0.071737,1e-05,0.028514,1e-05,0.133857,0.060463
D-043796-4,0.199413,0.077014,0.294234,0.000425,0.05795,0.001391,0.019126,0.246086,0.104351,1e-05
Q-136330-8,0.199441,0.026683,0.491861,0.014272,0.069941,1e-05,1e-05,0.063559,0.134213,1e-05
X-083480-5,0.199458,0.077129,0.409123,0.001356,0.057124,1e-05,0.027521,0.101866,0.126403,1e-05
X-125357-5,0.199487,1e-05,0.57656,0.002255,0.066466,0.003246,0.002182,1e-05,0.149772,1e-05
V-089301-7,0.199507,1e-05,0.475544,1e-05,0.066346,1e-05,0.051596,0.043242,0.163726,1e-05
S-052470-3,0.199552,0.006094,0.521289,1e-05,0.066433,1e-05,0.009122,0.039722,0.132446,0.025322
C-158176-0,0.199569,0.145727,0.340013,0.000512,0.055286,1e-05,0.003089,0.133261,0.101769,0.020764
A-049184-5,0.1996,0.069718,0.405425,0.002646,0.059052,1e-05,0.0518,0.05846,0.153278,1e-05
P-141270-9,0.199608,0.044872,0.386658,1e-05,0.071886,0.002904,0.057678,0.092791,0.130439,0.013154
E-094719-5,0.199661,0.318425,0.14376,1e-05,0.062519,0.003575,0.043098,0.13555,0.06878,0.024623
X-143861-4,0.199705,0.157502,0.281012,0.001708,0.068474,1e-05,0.007976,0.198034,0.075357,0.010222
A-063629-3,0.199738,0.187486,0.271862,1e-05,0.058363,1e-05,0.08758,0.086468,0.092529,0.015953
O-113144-0,0.199743,0.156806,0.23149,1e-05,0.068051,1e-05,0.09232,0.152716,0.076951,0.021902
M-035004-1,0.199752,0.102692,0.411002,1e-05,0.072451,0.003518,0.02691,0.048804,0.134851,1e-05
T-046243-2,0.199771,0.095764,0.259706,0.000887,0.060749,1e-05,0.169065,0.111204,0.080984,0.021858
Q-003805-1,0.19979,0.053995,0.301952,1.6e-05,0.067341,1e-05,0.171601,0.087871,0.10953,0.007895
O-110444-7,0.199866,0.11517,0.231987,0.003521,0.065833,0.004207,0.08443,0.2054,0.066417,0.02317
X-028517-3,0.199872,0.016959,0.44407,0.002062,0.081797,0.009333,1e-05,0.087725,0.142499,0.015674
A-131696-9,0.199897,0.100707,0.311328,0.000764,0.057133,1e-05,0.073222,0.148685,0.108243,1e-05
