IND,0,1,2,3,4,5,6,7,8,9
P-060135-3,0.058882,0.112352,0.312018,1e-05,0.069567,1e-05,0.244844,0.095073,0.107233,1e-05
U-146612-8,0.058887,0.045458,1e-05,1e-05,0.073692,1e-05,0.667822,0.071474,0.082627,1e-05
O-053051-0,0.058891,0.326296,0.384678,0.000941,0.060204,1e-05,0.034874,0.0232,0.095891,0.015015
T-043903-5,0.058984,0.00706,1e-05,0.862708,0.020264,0.00578,0.016036,0.009817,0.00201,0.01733
I-045988-5,0.058999,0.224479,0.477846,1e-05,0.065139,1e-05,0.068842,1e-05,0.096162,0.008503
Y-016089-6,0.059006,0.136329,0.246813,1e-05,0.066523,1e-05,0.369166,0.038192,0.079789,0.004162
U-048503-8,0.059017,0.036295,0.545726,0.002382,0.069624,1e-05,0.117122,0.000774,0.16392,0.005129
U-021089-9,0.059047,0.169238,1e-05,0.001509,0.050014,1e-05,0.485577,0.121426,0.072792,0.040376
D-153875-3,0.059048,0.073117,1e-05,1e-05,0.070661,0.011957,0.566182,0.140868,0.063098,0.015048
U-095312-6,0.05905,0.012553,1e-05,0.885316,0.018409,1e-05,1e-05,0.008889,0.008228,0.007525
HG02657,0.059066,1e-05,1e-05,1e-05,1e-05,1e-05,0.849249,0.091375,0.00025,1e-05
O-067010-0,0.059076,0.099855,0.053389,1e-05,0.064012,1e-05,0.535231,0.103905,0.080114,0.004398
U-090191-9,0.059083,0.401515,0.295295,1e-05,0.049319,1e-05,0.032023,0.108629,0.054106,1e-05
L-130322-1,0.059095,0.039412,0.037145,1e-05,0.078548,0.004857,0.56314,0.121038,0.086403,0.010351
E-154893-4,0.059109,0.015387,0.278558,1e-05,0.082604,0.006773,0.336582,0.107182,0.092193,0.021601
HG03875,0.05913,1e-05,1e-05,1e-05,1e-05,1e-05,0.881758,0.059042,1e-05,1e-05
U-137432-1,0.059141,0.344029,0.299373,1e-05,0.069632,1e-05,0.083081,0.050229,0.081625,0.012872
D-095933-0,0.059191,0.135447,0.482468,0.001512,0.062676,1e-05,0.148971,1e-05,0.109705,1e-05
Q-112246-5,0.059268,0.402948,0.302315,0.001047,0.047969,0.006544,0.119466,1e-05,0.057014,0.003418
V-076008-4,0.059276,0.266865,0.480055,1e-05,0.071384,1e-05,1e-05,0.013601,0.10878,1e-05
S-020385-2,0.059282,0.043993,0.356551,0.00222,0.065749,0.003461,0.163298,0.183707,0.121731,1e-05
N-030541-8,0.059291,0.461978,0.297079,1e-05,0.052596,1e-05,0.028487,1e-05,0.060972,0.039568
O-120056-8,0.059298,0.083073,0.188677,1e-05,0.063349,0.002061,0.319987,0.201674,0.081862,1e-05
D-074855-1,0.059312,0.054735,0.261072,1e-05,0.072142,1e-05,0.417773,0.008962,0.102652,0.023332
J-096776-3,0.059341,0.199758,0.323391,1e-05,0.079125,1e-05,0.128375,0.137171,0.072809,1e-05
HG01537,0.059344,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.940576,1e-05,1e-05
Y-093534-8,0.059366,0.215411,0.428872,1e-05,0.059428,0.000603,0.048842,0.09339,0.094069,1e-05
M-121044-2,0.059379,1e-05,0.064675,0.796328,0.027642,0.01686,1e-05,1e-05,0.035076,1e-05
S-154233-2,0.059396,0.106165,0.526126,0.000902,0.071406,0.004528,0.035045,0.073768,0.122655,1e-05
Z-072547-6,0.059421,0.168714,0.458587,1e-05,0.054306,0.003022,1e-05,0.106096,0.112874,0.03696
NA20903,0.059433,1e-05,1e-05,1e-05,1e-05,1e-05,0.914412,0.026085,1e-05,1e-05
T-030097-1,0.059478,0.245689,0.361378,0.000404,0.06094,1e-05,0.086884,0.080734,0.076604,0.027879
HGDP00165,0.059495,1e-05,0.021057,1e-05,1e-05,1e-05,0.672344,1e-05,1e-05,0.247044
W-019813-6,0.059497,0.07066,0.47035,1e-05,0.071254,1e-05,0.049349,0.118995,0.098511,0.061364
F-157639-9,0.05951,0.073596,0.40195,0.002579,0.080475,0.000218,0.100727,0.123633,0.119057,0.038253
D-011100-5,0.059534,1e-05,0.295508,0.003427,0.073857,0.000757,0.043238,0.374068,0.06889,0.08071
Y-144717-8,0.059536,0.290077,0.431139,1e-05,0.060387,0.001041,4.8e-05,0.012887,0.084065,0.060811
S-091521-7,0.059559,0.300132,0.227481,1e-05,0.070146,0.001299,0.080026,0.189241,0.072098,1e-05
T-044155-1,0.059574,0.195065,0.407889,0.00016,0.059143,1e-05,0.032434,0.145128,0.100586,1e-05
W-154930-4,0.05959,0.049434,1e-05,0.865297,0.016402,1e-05,0.009228,1e-05,1e-05,1e-05
A-016946-8,0.059594,0.005766,0.068387,0.78302,0.027485,0.00378,1e-05,0.007816,0.044133,1e-05
U-100847-5,0.059613,0.085833,0.34681,1e-05,0.064661,1e-05,0.303294,1e-05,0.104558,0.0352
G-031101-9,0.059624,0.053504,0.644928,1e-05,0.078582,1e-05,0.016442,1e-05,0.143484,0.003406
R-078200-4,0.059634,0.260142,0.251388,0.002099,0.065046,0.00687,0.14659,0.11815,0.067151,0.02293
D-018938-3,0.059639,0.055313,0.05116,0.000738,0.064325,0.001655,0.529391,0.162458,0.055586,0.019735
B-147168-0,0.059682,0.116105,0.20207,1e-05,0.044507,1e-05,0.037373,0.000623,0.069093,0.470526
HGDP01163,0.059687,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.708683,1e-05,0.23156
Q-147022-8,0.059709,0.179743,0.251539,1e-05,0.055359,1e-05,0.280713,0.093053,0.075365,0.004499
T-042607-4,0.059714,0.005502,0.075671,0.765953,0.024859,0.006786,0.03485,0.009092,0.017562,1e-05
Y-149253-7,0.059723,0.02251,0.256317,1e-05,0.078588,1.8e-05,0.466647,1e-05,0.116166,1e-05
Y-053934-8,0.059782,0.379323,0.138521,0.000965,0.044978,0.022463,0.15949,0.123032,0.071437,1e-05
W-151474-5,0.059787,0.118907,0.580821,1e-05,0.063558,1e-05,1e-05,0.016482,0.14788,0.012535
W-068233-7,0.05981,1e-05,0.032262,1e-05,0.072956,0.023324,0.64417,0.084622,0.082827,1e-05
M-081030-0,0.059817,1e-05,1e-05,0.857424,0.026317,1e-05,1e-05,0.049034,0.007358,1e-05
V-043662-7,0.059843,3e-05,0.253411,0.50664,0.039295,0.011705,0.024411,1e-05,0.102864,0.001792
B-081684-5,0.059846,0.013301,0.031543,0.032459,0.066414,0.005015,1e-05,0.639256,0.014592,0.137565
U-148052-4,0.060002,0.118845,1e-05,1e-05,0.071995,0.005793,0.453123,0.254039,0.036173,1e-05
U-015860-1,0.060021,0.02131,0.586395,1e-05,0.076749,0.000834,0.127335,1e-05,0.127326,1e-05
F-029587-5,0.060033,0.042115,0.200304,0.003579,0.053491,0.000543,0.399811,0.124946,0.074747,0.040429
Y-115845-2,0.060036,0.140972,0.507916,1e-05,0.078921,1e-05,0.040497,0.057346,0.112874,0.001416
Y-079026-3,0.060058,0.085164,1e-05,1e-05,0.069118,0.002936,0.57581,0.161564,0.04532,1e-05
G-082994-7,0.060061,0.108045,0.493719,1e-05,0.07561,1e-05,0.122053,0.028985,0.094703,0.016804
K-068976-3,0.060084,0.024005,0.023772,0.816334,0.040271,1e-05,1e-05,0.021961,0.013544,1e-05
C-109459-9,0.0601,1e-05,0.005851,0.005107,0.083018,1e-05,1e-05,0.670981,0.028964,0.145949
F-128299-6,0.060114,0.230359,0.37699,1e-05,0.065696,1e-05,0.130811,0.043941,0.079849,0.01222
G-000132-1,0.060127,1e-05,0.198039,0.002049,0.079596,0.003215,0.439132,0.114603,0.096877,0.006352
B-153288-8,0.060137,0.033132,0.513111,0.005522,0.077287,1e-05,0.090912,0.107343,0.109866,0.002681
T-014077-3,0.060159,1e-05,0.006721,0.004605,0.069137,0.001233,0.552641,0.199908,0.080038,0.025548
G-136769-9,0.06018,1e-05,0.397692,1e-05,0.074177,1e-05,0.322179,1e-05,0.145723,1e-05
R-001718-8,0.060191,0.084476,0.062388,1e-05,0.061452,1e-05,0.450602,0.178203,0.09893,0.003737
D-039935-4,0.060203,0.244008,0.500344,0.000134,0.064186,1e-05,1e-05,0.045367,0.085727,1e-05
B-036567-8,0.060227,0.000688,1e-05,1e-05,0.070451,1e-05,0.789152,1e-05,0.079432,1e-05
HG01672,0.06024,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.93968,1e-05,1e-05
NA21105,0.060248,1e-05,1e-05,1e-05,1e-05,1e-05,0.939672,1e-05,1e-05,1e-05
G-058991-3,0.060263,0.002001,0.140598,1e-05,0.065363,0.007837,0.457562,0.152837,0.102838,0.010692
E-085188-3,0.060271,0.149341,0.27801,1.1e-05,0.073757,1e-05,0.293358,0.069454,0.064321,0.011465
O-104135-0,0.060276,1e-05,0.068049,1e-05,0.070827,0.003939,0.6332,0.039094,0.072302,0.052292
A-160766-5,0.060323,0.120506,0.382033,1.2e-05,0.069968,1e-05,0.176799,0.084037,0.106302,1e-05
HGDP00179,0.060336,1e-05,1e-05,1e-05,1e-05,1e-05,0.684026,1e-05,1e-05,0.255568
HG03653,0.060338,1e-05,1e-05,1e-05,1e-05,1e-05,0.894794,0.044798,1e-05,1e-05
Q-004813-3,0.060341,0.099507,0.463331,1e-05,0.081825,1e-05,0.172683,0.007407,0.10799,0.006897
NA21120,0.060356,1e-05,1e-05,1e-05,1e-05,1e-05,0.891777,0.037753,1e-05,0.010054
U-061562-7,0.060376,0.12084,1e-05,1e-05,0.068192,0.009983,0.482241,0.230428,0.027911,1e-05
W-046219-3,0.06041,1e-05,0.176137,0.004322,0.078047,1e-05,0.047674,0.488483,0.055548,0.089359
A-116477-2,0.060419,0.014679,0.054212,0.739552,0.039878,0.002058,0.009428,0.017072,0.042109,0.020592
R-140219-8,0.060423,0.203862,0.310431,1e-05,0.076858,1e-05,0.220201,0.054154,0.07404,1e-05
F-073588-9,0.060486,0.023666,0.494944,1e-05,0.069928,0.002748,0.210449,0.007822,0.129938,1e-05
X-134726-1,0.060494,0.097431,0.329054,0.003974,0.060493,0.002587,0.196694,0.120409,0.107855,0.021009
W-120586-5,0.060512,0.107691,0.32172,0.00059,0.079144,1e-05,0.204932,0.1406,0.084792,1e-05
D-097373-6,0.06052,0.019884,0.106774,0.773092,0.002418,0.012957,1e-05,1e-05,0.024325,1e-05
T-150805-3,0.060578,0.002218,0.401767,1.6e-05,0.076628,1e-05,0.284717,0.060936,0.108379,0.004752
H-097746-5,0.060592,0.090626,1e-05,1e-05,0.067002,1e-05,0.601713,0.131627,0.048399,1e-05
Y-102858-0,0.060671,0.077638,0.516092,0.002775,0.076487,0.003818,0.124487,1e-05,0.138012,1e-05
K-084969-8,0.060718,1e-05,0.122591,1e-05,0.085533,0.002936,0.498478,0.109854,0.087488,0.032382
C-051769-1,0.06076,1e-05,0.494505,1e-05,0.073182,0.003552,0.219093,0.011904,0.136974,1e-05
HGDP00141,0.06081,1e-05,0.04127,1e-05,1e-05,1e-05,0.403348,1e-05,1e-05,0.494512
Z-157075-5,0.060822,0.12429,0.296337,0.001917,0.078212,1e-05,0.184916,0.140845,0.066951,0.045701
Z-077623-9,0.060831,0.151721,0.252046,0.001282,0.064284,0.004735,0.326597,0.063564,0.074931,1e-05
S-061173-2,0.060833,0.106344,0.451323,1e-05,0.068492,0.008857,0.065546,0.137782,0.094611,0.006202
W-035932-4,0.060886,0.284887,0.383819,1e-05,0.059351,0.001231,0.083231,1e-05,0.101599,0.024976
W-161590-7,0.060911,0.115923,1e-05,1e-05,0.065574,0.001043,0.5465,0.120434,0.059118,0.030477
D-034778-3,0.060954,0.231409,0.396785,0.000404,0.072187,1e-05,0.064683,0.092449,0.081108,1e-05
M-030009-6,0.060989,1e-05,0.07029,0.003067,0.074162,0.006903,0.191359,0.377962,0.045454,0.169804
Y-061737-6,0.060991,0.058875,1e-05,1e-05,0.074803,0.001786,0.670528,0.04419,0.079325,0.009483
U-100964-7,0.061,0.117243,1e-05,0.001137,0.07164,1e-05,0.579455,0.120622,0.048874,1e-05
V-144408-3,0.061003,0.54397,0.083643,1e-05,0.064691,0.000857,0.113189,0.130861,0.001767,1e-05
NA19982,0.061024,0.03199,0.836695,0.006531,1e-05,1e-05,1e-05,0.06371,1e-05,1e-05
N-032242-0,0.061055,0.350144,0.343228,1e-05,0.068829,0.000765,0.086545,1e-05,0.089405,1e-05
P-144204-5,0.061085,0.060871,0.03363,0.738181,0.030492,1e-05,0.019147,0.029646,0.0237,0.003238
NA20771,0.061112,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.795708,1e-05,0.143111
S-001494-4,0.061153,0.032549,0.312291,1e-05,0.073655,1e-05,0.383527,1e-05,0.114072,0.022722
P-021642-5,0.061166,0.108034,0.451006,0.006992,0.068385,0.011814,0.078335,0.08511,0.1201,0.009058
R-150254-2,0.061208,0.416583,0.288389,1e-05,0.047176,0.001309,0.048017,0.069382,0.067915,1e-05
A-049166-3,0.061221,0.268886,0.333629,1e-05,0.068182,0.003933,0.120761,0.058606,0.084538,0.000235
U-002675-9,0.061235,0.019619,0.00719,1e-05,0.07533,0.000743,0.54606,0.18066,0.077159,0.031993
Y-044727-8,0.061298,0.071531,0.41222,1e-05,0.078074,0.000554,0.24516,0.023946,0.107197,1e-05
HGDP00029,0.0613,0.01935,0.102522,1e-05,1e-05,1e-05,0.426511,1e-05,1e-05,0.390267
C-063793-6,0.06136,0.03176,0.024244,1e-05,0.0805,0.002617,0.518041,0.20263,0.053949,0.024889
X-009653-8,0.061361,0.324909,0.337299,1e-05,0.065406,0.001371,0.073033,0.077096,0.039952,0.019564
A-159830-1,0.061373,0.055798,0.339981,1e-05,0.069143,0.001804,0.144927,0.213613,0.106301,0.00705
R-016280-0,0.061425,0.246212,0.499621,1e-05,0.066061,1e-05,1e-05,0.033587,0.093055,1e-05
W-008824-6,0.061443,0.046325,0.436967,1e-05,0.059301,0.003066,0.130947,0.086883,0.13403,0.041026
X-057218-2,0.061455,0.090383,0.273625,1e-05,0.077147,0.005039,0.216709,0.194674,0.077082,0.003875
R-131813-9,0.061475,0.000376,1e-05,0.841275,0.013878,1e-05,0.024506,0.025854,0.032606,1e-05
E-036777-3,0.061484,0.064038,1e-05,1e-05,0.067798,0.009456,0.57221,0.179555,0.045429,1e-05
Z-151855-7,0.061486,0.133433,0.059909,1e-05,0.074817,0.002947,0.340399,0.26381,0.049992,0.013197
A-009557-2,0.061506,0.060901,0.4401,1e-05,0.073408,0.001293,0.114791,0.115584,0.11636,0.016045
Y-143574-3,0.061508,0.12975,0.514942,0.008368,0.065668,0.008852,0.078652,1e-05,0.123009,0.009242
W-027265-9,0.061637,0.489023,0.263563,1e-05,0.054098,0.005298,0.004109,0.082062,0.040191,1e-05
B-079182-3,0.061638,0.122617,0.47077,0.000182,0.079034,1e-05,1e-05,0.181474,0.084255,1e-05
V-014394-1,0.061672,0.126668,0.159029,1e-05,0.062738,0.001895,0.17263,0.154362,0.046429,0.214568
Q-114811-4,0.061674,0.236375,0.524664,1e-05,0.064117,1e-05,1e-05,1e-05,0.113121,1e-05
F-154498-2,0.061726,0.427762,0.268667,1e-05,0.049713,0.003627,0.062615,0.067031,0.058838,1e-05
NA20321,0.061742,0.014818,0.770881,1e-05,0.007248,1e-05,1e-05,0.145261,1e-05,1e-05
W-141493-7,0.061753,0.644904,0.039621,1e-05,0.050239,0.010943,0.068911,0.115056,0.003097,0.005465
Z-032497-1,0.061833,0.020596,0.148712,0.005697,0.079383,1e-05,0.062854,0.458669,0.08017,0.082077
T-125155-3,0.061839,0.285699,0.441218,1e-05,0.061445,1e-05,0.034515,0.002164,0.110814,0.002286
HGDP00146,0.061848,1e-05,0.005833,1e-05,1e-05,1e-05,0.372895,1e-05,1e-05,0.559364
S-139122-6,0.061853,1e-05,0.11471,0.000411,0.0748,0.006547,0.43123,0.178935,0.097929,0.033576
J-150012-4,0.061888,0.06476,0.32645,1e-05,0.07286,0.00311,0.264134,0.104306,0.102473,1e-05
Z-088144-2,0.061924,0.00116,0.21761,0.095116,0.048172,0.038043,0.007575,0.290738,0.14952,0.090142
S-058221-4,0.061928,0.33932,0.222977,0.001705,0.05213,0.001325,0.133223,0.134363,0.053019,1e-05
T-116065-5,0.06193,1e-05,1e-05,0.027734,1.9e-05,0.123722,1e-05,0.229852,0.556703,1e-05
S-052506-6,0.061931,0.177029,0.466509,1e-05,0.06509,1e-05,0.072857,0.055128,0.101426,1e-05
P-131217-3,0.061936,0.079122,0.431475,1e-05,0.071915,0.001278,0.061925,0.118702,0.110686,0.062953
S-024750-3,0.06194,0.122023,0.285301,1e-05,0.08162,1e-05,0.272904,0.094367,0.081816,1e-05
A-127754-1,0.061959,0.076935,1e-05,1e-05,0.069216,0.000385,0.614032,0.104091,0.073353,1e-05
HG03235,0.061977,1e-05,1e-05,1e-05,1e-05,1e-05,0.822356,0.055601,1e-05,0.060006
Q-114730-6,0.06198,0.260563,0.253758,1e-05,0.060979,0.001874,0.149646,0.127078,0.080134,0.003979
I-088477-7,0.062024,0.008487,0.073032,0.001079,0.075409,0.002747,0.492017,0.153726,0.089901,0.041577
HG02489,0.062041,0.009974,0.871365,1e-05,1e-05,1e-05,1e-05,0.05656,1e-05,1e-05
X-145292-9,0.062048,1e-05,1e-05,0.877471,0.024575,1e-05,1e-05,1e-05,0.02231,0.013546
S-125334-3,0.062063,0.170931,0.469652,1e-05,0.071762,1e-05,0.04335,0.082171,0.100041,1e-05
NA20503,0.06212,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.785017,1e-05,0.152793
G-095585-9,0.06212,0.20273,0.443612,0.000864,0.06577,1e-05,0.015508,0.102235,0.094985,0.012167
V-064362-8,0.062138,0.321395,0.276275,1e-05,0.054649,0.00159,0.138306,0.074903,0.068283,0.002451
L-159868-2,0.06214,0.14032,0.256117,0.001513,0.070486,1e-05,0.271845,0.114192,0.083368,1e-05
O-152600-5,0.062179,0.162614,0.479893,0.000257,0.064753,1e-05,0.066047,0.054287,0.106206,0.003753
A-068093-5,0.062206,0.058017,0.248876,0.000632,0.068068,0.008874,0.284122,0.14446,0.096541,0.028205
P-000906-0,0.062221,0.016203,0.039739,0.81195,0.017068,1e-05,1e-05,1e-05,0.024438,0.02835
T-114256-2,0.062259,0.325714,0.289917,1e-05,0.060186,0.003942,0.136227,0.062535,0.057005,0.002205
V-084441-6,0.062279,0.16176,0.582212,0.001295,0.073433,1e-05,1e-05,1e-05,0.118981,1e-05
D-127478-7,0.062283,0.18444,0.567379,1e-05,0.055816,1e-05,0.009365,1e-05,0.120676,1e-05
Y-124827-9,0.062286,0.079528,0.435089,1e-05,0.067473,1e-05,0.20221,0.024362,0.102295,0.026737
B-078480-2,0.062297,1e-05,0.301314,0.00865,0.074806,0.00116,0.031923,0.32357,0.105425,0.090845
Y-102597-4,0.062298,0.10109,0.581876,0.001668,0.066733,0.000931,0.055734,1e-05,0.117879,0.011783
M-102711-0,0.06231,0.088731,1e-05,1e-05,0.071581,0.002047,0.714416,0.000231,0.060654,1e-05
A-156851-0,0.062312,0.137064,1e-05,1e-05,0.076737,0.003095,0.394347,0.285929,0.037533,0.002963
D-089129-3,0.06234,0.194268,0.099858,0.000887,0.077861,0.004515,0.345253,0.1583,0.056707,1e-05
U-042419-3,0.06236,0.168253,0.587205,1e-05,0.064007,0.00135,1e-05,1e-05,0.116785,1e-05
Q-043423-3,0.062373,0.063172,0.585974,1e-05,0.071449,1e-05,0.02158,1e-05,0.127753,0.067669
R-043541-3,0.06238,0.173222,0.402466,1e-05,0.075285,1e-05,0.167021,0.027375,0.092222,1e-05
U-032663-8,0.06239,0.052285,1e-05,0.001065,0.075752,0.00668,0.525173,0.219076,0.029064,0.028505
F-048865-2,0.062392,0.098551,0.009817,1e-05,0.070056,0.00761,0.530694,0.139702,0.068297,0.012871
W-124393-0,0.062397,0.206009,0.22069,1e-05,0.057487,1e-05,0.22496,0.119667,0.087638,0.021133
P-141045-6,0.062398,0.135322,0.122359,1e-05,0.035871,0.054623,0.279069,0.082147,0.228191,1e-05
Q-130048-3,0.062415,0.220171,0.365665,0.002403,0.059828,1e-05,0.06578,0.099584,0.10556,0.018584
X-034547-2,0.062421,0.085032,0.176592,1e-05,0.075665,1e-05,0.359522,0.140321,0.07609,0.024337
A-071594-8,0.062425,0.038664,0.079501,1e-05,0.069206,0.004582,0.620579,0.001925,0.093216,0.029893
A-025388-1,0.062448,1e-05,0.649505,0.00032,0.081461,1e-05,0.026373,1e-05,0.167762,0.012102
T-160705-3,0.062461,0.082654,0.267623,1e-05,0.065999,1e-05,0.365577,0.065131,0.088995,0.001541
C-028567-8,0.062492,0.147748,1e-05,1e-05,0.067178,1e-05,0.540772,0.088204,0.073782,0.019794
L-006212-5,0.062532,0.385499,0.380638,1e-05,0.060755,0.006373,1e-05,0.016835,0.078401,0.008946
A-070298-7,0.062538,0.018509,0.500207,0.004219,0.073396,1e-05,0.044184,0.153239,0.130908,0.01279
X-151088-4,0.06255,0.192051,0.460438,0.000371,0.068274,0.000738,0.065161,0.057003,0.093406,1e-05
X-063284-5,0.062565,1e-05,1e-05,0.871014,0.022453,0.004688,1e-05,1e-05,0.03127,0.00797
A-056285-2,0.062664,0.0096,0.141672,1e-05,0.078034,0.002089,0.60355,0.013495,0.088876,1e-05
Q-064321-4,0.06267,0.10249,0.401982,4.3e-05,0.070846,0.001224,0.244258,1e-05,0.085868,0.030608
Z-017638-0,0.062703,0.142495,0.321527,1e-05,0.066579,1e-05,0.219602,0.078944,0.108121,1e-05
S-133245-2,0.062726,0.083353,0.003347,1e-05,0.072847,0.001699,0.478379,0.198385,0.05934,0.039914
D-072974-1,0.062776,0.101303,0.23945,1e-05,0.065824,0.003209,0.270049,0.154023,0.082049,0.021307
Z-084229-6,0.062805,0.079391,0.249147,0.000937,0.06236,0.000108,0.229942,0.189104,0.112412,0.013794
W-138127-7,0.062806,0.066685,0.317839,1e-05,0.080187,1e-05,0.176301,0.208552,0.084539,0.00307
W-017644-7,0.06284,0.02653,0.096711,0.002052,0.078352,1e-05,0.045015,0.604121,0.039056,0.045314
U-065261-1,0.062866,0.264482,0.358669,0.001047,0.061137,0.001679,0.108602,0.029116,0.095866,0.016535
HGDP00137,0.062877,1e-05,0.012371,1e-05,1e-05,1e-05,0.406137,1e-05,1e-05,0.518555
I-099439-4,0.062892,0.061218,0.440261,0.00098,0.076563,1e-05,0.093409,0.115865,0.09848,0.050323
E-045966-1,0.063069,0.404723,0.355367,1e-05,0.055994,0.005407,0.037177,0.021652,0.056216,0.000386
G-054887-8,0.063119,0.009336,0.39555,1.4e-05,0.058642,1e-05,0.302271,1e-05,0.150012,0.021036
C-018289-0,0.063149,1e-05,0.642731,1e-05,0.088495,0.002374,0.061326,1e-05,0.138856,0.003039
NA20542,0.063174,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.823842,1e-05,0.112913
HG02476,0.063199,0.015679,0.834134,1e-05,1e-05,1e-05,1e-05,0.086928,1e-05,1e-05
NA20827,0.063207,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.78862,1e-05,0.148103
X-047174-8,0.063212,0.093102,0.452964,0.002441,0.074054,1e-05,0.037972,0.187836,0.0884,1e-05
R-016424-4,0.063217,0.054774,0.416212,0.000436,0.083421,0.001558,0.191077,0.084448,0.104847,1e-05
Y-093075-2,0.063271,1e-05,1e-05,0.017145,1e-05,0.182755,0.028134,0.020559,0.688096,1e-05
R-004067-6,0.06328,1e-05,0.137911,1e-05,0.065184,0.005208,0.504931,0.110631,0.10058,0.012255
T-162127-7,0.063294,0.073143,0.356259,0.014281,0.071295,1e-05,0.221995,0.088879,0.110835,1e-05
HGDP00047,0.063323,0.001053,0.035445,1e-05,1e-05,1e-05,0.428129,1e-05,1e-05,0.472
C-053965-3,0.063345,0.43577,0.263972,1e-05,0.054427,0.006309,0.082921,1e-05,0.069943,0.023293
Q-074014-3,0.063358,0.11777,0.45402,1e-05,0.071295,1e-05,0.058098,0.091299,0.094129,0.050012
G-089456-0,0.063396,0.050048,0.280624,0.00053,0.070571,0.01135,0.34418,0.089033,0.090258,1e-05
Y-111597-3,0.063497,1e-05,0.004975,1e-05,0.067067,0.011435,0.658469,0.109617,0.084909,1e-05
Z-113956-9,0.06353,0.016371,0.17832,1e-05,0.073616,1e-05,0.491701,0.088947,0.087485,1e-05
S-024327-0,0.063577,0.143485,0.575294,1e-05,0.069197,1e-05,0.028607,1e-05,0.1198,1e-05
C-027775-8,0.063585,0.041736,0.166537,1e-05,0.07605,1e-05,0.571605,1e-05,0.079287,0.001169
I-097279-6,0.063603,1e-05,0.585323,1e-05,0.079654,1e-05,0.04933,0.047733,0.139086,0.035241
HGDP00027,0.063617,1e-05,0.007182,1e-05,1e-05,1e-05,0.504398,1e-05,1e-05,0.424742
D-081929-5,0.063621,1e-05,1e-05,0.866238,0.032778,1e-05,0.006149,0.030678,0.000496,1e-05
X-054833-1,0.063682,0.213419,0.496433,0.000347,0.061089,0.000207,1e-05,1e-05,0.143386,0.021418
S-093303-7,0.063692,0.134663,0.179541,0.001674,0.06593,0.002761,0.190174,0.286319,0.075236,1e-05
Y-133953-1,0.063705,0.217323,0.138127,0.000542,0.064744,0.001334,0.359338,0.096862,0.058015,1e-05
Y-080367-8,0.063722,0.259374,0.36097,1e-05,0.061017,0.00204,0.137572,0.04509,0.070194,1e-05
V-052653-5,0.063734,1e-05,0.092702,0.002995,0.074344,0.00181,0.022009,0.561254,0.031077,0.150064
B-014976-7,0.06381,0.058321,0.599679,1e-05,0.082295,1e-05,0.026832,0.006381,0.119699,0.042963
HGDP00092,0.063815,1e-05,1e-05,1e-05,1e-05,1e-05,0.57066,1e-05,1e-05,0.365456
S-037440-5,0.063883,0.097818,0.391531,0.001717,0.069604,1e-05,0.110183,0.133877,0.112123,0.019254
S-030735-7,0.063915,0.090014,0.287956,0.001269,0.070362,1e-05,0.216216,0.158771,0.111477,1e-05
R-070316-7,0.063925,0.205385,0.214739,1e-05,0.058447,0.004899,0.291741,0.047297,0.081734,0.031823
Y-087135-2,0.063939,0.172711,0.308644,1e-05,0.062084,1e-05,0.086692,0.215078,0.06959,0.021241
V-030576-5,0.06398,0.128042,0.367443,0.001303,0.073384,1e-05,0.178695,0.057968,0.107522,0.021651
P-133107-4,0.064005,0.100413,0.480645,1e-05,0.077952,1e-05,0.164915,0.019798,0.092242,1e-05
NA20332,0.064029,0.016533,0.767443,1e-05,0.006426,1e-05,1e-05,0.145519,1e-05,1e-05
O-160421-5,0.064032,0.147088,0.140631,0.000404,0.076992,0.000218,0.379061,0.118762,0.064769,0.008042
R-110375-4,0.064036,0.056582,0.608037,1e-05,0.080816,0.000483,0.055475,1e-05,0.125967,0.008584
HG02284,0.064055,0.016887,0.829402,1e-05,1e-05,1e-05,1e-05,0.089596,1e-05,1e-05
S-122940-1,0.064092,0.280273,0.442154,0.00171,0.049086,0.002336,0.028865,1e-05,0.099387,0.032088
H-010114-7,0.06416,0.168453,0.301648,1e-05,0.06435,1e-05,0.152217,0.188008,0.061135,1e-05
G-048695-3,0.06419,0.09526,0.553247,0.00175,0.074957,0.000715,0.072839,1e-05,0.126977,0.010055
Y-088260-6,0.064229,0.371876,0.061911,1e-05,0.049487,1e-05,0.270369,0.128308,0.040705,0.013095
U-157214-9,0.06423,0.427416,0.3071,0.004044,0.049492,1e-05,0.018603,0.048093,0.056653,0.024359
R-005642-5,0.064244,0.042252,0.246579,1e-05,0.063035,1e-05,0.40765,0.058739,0.11747,1e-05
S-101556-1,0.064255,0.347763,0.325092,1e-05,0.054161,0.006057,0.082226,0.041429,0.078869,0.000138
S-111195-5,0.064285,1e-05,0.645517,1e-05,0.086053,1e-05,0.049551,0.01375,0.140804,1e-05
