Sample,Population code,Population,Superpopulation code,Superpopulation,Source,Latitude,Longitude,Region,Sample Alias,Country,Town,Single_Ancestry,0,1,2,3,4,5,assignment
HG00337,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.023378,1e-05,1e-05,1e-05,0.019528,0.957064,5
HG00338,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.035999,1e-05,1e-05,1e-05,0.016167,0.947804,5
HG00339,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.037253,1e-05,1e-05,1e-05,0.019349,0.943368,5
HG00341,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.032195,1e-05,1e-05,1e-05,0.015545,0.95223,5
HG00342,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.059994,1e-05,1e-05,1e-05,0.02396,0.916016,5
HG00343,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.037791,1e-05,1e-05,1e-05,0.025165,0.937015,5
HG00344,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.018417,1.4e-05,1e-05,1e-05,0.007993,0.973555,5
HG00345,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.03611,1e-05,1e-05,1e-05,0.029879,0.933981,5
HG00346,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.03583,1e-05,1e-05,1e-05,0.015941,0.948199,5
HG00349,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.046701,1e-05,1e-05,1e-05,0.016225,0.937044,5
HG00350,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.006521,1e-05,1e-05,1e-05,0.011686,0.981764,5
HG00351,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.03999,1e-05,1e-05,1e-05,0.00899,0.95099,5
HG00353,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.051634,1e-05,1e-05,1e-05,0.012917,0.935419,5
HG00355,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.02527,1e-05,1e-05,1e-05,0.01707,0.95763,5
HG00356,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.038911,1e-05,1e-05,1e-05,0.009487,0.951572,5
HG00357,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.031616,1e-05,1e-05,1e-05,0.021656,0.946697,5
HG00358,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.050911,1e-05,1e-05,1e-05,0.022545,0.926514,5
HG00360,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,LP6005592-DNA_A02,Finland,,1.0,0.029914,1e-05,1e-05,1e-05,0.013674,0.956382,5
HG00361,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.053437,1e-05,1e-05,1e-05,0.020687,0.925846,5
HG00362,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.028727,1e-05,1e-05,1e-05,0.025832,0.945411,5
HG00364,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.040118,1e-05,1e-05,1e-05,0.019305,0.940547,5
HG00365,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.050358,1e-05,1e-05,1e-05,0.024853,0.924759,5
HG00366,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.036799,1e-05,1e-05,1e-05,0.026559,0.936612,5
HG00367,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.043183,1e-05,1e-05,1e-05,0.025312,0.931475,5
HG00368,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.047337,1e-05,1e-05,1e-05,0.025509,0.927124,5
HG00369,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.037057,1e-05,1e-05,1e-05,0.031185,0.931728,5
HG00371,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.03873,1e-05,1e-05,1e-05,0.022628,0.938612,5
HG00372,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.03901,1e-05,1e-05,1e-05,0.020469,0.940491,5
HG00373,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.057198,1e-05,1e-05,1e-05,0.025311,0.917461,5
HG00375,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.037155,1e-05,1e-05,1e-05,0.024928,0.937887,5
HG00376,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.028951,1e-05,1e-05,1e-05,0.011554,0.959466,5
HG00378,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.054309,1e-05,1e-05,1e-05,0.015059,0.930602,5
HG00379,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.036734,1e-05,1e-05,1e-05,0.016373,0.946863,5
HG00380,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.009874,1e-05,1e-05,1e-05,0.015987,0.974109,5
HG00381,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.036358,1e-05,1e-05,1e-05,0.017457,0.946155,5
HG00382,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.040134,1e-05,1e-05,1e-05,0.021586,0.938249,5
HG00383,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.049831,1e-05,1e-05,1e-05,0.009285,0.940854,5
HG00384,FIN,Finnish,EUR,European,1kG,64.49884603,26.2746656,,,,,1.0,0.033755,1e-05,1e-05,1e-05,0.022574,0.943641,5
HG00403,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00404,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00406,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00407,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00409,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00410,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00419,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00421,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00422,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00428,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00436,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.999947,1.3e-05,1e-05,1e-05,1e-05,1e-05,0
HG00437,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00442,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00443,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00445,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00446,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00448,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00449,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00451,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00452,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00457,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00458,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00463,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00464,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00472,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00473,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00475,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00476,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00478,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00479,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00500,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00513,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00524,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00525,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00530,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00531,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00533,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00534,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00536,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00537,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00542,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00543,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00551,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1e-05,1e-05,0.084263,1e-05,0.148759,0.766948,5
HG00553,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1e-05,1e-05,0.183603,1e-05,0.202309,0.614058,5
HG00554,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1e-05,1e-05,0.0808,1e-05,0.114868,0.804301,5
HG00556,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00557,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00559,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00560,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00565,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00566,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00580,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00581,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00583,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00584,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00589,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00590,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00592,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.992654,1e-05,1e-05,1e-05,0.005638,0.001678,0
HG00593,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00595,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00596,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00598,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00599,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00607,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00608,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00610,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00611,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00613,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00614,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00619,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00620,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00622,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00623,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00625,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00626,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00628,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00629,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00631,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00632,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00634,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00637,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1e-05,1e-05,0.151757,1e-05,0.135445,0.712769,5
HG00638,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1.8e-05,1e-05,0.160906,0.0033,0.147955,0.687812,5
HG00640,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1e-05,1e-05,0.065518,1e-05,0.116105,0.818347,5
HG00641,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1e-05,1e-05,0.076795,1e-05,0.16547,0.757705,5
HG00650,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00651,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00653,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00654,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00656,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00657,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00662,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00663,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00671,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00672,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00674,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00675,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00683,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.997845,1e-05,1e-05,1e-05,0.002115,1e-05,0
HG00684,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00689,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00690,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00692,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00693,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00698,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00699,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00701,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00704,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00705,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00707,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00708,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00717,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00728,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00729,CHS,Southern Han Chinese,EAS,East Asian,1kG,25.9,118.3,Hu Nan and Fu Jian Provinces,,,,1.0,0.99995,1e-05,1e-05,1e-05,1e-05,1e-05,0
HG00731,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1e-05,1e-05,0.022227,1e-05,0.078178,0.899566,5
HG00732,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1e-05,1e-05,0.046702,1e-05,0.131919,0.82135,5
HG00734,PUR,Puerto Rican,AMR,American,1kG,18.22813055,-66.47307604,,,,,0.0,1e-05,1e-05,0.103369,0.000868,0.204512,0.691231,5
