pca,location,count,total_country,percentage
PC2,"Uganda",299,1084,27.58
PC2,"Western Sahara",299,1084,27.58
PC2,"Zambia",299,1084,27.58
PC2,"Zimbabwe",299,1084,27.58
PC3,"Algeria",785,1084,72.42
PC3,"Angola",785,1084,72.42
PC3,"Benin",785,1084,72.42
PC3,"Botswana",785,1084,72.42
PC3,"Burkina Faso",785,1084,72.42
PC3,"Burundi",785,1084,72.42
PC3,"Cameroon",785,1084,72.42
PC3,"Cape Verde",785,1084,72.42
PC3,"Central African Republic",785,1084,72.42
PC3,"Chad",785,1084,72.42
PC3,"Comoros",785,1084,72.42
PC3,"Cote d'Ivoire",785,1084,72.42
PC3,"Democratic Republic of the Congo",785,1084,72.42
PC3,"Djibouti",785,1084,72.42
PC3,"Egypt",785,1084,72.42
PC3,"Equatorial Guinea",785,1084,72.42
PC3,"Eritrea",785,1084,72.42
PC3,"Ethiopia",785,1084,72.42
PC3,"Gabon",785,1084,72.42
PC3,"Gambia",785,1084,72.42
PC3,"Ghana",785,1084,72.42
PC3,"Guinea",785,1084,72.42
PC3,"Guinea-Bissau",785,1084,72.42
PC3,"Kenya",785,1084,72.42
PC3,"Lesotho",785,1084,72.42
PC3,"Liberia",785,1084,72.42
PC3,"Libya",785,1084,72.42
PC3,"Madagascar",785,1084,72.42
PC3,"Malawi",785,1084,72.42
PC3,"Mali",785,1084,72.42
PC3,"Mauritania",785,1084,72.42
PC3,"Mauritius",785,1084,72.42
PC3,"Morocco",785,1084,72.42
PC3,"Mozambique",785,1084,72.42
PC3,"Namibia",785,1084,72.42
PC3,"Niger",785,1084,72.42
PC3,"Nigeria",785,1084,72.42
PC3,"Republic of the Congo",785,1084,72.42
PC3,"Reunion",785,1084,72.42
PC3,"Rwanda",785,1084,72.42
PC3,"Saint Helena",785,1084,72.42
PC3,"Sao Tome and Principe",785,1084,72.42
PC3,"Senegal",785,1084,72.42
PC3,"Seychelles",785,1084,72.42
PC3,"Sierra Leone",785,1084,72.42
PC3,"Somalia",785,1084,72.42
PC3,"South Africa",785,1084,72.42
PC3,"South Sudan",785,1084,72.42
PC3,"Sudan",785,1084,72.42
PC3,"Swaziland",785,1084,72.42
PC3,"Tanzania",785,1084,72.42
PC3,"Togo",785,1084,72.42
PC3,"Tunisia",785,1084,72.42
PC3,"Uganda",785,1084,72.42
PC3,"Western Sahara",785,1084,72.42
PC3,"Zambia",785,1084,72.42
PC3,"Zimbabwe",785,1084,72.42
PC5,"Albania",68,68,100.00
PC5,"Andorra",68,68,100.00
PC5,"Austria",68,68,100.00
PC5,"Belarus",68,68,100.00
PC5,"Belgium",68,68,100.00
PC5,"Bosnia and Herzegovina",68,68,100.00
PC5,"Bulgaria",68,68,100.00
PC5,"Croatia",68,68,100.00
PC5,"Czech Republic",68,68,100.00
PC5,"Denmark",68,68,100.00
PC5,"Estonia",68,68,100.00
PC5,"Finland",68,68,100.00
PC5,"France",68,68,100.00
PC5,"Germany",68,68,100.00
PC5,"Gibraltar",68,68,100.00
PC5,"Greece",68,68,100.00
PC5,"Holy See",68,68,100.00
PC5,"Hungary",68,68,100.00
PC5,"Iceland",68,68,100.00
PC5,"Ireland",68,68,100.00
PC5,"Italy",68,68,100.00
PC5,"Kosovo",68,68,100.00
PC5,"Latvia",68,68,100.00
PC5,"Liechtenstein",68,68,100.00
PC5,"Lithuania",68,68,100.00
PC5,"Luxembourg",68,68,100.00
PC5,"Macedonia",68,68,100.00
PC5,"Malta",68,68,100.00
PC5,"Moldova",68,68,100.00
PC5,"Monaco",68,68,100.00
PC5,"Montenegro",68,68,100.00
PC5,"Netherlands",68,68,100.00
PC5,"Norway",68,68,100.00
PC5,"Poland",68,68,100.00
PC5,"Portugal",68,68,100.00
PC5,"Romania",68,68,100.00
PC5,"Russia",68,68,100.00
PC5,"San Marino",68,68,100.00
PC5,"Slovak Republic",68,68,100.00
PC5,"Slovenia",68,68,100.00
PC5,"Spain",68,68,100.00
PC5,"Serbia",68,68,100.00
PC5,"Serbia and Montenegro",68,68,100.00
PC5,"Sweden",68,68,100.00
PC5,"Switzerland",68,68,100.00
PC5,"Ukraine",68,68,100.00
PC5,"United Kingdom",68,68,100.00
