IND,0,1,2
W-144508-1,1e-05,0.264344,0.735646
A-091745-3,1e-05,0.264341,0.735649
T-067330-2,1e-05,0.264331,0.735659
A-015992-2,1e-05,0.264325,0.735665
R-010790-5,1e-05,0.264325,0.735665
U-121853-7,1e-05,0.264325,0.735665
P-150018-2,1e-05,0.264314,0.735676
X-098402-2,1e-05,0.264314,0.735676
C-063649-1,1e-05,0.264313,0.735677
Q-143107-2,1e-05,0.264313,0.735677
C-066169-6,1e-05,0.26431,0.73568
J-104013-8,1e-05,0.264306,0.735684
Y-039921-3,1e-05,0.264305,0.735685
A-068651-1,1e-05,0.264304,0.735686
V-101379-7,1e-05,0.264301,0.735689
O-110048-7,1e-05,0.2643,0.73569
F-148873-4,1e-05,0.264297,0.735693
Y-035970-4,1e-05,0.264295,0.735695
S-142812-8,1e-05,0.264294,0.735696
X-151565-2,1e-05,0.264293,0.735697
M-014115-1,1e-05,0.264292,0.735698
Y-056922-0,1e-05,0.264292,0.735698
R-091034-0,1e-05,0.26429,0.7357
Y-039327-3,1e-05,0.264286,0.735704
C-066619-1,1e-05,0.264279,0.735711
B-149175-3,1e-05,0.264276,0.735714
Y-018195-9,1e-05,0.264274,0.735716
V-030099-7,1e-05,0.264268,0.735722
X-149441-8,1e-05,0.264268,0.735722
E-088176-5,1e-05,0.264258,0.735732
L-090002-8,1e-05,0.264257,0.735733
F-158287-5,1e-05,0.264253,0.735737
K-088947-0,1e-05,0.26425,0.73574
Z-142297-2,1e-05,0.264249,0.735741
B-049266-1,1e-05,0.264248,0.735742
T-104149-1,1e-05,0.264247,0.735743
Z-092716-3,1e-05,0.264246,0.735744
X-140909-5,1e-05,0.264245,0.735745
I-003320-9,1e-05,0.264244,0.735746
U-026219-7,1e-05,0.264243,0.735747
I-085777-4,1e-05,0.264241,0.735749
T-038035-3,1e-05,0.26424,0.73575
B-153486-8,1e-05,0.264235,0.735755
K-098892-5,1e-05,0.264233,0.735757
B-105876-9,1e-05,0.264232,0.735758
V-036462-0,1e-05,0.264229,0.735761
E-105978-3,1e-05,0.264225,0.735765
R-113255-5,1e-05,0.264224,0.735766
K-025003-5,1e-05,0.264223,0.735767
P-032505-2,1e-05,0.264223,0.735767
R-045008-1,1e-05,0.264219,0.735771
S-121329-8,1e-05,0.264218,0.735772
A-135845-8,1e-05,0.264215,0.735775
R-040292-5,1e-05,0.264212,0.735778
R-070334-9,1e-05,0.264209,0.735781
S-055350-4,1e-05,0.264207,0.735783
F-046579-1,1e-05,0.264206,0.735784
T-053533-8,1e-05,0.264206,0.735784
T-003727-7,1e-05,0.264199,0.735791
W-080275-3,1e-05,0.26419,0.7358
X-025835-2,1e-05,0.26419,0.7358
A-150893-8,1e-05,0.264188,0.735802
E-157566-4,1e-05,0.264182,0.735808
Z-025297-4,1e-05,0.264182,0.735808
M-081102-7,1e-05,0.264176,0.735814
Y-106188-7,1e-05,0.264173,0.735817
T-111538-7,1e-05,0.264172,0.735818
N-116131-4,1e-05,0.264169,0.735821
Q-102247-5,1e-05,0.264167,0.735823
V-048243-0,1e-05,0.264167,0.735823
Z-135871-3,1e-05,0.264163,0.735827
S-160155-0,1e-05,0.264162,0.735828
V-003594-0,1e-05,0.264162,0.735828
Z-145078-3,1e-05,0.264156,0.735834
W-069070-2,1e-05,0.264145,0.735845
T-022636-7,1e-05,0.264144,0.735846
U-082361-8,1e-05,0.264144,0.735846
X-055283-7,1e-05,0.264143,0.735847
Q-108403-7,1e-05,0.264139,0.735851
V-159402-8,1e-05,0.264137,0.735853
Z-145465-2,1e-05,0.264134,0.735856
A-065177-0,1e-05,0.264133,0.735857
Y-158622-3,1e-05,0.264121,0.735869
B-077283-1,1e-05,0.26412,0.73587
C-157366-8,1e-05,0.26412,0.73587
A-074177-9,1e-05,0.264119,0.735871
T-140158-8,1e-05,0.264118,0.735872
X-111686-4,1e-05,0.264118,0.735872
P-004920-6,1e-05,0.264114,0.735876
X-030848-8,1e-05,0.26411,0.73588
W-025168-7,1e-05,0.264109,0.735881
E-134769-1,1e-05,0.264106,0.735884
C-147295-1,1e-05,0.264105,0.735885
M-159797-3,1e-05,0.264104,0.735886
V-050853-3,1e-05,0.2641,0.73589
G-101040-4,1e-05,0.264098,0.735892
F-109993-7,1e-05,0.264097,0.735893
A-086426-6,1e-05,0.264095,0.735895
R-064160-6,1e-05,0.264094,0.735896
D-082856-9,1e-05,0.264093,0.735897
R-005732-4,1e-05,0.264089,0.735901
L-014420-4,1e-05,0.264086,0.735904
F-128299-6,1e-05,0.264082,0.735908
O-098797-7,1e-05,0.264082,0.735908
X-039182-1,1e-05,0.264082,0.735908
U-022673-9,1e-05,0.264078,0.735912
U-029603-9,1e-05,0.264077,0.735913
X-122675-4,1e-05,0.264071,0.735919
A-117683-4,1e-05,0.264068,0.735922
T-009307-1,1e-05,0.264068,0.735922
S-033930-0,1e-05,0.264067,0.735923
T-133831-9,1e-05,0.264063,0.735927
T-007471-6,1e-05,0.264061,0.735929
X-037184-9,1e-05,0.264057,0.735933
U-093503-3,1e-05,0.264056,0.735934
E-066486-4,1e-05,0.264055,0.735935
J-115110-9,1e-05,0.264053,0.735937
S-010809-4,1e-05,0.264053,0.735937
V-130575-6,1e-05,0.264052,0.735938
D-048395-9,1e-05,0.264046,0.735944
L-001460-5,1e-05,0.264045,0.735945
X-153851-3,1e-05,0.264043,0.735947
C-143776-5,1e-05,0.264041,0.735949
B-033975-6,1e-05,0.264038,0.735952
F-086467-0,1e-05,0.264037,0.735953
I-087964-5,1e-05,0.264032,0.735958
K-097497-4,1e-05,0.26403,0.73596
M-040170-3,1e-05,0.26403,0.73596
A-046295-3,1e-05,0.264026,0.735964
E-009687-7,1e-05,0.264026,0.735964
S-115317-1,1e-05,0.264022,0.735968
U-054344-8,1e-05,0.264012,0.735978
C-068662-8,1e-05,0.264011,0.735979
V-155703-4,1e-05,0.26401,0.73598
P-127401-8,1e-05,0.264007,0.735983
U-086114-7,1e-05,0.264002,0.735988
A-129527-0,1e-05,0.263992,0.735998
E-036678-3,1e-05,0.263991,0.735999
P-117204-8,1e-05,0.26399,0.736
P-072231-5,1e-05,0.263985,0.736005
P-116142-1,1e-05,0.26398,0.73601
C-109477-1,1e-05,0.263978,0.736012
W-139126-8,1e-05,0.263978,0.736012
B-083475-6,1e-05,0.263977,0.736013
S-035514-0,1e-05,0.263977,0.736013
W-050089-4,1e-05,0.263969,0.736021
Z-044962-0,1e-05,0.26396,0.73603
C-084826-0,1e-05,0.263959,0.736031
Y-050568-8,1e-05,0.263958,0.736032
J-092888-0,1e-05,0.263952,0.736038
A-009557-2,1e-05,0.263949,0.736041
I-102302-7,1e-05,0.263943,0.736047
V-134058-8,1e-05,0.263942,0.736048
G-099824-7,1e-05,0.263939,0.736051
Z-029923-1,1e-05,0.263933,0.736057
Q-025009-3,1e-05,0.263932,0.736058
R-115361-8,1e-05,0.263924,0.736066
U-084530-7,1e-05,0.263921,0.736069
O-032720-6,1e-05,0.263917,0.736073
Y-107529-2,1e-05,0.263917,0.736073
H-123010-1,1e-05,0.263916,0.736074
J-159587-8,1e-05,0.263914,0.736076
A-062369-6,1e-05,0.263913,0.736077
R-008054-9,1e-05,0.263909,0.736081
U-148115-0,1e-05,0.263909,0.736081
U-160535-4,1e-05,0.263891,0.736099
Y-143385-4,1e-05,0.263891,0.736099
K-023230-6,1e-05,0.263886,0.736104
O-100544-7,1e-05,0.263886,0.736104
F-046849-8,1e-05,0.263885,0.736105
D-023897-4,1e-05,0.263884,0.736106
O-082022-6,1e-05,0.263884,0.736106
S-007812-2,1e-05,0.263883,0.736107
T-034507-6,1e-05,0.263883,0.736107
J-148688-7,1e-05,0.263878,0.736112
N-100354-0,1e-05,0.263877,0.736113
Y-117582-8,1e-05,0.263873,0.736117
U-152039-6,1e-05,0.263871,0.736119
T-102286-3,1e-05,0.263864,0.736126
X-019940-7,1e-05,0.263863,0.736127
A-054674-9,1e-05,0.263857,0.736133
S-101682-4,1e-05,0.263856,0.736134
B-015759-6,1e-05,0.263855,0.736135
A-051938-2,1e-05,0.263854,0.736136
T-115705-8,1e-05,0.263852,0.736138
U-063353-8,1e-05,0.263851,0.736139
Y-093192-4,1e-05,0.263849,0.736141
U-120656-6,1e-05,0.263848,0.736142
W-046561-8,1e-05,0.263841,0.736149
U-083216-4,1e-05,0.263837,0.736153
V-089301-7,1e-05,0.263834,0.736156
V-051753-4,1e-05,0.263833,0.736157
Y-127473-7,1e-05,0.263831,0.736159
Z-091744-5,1e-05,0.263828,0.736162
U-084008-4,1e-05,0.263826,0.736164
U-060248-4,1e-05,0.263824,0.736166
C-069355-8,1e-05,0.263823,0.736167
U-108344-3,1e-05,0.263822,0.736168
B-115758-7,1e-05,0.263821,0.736169
N-030703-4,1e-05,0.263813,0.736177
Q-029230-0,1e-05,0.263812,0.736178
S-008703-2,1e-05,0.26381,0.73618
X-118454-8,1e-05,0.26381,0.73618
L-113411-3,1e-05,0.263809,0.736181
W-014692-9,1e-05,0.263809,0.736181
S-125334-3,1e-05,0.263804,0.736186
U-106733-0,1e-05,0.263797,0.736193
D-027974-6,1e-05,0.263795,0.736195
D-109289-0,1e-05,0.26379,0.7362
W-143653-5,1e-05,0.26379,0.7362
K-057996-4,1e-05,0.263789,0.736201
Y-161673-1,1e-05,0.263789,0.736201
I-046987-6,1e-05,0.263786,0.736204
Y-073734-8,1e-05,0.263781,0.736209
S-112464-3,1e-05,0.263776,0.736214
U-022880-0,1e-05,0.263776,0.736214
C-051769-1,1e-05,0.26377,0.73622
Y-079116-2,1e-05,0.263769,0.736221
C-088408-2,1e-05,0.263766,0.736224
V-033735-4,1e-05,0.263764,0.736226
I-003113-8,1e-05,0.263762,0.736228
T-136441-3,1e-05,0.263759,0.736231
W-120919-8,1e-05,0.263759,0.736231
F-102101-3,1e-05,0.263753,0.736237
Z-067192-6,1e-05,0.263753,0.736237
Y-154662-3,1e-05,0.263747,0.736243
E-160779-8,1e-05,0.263746,0.736244
Z-098080-6,1e-05,0.263742,0.736248
A-134738-6,1e-05,0.263741,0.736249
A-125387-2,1e-05,0.26374,0.73625
P-149100-0,1e-05,0.263739,0.736251
X-062339-9,1e-05,0.263736,0.736254
A-136826-7,1e-05,0.263724,0.736266
D-086951-3,1e-05,0.263722,0.736268
X-131099-5,1e-05,0.26372,0.73627
Z-104479-2,1e-05,0.263701,0.736289
Y-081816-4,1e-05,0.26369,0.7363
Q-063250-6,1e-05,0.263682,0.736308
Y-045447-1,1e-05,0.263682,0.736308
P-015144-9,1e-05,0.263678,0.736312
A-059282-5,1e-05,0.263677,0.736313
W-002659-3,1e-05,0.263676,0.736314
C-159832-7,1e-05,0.263674,0.736316
Y-148344-5,1e-05,0.263674,0.736316
V-128280-5,1e-05,0.263673,0.736317
V-100983-7,1e-05,0.263669,0.736321
Z-055393-4,1e-05,0.263662,0.736328
A-008189-4,1e-05,0.263661,0.736329
R-047132-6,1e-05,0.26366,0.73633
F-087826-7,1e-05,0.263657,0.736333
V-155280-2,1e-05,0.263656,0.736334
W-045175-8,1e-05,0.263649,0.736341
K-006310-7,1e-05,0.263647,0.736343
X-147209-2,1e-05,0.263641,0.736349
S-015273-6,1e-05,0.263639,0.736351
Q-001951-4,1e-05,0.263635,0.736355
S-045072-6,1e-05,0.26363,0.73636
B-107919-5,1e-05,0.263628,0.736362
B-008865-0,1e-05,0.263626,0.736364
F-095809-3,1e-05,0.263626,0.736364
P-070233-3,1e-05,0.263625,0.736365
T-081226-5,1e-05,0.263624,0.736366
F-076828-6,1e-05,0.263623,0.736367
B-014967-6,1e-05,0.263622,0.736368
X-086117-1,1e-05,0.263621,0.736369
U-109172-7,1e-05,0.263619,0.736371
A-054809-2,1e-05,0.263615,0.736375
P-002436-5,1e-05,0.263615,0.736375
Y-122982-3,1e-05,0.263614,0.736376
Z-037186-5,1e-05,0.263612,0.736378
W-082471-5,1e-05,0.263611,0.736379
A-066185-2,1e-05,0.263609,0.736381
N-004171-5,1e-05,0.263609,0.736381
O-025304-7,1e-05,0.263609,0.736381
T-013771-2,1e-05,0.263608,0.736382
S-021465-1,1e-05,0.263606,0.736384
E-089841-3,1e-05,0.263604,0.736386
R-141902-8,1e-05,0.263596,0.736394
Y-150639-6,1e-05,0.263594,0.736396
U-085061-1,1e-05,0.263591,0.736399
R-041183-5,1e-05,0.26359,0.7364
T-162316-6,1e-05,0.263588,0.736402
O-051530-6,1e-05,0.263587,0.736403
U-048710-9,1e-05,0.26358,0.73641
D-110010-6,1e-05,0.263576,0.736414
O-012263-0,1e-05,0.263574,0.736416
U-004367-0,1e-05,0.263569,0.736421
X-047273-8,1e-05,0.263565,0.736425
N-062410-7,1e-05,0.263561,0.736429
B-006984-0,1e-05,0.263558,0.736432
D-133697-5,1e-05,0.263558,0.736432
G-156767-9,1e-05,0.263555,0.736435
L-007211-6,1e-05,0.263555,0.736435
H-003130-2,1e-05,0.263554,0.736436
F-044698-1,1e-05,0.263549,0.736441
O-080033-5,1e-05,0.263546,0.736444
J-049688-7,1e-05,0.263545,0.736445
E-095187-3,1e-05,0.263541,0.736449
R-042623-0,1e-05,0.26354,0.73645
L-104051-8,1e-05,0.263538,0.736452
U-017705-7,1e-05,0.263538,0.736452
M-121161-4,1e-05,0.263537,0.736453
E-018759-3,1e-05,0.263534,0.736456
Q-022228-2,1e-05,0.263527,0.736463
Y-160809-3,1e-05,0.263527,0.736463
S-051264-1,1e-05,0.263523,0.736467
G-118886-3,1e-05,0.26352,0.73647
N-003082-5,1e-05,0.26352,0.73647
F-154759-8,1e-05,0.263518,0.736472
D-077852-4,1e-05,0.263517,0.736473
M-079886-1,1e-05,0.263516,0.736474
T-134353-2,1e-05,0.26351,0.73648
Z-067543-1,1e-05,0.263509,0.736481
Y-158910-2,1e-05,0.263505,0.736485
H-045978-6,1e-05,0.263503,0.736487
C-107668-8,1e-05,0.263501,0.736489
E-097842-1,1e-05,0.263501,0.736489
P-021444-5,1e-05,0.2635,0.73649
Z-139381-8,1e-05,0.263499,0.736491
Z-017809-7,1e-05,0.263497,0.736493
R-071153-2,1e-05,0.263496,0.736494
F-051889-7,1e-05,0.263495,0.736495
T-022672-1,1e-05,0.263492,0.736498
A-007739-8,1e-05,0.263487,0.736503
B-078444-8,1e-05,0.263487,0.736503
I-098278-7,1e-05,0.263487,0.736503
Q-140821-1,1e-05,0.263479,0.736511
W-001759-2,1e-05,0.263479,0.736511
L-002540-4,1e-05,0.263477,0.736513
W-108850-0,1e-05,0.263477,0.736513
J-006201-8,1e-05,0.263469,0.736521
E-037596-6,1e-05,0.263468,0.736522
W-087502-3,1e-05,0.263463,0.736527
L-089398-4,1e-05,0.263452,0.736538
Y-091752-8,1e-05,0.263451,0.736539
K-021124-3,1e-05,0.263447,0.736543
S-000639-7,1e-05,0.263442,0.736548
V-047019-6,1e-05,0.263439,0.736551
N-106114-2,1e-05,0.263434,0.736556
B-112698-8,1e-05,0.263433,0.736557
V-062058-5,1e-05,0.263433,0.736557
R-064502-0,1e-05,0.263432,0.736558
E-139386-8,1e-05,0.263428,0.736562
Y-001599-2,1e-05,0.263428,0.736562
G-032999-7,1e-05,0.263427,0.736563
F-148819-8,1e-05,0.263426,0.736564
J-096983-4,1e-05,0.263424,0.736566
R-134342-5,1e-05,0.263422,0.736568
P-034161-0,1e-05,0.26342,0.73657
H-156876-8,1e-05,0.263419,0.736571
V-027462-1,1e-05,0.263419,0.736571
Y-028527-2,1e-05,0.263417,0.736573
Y-050559-7,1e-05,0.263417,0.736573
F-157495-5,1e-05,0.263411,0.736579
K-097668-1,1e-05,0.263411,0.736579
R-162170-6,1e-05,0.263409,0.736581
D-068393-9,1e-05,0.263408,0.736582
B-069912-6,1e-05,0.263407,0.736583
X-063941-1,1e-05,0.263407,0.736583
L-019001-7,1e-05,0.263406,0.736584
N-027022-3,1e-05,0.263406,0.736584
C-010100-6,1e-05,0.263401,0.736589
W-078331-7,1e-05,0.2634,0.73659
Z-005668-1,1e-05,0.263399,0.736591
Z-123199-3,1e-05,0.263399,0.736591
P-055410-6,1e-05,0.263393,0.736597
E-156918-8,1e-05,0.263391,0.736599
W-009850-0,1e-05,0.26339,0.7366
L-113105-2,1e-05,0.263387,0.736603
Y-146175-6,1e-05,0.263387,0.736603
T-017119-0,1e-05,0.263385,0.736605
P-135060-2,1e-05,0.263383,0.736607
X-084551-3,1e-05,0.263379,0.736611
A-078524-8,1e-05,0.263378,0.736612
F-029893-6,1e-05,0.263372,0.736618
W-045238-4,1e-05,0.263371,0.736619
U-080525-2,1e-05,0.263364,0.736626
M-111423-0,1e-05,0.263362,0.736628
O-110534-6,1e-05,0.263356,0.736634
F-075847-7,1e-05,0.263355,0.736635
C-130969-1,1e-05,0.263351,0.736639
I-119959-7,1e-05,0.26335,0.73664
Q-030526-0,1e-05,0.263347,0.736643
V-128523-9,1e-05,0.263346,0.736644
Y-154383-5,1e-05,0.263341,0.736649
M-004413-1,1e-05,0.26334,0.73665
T-093133-8,1e-05,0.26334,0.73665
Y-155445-2,1e-05,0.263338,0.736652
N-087888-7,1e-05,0.263329,0.736661
S-141741-0,1e-05,0.263324,0.736666
D-090956-7,1e-05,0.263315,0.736675
V-032187-8,1e-05,0.263315,0.736675
Y-139452-7,1e-05,0.263314,0.736676
Y-016863-4,1e-05,0.263312,0.736678
W-034087-8,1e-05,0.26331,0.73668
V-084162-8,1e-05,0.263299,0.736691
C-118909-3,1e-05,0.263296,0.736694
W-136480-1,1e-05,0.263295,0.736695
R-015452-6,1e-05,0.263291,0.736699
P-060801-0,1e-05,0.263286,0.736704
Y-090690-1,1e-05,0.263285,0.736705
B-081936-0,1e-05,0.263282,0.736708
S-031662-1,1e-05,0.263282,0.736708
B-055557-6,1e-05,0.263281,0.736709
Q-011275-6,1e-05,0.26328,0.73671
Y-020985-0,1e-05,0.263276,0.736714
Y-142845-9,1e-05,0.263273,0.736717
T-054604-6,1e-05,0.263271,0.736719
W-086125-4,1e-05,0.26327,0.73672
B-116199-2,1e-05,0.263269,0.736721
O-047012-0,1e-05,0.263268,0.736722
X-084407-8,1e-05,0.263267,0.736723
U-017336-0,1e-05,0.263264,0.736726
C-054667-4,1e-05,0.263263,0.736727
D-026975-5,1e-05,0.263262,0.736728
E-086538-9,1e-05,0.263261,0.736729
Q-120805-9,1e-05,0.263261,0.736729
C-070957-9,1e-05,0.263258,0.736732
B-094626-2,1e-05,0.263253,0.736737
Q-103345-6,1e-05,0.263252,0.736738
O-010148-6,1e-05,0.263247,0.736743
R-145214-3,1e-05,0.263246,0.736744
N-100840-9,1e-05,0.26324,0.73675
R-031517-8,1e-05,0.263233,0.736757
W-042196-7,1e-05,0.263228,0.736762
X-039713-4,1e-05,0.263228,0.736762
C-127792-1,1e-05,0.263219,0.736771
R-115082-0,1e-05,0.263218,0.736772
V-150609-9,1e-05,0.263215,0.736775
B-099810-6,1e-05,0.263211,0.736779
M-022242-2,1e-05,0.263208,0.736782
X-105278-7,1e-05,0.263206,0.736784
V-043563-7,1e-05,0.263202,0.736788
V-105645-8,1e-05,0.263202,0.736788
S-130914-6,1e-05,0.263198,0.736792
B-063918-0,1e-05,0.263196,0.736794
V-118713-8,1e-05,0.263196,0.736794
W-052618-9,1e-05,0.26319,0.7368
V-138108-7,1e-05,0.263188,0.736802
W-021559-2,1e-05,0.263188,0.736802
C-144766-5,1e-05,0.263185,0.736805
F-028498-5,1e-05,0.263182,0.736808
S-000288-2,1e-05,0.26318,0.73681
X-004739-1,1e-05,0.26318,0.73681
H-153978-5,1e-05,0.263175,0.736815
H-072987-4,1e-05,0.263173,0.736817
R-109205-6,1e-05,0.263172,0.736818
W-113944-4,1e-05,0.263169,0.736821
Z-027754-2,1e-05,0.263169,0.736821
T-063280-3,1e-05,0.263168,0.736822
U-151085-0,1e-05,0.263167,0.736823
M-004233-3,1e-05,0.26316,0.73683
B-087039-6,1e-05,0.263156,0.736834
B-092763-4,1e-05,0.263153,0.736837
G-084596-9,1e-05,0.26315,0.73684
O-021641-7,1e-05,0.26314,0.73685
V-040197-7,1e-05,0.26314,0.73685
W-007852-8,1e-05,0.263139,0.736851
L-000443-2,1e-05,0.263132,0.736858
R-045332-4,1e-05,0.263132,0.736858
S-050067-0,1e-05,0.263131,0.736859
M-045021-3,1e-05,0.263129,0.736861
T-162073-2,1e-05,0.263129,0.736861
V-005916-4,1e-05,0.263124,0.736866
D-147881-8,1e-05,0.263123,0.736867
Q-141037-3,1e-05,0.263121,0.736869
C-034849-2,1e-05,0.26311,0.73688
Z-063592-2,1e-05,0.263107,0.736883
R-003581-7,1e-05,0.263106,0.736884
S-053208-7,1e-05,0.263106,0.736884
W-028624-6,1e-05,0.2631,0.73689
D-159509-2,1e-05,0.263099,0.736891
O-121235-7,1e-05,0.263093,0.736897
T-025255-2,1e-05,0.263089,0.736901
R-083105-9,1e-05,0.26307,0.73692
W-151177-5,1e-05,0.263069,0.736921
Y-090780-0,1e-05,0.263069,0.736921
W-123439-3,1e-05,0.263068,0.736922
B-126594-2,1e-05,0.263067,0.736923
G-020103-8,1e-05,0.263065,0.736925
L-097966-9,1e-05,0.263065,0.736925
Z-118384-7,1e-05,0.263051,0.736939
Z-095443-9,1e-05,0.26305,0.73694
A-144872-0,1e-05,0.26304,0.73695
R-142550-4,1e-05,0.26304,0.73695
Y-083580-3,1e-05,0.26304,0.73695
T-048700-0,1e-05,0.263029,0.736961
U-085106-5,1e-05,0.263024,0.736966
N-005134-2,1e-05,0.263019,0.736971
M-051213-8,1e-05,0.26301,0.73698
X-000779-1,1e-05,0.263008,0.736982
P-023253-8,1e-05,0.263006,0.736984
R-128510-6,1e-05,0.263005,0.736985
Z-160963-7,1e-05,0.263005,0.736985
N-053302-7,1e-05,0.262996,0.736994
Q-055231-6,1e-05,0.262993,0.736997
C-073837-0,1e-05,0.262992,0.736998
X-071285-3,1e-05,0.262992,0.736998
W-161815-9,1e-05,0.262991,0.736999
D-107696-9,1e-05,0.26299,0.737
G-082994-7,1e-05,0.262989,0.737001
X-116555-6,1e-05,0.262986,0.737004
D-075647-1,1e-05,0.262985,0.737005
D-124985-5,1e-05,0.262985,0.737005
X-019283-1,1e-05,0.262985,0.737005
F-010031-3,1e-05,0.262984,0.737006
L-096976-9,1e-05,0.262984,0.737006
Q-015343-7,1e-05,0.262981,0.737009
Y-133782-4,1e-05,0.262981,0.737009
B-134388-9,1e-05,0.26298,0.73701
E-132897-2,1e-05,0.262978,0.737012
C-009496-2,1e-05,0.262976,0.737014
R-064133-3,1e-05,0.262971,0.737019
A-075068-9,1e-05,0.262968,0.737022
Z-155563-2,1e-05,0.262965,0.737025
K-012043-6,1e-05,0.262963,0.737027
W-129280-4,1e-05,0.262963,0.737027
A-072836-3,1e-05,0.262959,0.737031
T-002584-2,1e-05,0.262959,0.737031
C-097219-2,1e-05,0.262954,0.737036
V-145290-3,1e-05,0.262953,0.737037
Y-126096-8,1e-05,0.262951,0.737039
A-095444-7,1e-05,0.26294,0.73705
T-077230-2,1e-05,0.26294,0.73705
Q-151270-7,1e-05,0.262936,0.737054
G-011031-2,1e-05,0.262927,0.737063
X-107438-5,1e-05,0.262924,0.737066
Y-121947-8,1e-05,0.262924,0.737066
W-029722-7,1e-05,0.262923,0.737067
T-065044-1,1e-05,0.262916,0.737074
Z-083680-1,1e-05,0.262915,0.737075
P-051612-2,1e-05,0.262912,0.737078
X-156533-4,1e-05,0.262912,0.737078
T-043723-7,1e-05,0.262911,0.737079
G-029795-4,1e-05,0.26291,0.73708
X-024296-7,1e-05,0.262909,0.737081
C-134848-3,1e-05,0.262893,0.737097
W-029335-8,1e-05,0.262891,0.737099
L-012413-1,1e-05,0.26289,0.7371
A-080639-1,1e-05,0.262888,0.737102
K-099765-3,1e-05,0.262887,0.737103
N-082300-6,1e-05,0.262887,0.737103
V-009930-0,1e-05,0.262885,0.737105
V-160644-3,1e-05,0.262882,0.737108
Z-094048-8,1e-05,0.262873,0.737117
Y-124827-9,1e-05,0.262872,0.737118
V-102648-5,1e-05,0.262865,0.737125
Q-120382-7,1e-05,0.262862,0.737128
S-052173-3,1e-05,0.26286,0.73713
D-159680-0,1e-05,0.262857,0.737133
X-159152-9,1e-05,0.262857,0.737133
U-067520-9,1e-05,0.262851,0.737139
P-123234-7,1e-05,0.26285,0.73714
Z-028456-3,1e-05,0.26285,0.73714
S-010296-3,1e-05,0.262846,0.737144
B-036459-7,1e-05,0.262843,0.737147
Q-102373-8,1e-05,0.262843,0.737147
G-147938-7,1e-05,0.26284,0.73715
B-052983-6,1e-05,0.262835,0.737155
W-125761-8,1e-05,0.262835,0.737155
C-158284-1,1e-05,0.262828,0.737162
N-124024-1,1e-05,0.262828,0.737162
B-143694-9,1e-05,0.262826,0.737164
P-071007-1,1e-05,0.262822,0.737168
Z-150388-9,1e-05,0.262821,0.737169
Y-105774-5,1e-05,0.262813,0.737177
S-124632-2,1e-05,0.262811,0.737179
F-066973-1,1e-05,0.262807,0.737183
N-010921-6,1e-05,0.262806,0.737184
F-111101-2,1e-05,0.262804,0.737186
V-108561-3,1e-05,0.262803,0.737187
O-051080-1,1e-05,0.2628,0.73719
V-003873-8,1e-05,0.262797,0.737193
E-099813-0,1e-05,0.262794,0.737196
P-016431-9,1e-05,0.262794,0.737196
W-077611-4,1e-05,0.262793,0.737197
K-002431-5,1e-05,0.262784,0.737206
R-036017-3,1e-05,0.262781,0.737209
O-025016-8,1e-05,0.262779,0.737211
R-038006-4,1e-05,0.262777,0.737213
L-084799-9,1e-05,0.262774,0.737216
T-006634-1,1e-05,0.262774,0.737216
W-028534-7,1e-05,0.262774,0.737216
W-150466-3,1e-05,0.262773,0.737217
Z-063655-8,1e-05,0.262772,0.737218
W-027481-1,1e-05,0.262769,0.737221
D-144587-5,1e-05,0.262763,0.737227
B-013986-7,1e-05,0.262759,0.737231
V-143094-1,1e-05,0.262746,0.737244
S-140355-0,1e-05,0.262741,0.737249
W-158332-8,1e-05,0.262738,0.737252
T-102736-8,1e-05,0.262737,0.737253
W-067801-3,1e-05,0.26273,0.73726
J-068669-4,1e-05,0.262729,0.737261
E-115968-2,1e-05,0.262728,0.737262
R-124172-8,1e-05,0.262724,0.737266
U-151427-4,1e-05,0.262723,0.737267
W-125905-2,1e-05,0.262721,0.737269
Z-064384-2,1e-05,0.262717,0.737273
W-101677-5,1e-05,0.262715,0.737275
A-092348-4,1e-05,0.262713,0.737277
T-058105-0,1e-05,0.262713,0.737277
U-148160-5,1e-05,0.262712,0.737278
W-119506-6,1e-05,0.262708,0.737282
X-057155-6,1e-05,0.262704,0.737286
A-086570-1,1e-05,0.262703,0.737287
G-058748-8,1e-05,0.262702,0.737288
T-034174-3,1e-05,0.262702,0.737288
Q-010519-9,1e-05,0.2627,0.73729
S-008226-4,1e-05,0.262698,0.737292
R-120068-3,1e-05,0.262687,0.737303
K-001207-1,1e-05,0.262686,0.737304
T-153811-7,1e-05,0.262678,0.737312
R-151136-1,1e-05,0.262674,0.737316
K-085977-0,1e-05,0.262668,0.737322
C-035497-8,1e-05,0.262666,0.737324
V-084108-2,1e-05,0.262661,0.737329
L-110900-9,1e-05,0.262653,0.737337
A-063629-3,1e-05,0.262641,0.737349
K-089928-9,1e-05,0.262638,0.737352
T-083134-8,1e-05,0.262638,0.737352
B-118548-9,1e-05,0.262636,0.737354
H-129939-7,1e-05,0.262633,0.737357
M-069968-9,1e-05,0.262633,0.737357
O-106016-0,1e-05,0.262633,0.737357
F-048964-2,1e-05,0.262627,0.737363
W-107149-8,1e-05,0.262627,0.737363
S-140508-5,1e-05,0.262625,0.737365
O-161420-6,1e-05,0.262624,0.737366
E-139818-1,1e-05,0.262621,0.737369
U-025904-5,1e-05,0.262621,0.737369
