IND,0,1,2
W-024349-4,0.000253,0.257578,0.74217
N-123070-5,0.000253,0.252294,0.747453
J-066689-4,0.000254,0.272646,0.7271
C-130888-3,0.000254,0.268491,0.731255
C-139096-3,0.000254,0.267495,0.732251
V-115257-9,0.000254,0.266999,0.732747
V-154902-3,0.000254,0.263083,0.736664
X-091733-8,0.000254,0.262402,0.737344
D-148457-6,0.000254,0.260928,0.738818
U-017372-4,0.000254,0.257239,0.742508
Q-000466-4,0.000255,0.273872,0.725872
M-131250-3,0.000255,0.26598,0.733765
U-006455-1,0.000255,0.262852,0.736893
W-153751-5,0.000256,0.279138,0.720605
A-115919-5,0.000256,0.265831,0.733913
A-037880-3,0.000256,0.260379,0.739364
Z-154537-8,0.000257,0.266858,0.732885
X-036239-3,0.000257,0.264508,0.735235
X-153752-3,0.000257,0.264326,0.735417
C-078652-7,0.000257,0.252777,0.746966
B-157257-9,0.000258,0.270849,0.728894
S-154242-3,0.000258,0.26818,0.731562
T-137323-2,0.000258,0.2663,0.733442
V-031665-5,0.000258,0.259124,0.740618
V-057090-4,0.000259,0.278923,0.720817
A-125675-1,0.000259,0.277626,0.722115
Y-025584-5,0.000259,0.267199,0.732542
A-117179-3,0.000259,0.259255,0.740486
X-084443-2,0.00026,0.266872,0.732868
F-097564-1,0.00026,0.256868,0.742872
T-147340-4,0.000261,0.275786,0.723953
I-002015-7,0.000261,0.273553,0.726187
W-105574-9,0.000261,0.267959,0.731779
S-121545-0,0.000261,0.266115,0.733623
C-024778-5,0.000261,0.264907,0.734831
R-045512-2,0.000261,0.264784,0.734955
U-063740-7,0.000261,0.261069,0.73867
Z-008809-8,0.000261,0.259655,0.740084
R-141434-1,0.000262,0.271145,0.728593
W-151708-8,0.000262,0.268863,0.730875
A-005786-1,0.000262,0.267913,0.731825
Q-123190-1,0.000262,0.258445,0.741293
V-079320-9,0.000262,0.254528,0.74521
A-099440-1,0.000263,0.257927,0.74181
Y-147660-6,0.000264,0.267674,0.732062
Y-021489-1,0.000264,0.267464,0.732272
V-036183-2,0.000264,0.264104,0.735632
B-083637-2,0.000265,0.27299,0.726745
L-110306-9,0.000265,0.26671,0.733025
A-002978-7,0.000265,0.266693,0.733042
A-004589-0,0.000266,0.282467,0.717268
X-107393-1,0.000266,0.261974,0.73776
S-013347-1,0.000267,0.265224,0.734509
F-121010-3,0.000267,0.263296,0.736437
U-151517-3,0.000267,0.260566,0.739167
I-057958-4,0.000267,0.252942,0.74679
U-041294-0,0.000268,0.272829,0.726903
X-054248-2,0.000268,0.2652,0.734532
B-028818-5,0.000268,0.26152,0.738212
E-055587-3,0.000268,0.253637,0.746095
V-128820-9,0.000269,0.26866,0.731071
Y-093570-2,0.000269,0.267524,0.732207
J-040050-7,0.000269,0.264629,0.735102
F-019939-0,0.000269,0.264065,0.735666
X-112838-0,0.000269,0.253782,0.74595
H-077685-9,0.00027,0.276317,0.723414
X-087710-2,0.00027,0.271795,0.727935
V-053661-7,0.000271,0.273486,0.726243
A-026693-3,0.000271,0.263858,0.735871
Q-050731-1,0.000271,0.263365,0.736363
A-156851-0,0.000272,0.279988,0.719741
S-080613-5,0.000272,0.268368,0.73136
M-003612-0,0.000272,0.268256,0.731472
E-159177-7,0.000272,0.265716,0.734012
N-141421-8,0.000273,0.276804,0.722923
V-016338-7,0.000273,0.267172,0.732555
C-137548-6,0.000273,0.26101,0.738717
D-093746-9,0.000274,0.265815,0.733911
O-020525-4,0.000274,0.262581,0.737145
W-143815-1,0.000276,0.283077,0.716646
A-159353-3,0.000276,0.265872,0.733853
H-005020-3,0.000276,0.263982,0.735742
X-096305-0,0.000276,0.259764,0.73996
A-088433-9,0.000276,0.254172,0.745551
A-125657-9,0.000277,0.275025,0.724698
B-057339-6,0.000277,0.274139,0.725584
O-101822-6,0.000277,0.266508,0.733215
Q-134044-7,0.000278,0.271777,0.727944
S-132291-6,0.000278,0.265369,0.734352
B-159813-7,0.000278,0.256726,0.742996
U-035345-9,0.000279,0.270644,0.729077
W-026239-5,0.000279,0.260899,0.738822
E-095547-9,0.000279,0.2603,0.739421
Z-037807-7,0.00028,0.269194,0.730526
Z-135934-9,0.00028,0.258919,0.740801
K-000370-7,0.000282,0.279774,0.719944
Q-150073-6,0.000282,0.266038,0.733679
O-142070-2,0.000282,0.262374,0.737344
Y-135690-7,0.000282,0.26081,0.738908
Y-060954-7,0.000282,0.259705,0.740013
X-071159-0,0.000282,0.259343,0.740375
A-114497-2,0.000282,0.258062,0.741656
A-080846-2,0.000283,0.27257,0.727147
A-106946-9,0.000283,0.266616,0.7331
T-019603-1,0.000283,0.263987,0.735731
T-044155-1,0.000283,0.262131,0.737586
Z-035854-0,0.000284,0.242083,0.757632
D-048098-9,0.000285,0.271856,0.727859
V-141582-8,0.000286,0.259983,0.739731
P-002319-3,0.000286,0.25762,0.742094
A-155915-5,0.000287,0.278078,0.721636
E-046398-5,0.000287,0.268873,0.73084
T-149410-3,0.000287,0.264701,0.735013
H-027969-7,0.000287,0.250032,0.749681
W-053365-5,0.000288,0.273355,0.726357
Y-033297-4,0.000288,0.271831,0.727882
Q-051721-1,0.000288,0.266355,0.733356
H-078981-0,0.000288,0.252613,0.747099
A-158417-8,0.000289,0.277639,0.722072
S-134433-2,0.000289,0.269197,0.730514
U-034436-7,0.000289,0.2678,0.73191
Y-159720-4,0.00029,0.273479,0.726231
W-047155-8,0.00029,0.256002,0.743708
Q-131704-0,0.000291,0.27977,0.71994
T-102349-9,0.000292,0.30942,0.690288
Y-091374-0,0.000292,0.261605,0.738103
S-060552-9,0.000293,0.276924,0.722783
X-009149-7,0.000293,0.266344,0.733363
B-038457-9,0.000293,0.259549,0.740158
O-002066-0,0.000294,0.276337,0.723369
K-011017-2,0.000294,0.269017,0.730689
P-081510-2,0.000294,0.262578,0.737128
Y-101598-3,0.000295,0.275661,0.724044
O-088789-6,0.000295,0.264696,0.735009
V-098301-6,0.000295,0.264561,0.735143
U-129143-4,0.000295,0.260765,0.73894
Q-040291-7,0.000295,0.260333,0.739372
V-083730-4,0.000296,0.261074,0.73863
R-000863-2,0.000297,0.275487,0.724216
A-016667-0,0.000298,0.270703,0.728998
P-083013-4,0.000298,0.26113,0.738572
G-084695-9,0.000299,0.266928,0.732773
A-143792-1,0.000299,0.265525,0.734175
A-146708-5,0.000299,0.25674,0.742961
S-080136-7,0.0003,0.266994,0.732706
W-095062-7,0.0003,0.259437,0.740263
W-108724-7,0.0003,0.256394,0.743306
X-116186-9,0.000301,0.269071,0.730629
P-103533-7,0.000301,0.261437,0.738262
A-033848-5,0.000302,0.27291,0.726787
A-079631-0,0.000302,0.27269,0.727008
A-047843-9,0.000302,0.268062,0.731636
M-101055-3,0.000302,0.267407,0.732291
U-075134-8,0.000302,0.266841,0.732857
W-134635-4,0.000302,0.26656,0.733139
R-108152-0,0.000302,0.265841,0.733857
Y-143934-9,0.000303,0.281874,0.717823
P-012741-6,0.000303,0.279535,0.720161
W-083146-3,0.000303,0.276637,0.72306
W-090049-0,0.000303,0.266182,0.733515
H-159657-9,0.000303,0.264264,0.735433
L-000722-0,0.000304,0.271819,0.727877
G-079772-2,0.000304,0.265337,0.734358
C-141985-4,0.000304,0.263897,0.735798
O-013073-2,0.000305,0.275493,0.724202
I-157957-5,0.000305,0.272658,0.727038
M-005205-1,0.000306,0.292013,0.707682
O-140018-4,0.000306,0.283887,0.715807
X-002687-4,0.000306,0.282518,0.717176
F-085297-2,0.000306,0.276477,0.723216
X-112667-3,0.000306,0.268299,0.731395
T-137053-5,0.000306,0.264426,0.735268
S-072405-6,0.000306,0.247491,0.752204
R-107531-7,0.000307,0.26865,0.731043
U-024338-7,0.000308,0.274905,0.724787
Y-154284-5,0.000308,0.272448,0.727244
T-066340-2,0.000308,0.253946,0.745746
Q-008323-8,0.000309,0.268754,0.730937
C-026785-8,0.00031,0.264731,0.734959
J-031131-6,0.000311,0.286746,0.712942
X-064049-2,0.000311,0.277064,0.722625
L-098596-3,0.000311,0.269704,0.729985
R-116504-3,0.000311,0.263031,0.736657
W-102874-6,0.000311,0.261749,0.737939
X-134519-0,0.000311,0.260661,0.739028
D-078725-2,0.000312,0.271107,0.728581
Z-079054-4,0.000312,0.268406,0.731282
Q-059101-7,0.000312,0.260869,0.738819
N-047110-2,0.000312,0.257275,0.742413
D-055649-1,0.000313,0.275248,0.724439
S-114615-0,0.000313,0.266617,0.73307
J-006210-9,0.000313,0.263165,0.736522
I-158497-0,0.000313,0.261315,0.738372
B-067464-9,0.000313,0.258195,0.741492
P-005352-0,0.000314,0.27458,0.725106
Z-097306-7,0.000314,0.264789,0.734897
W-060646-0,0.000315,0.272353,0.727333
W-122764-5,0.000315,0.271152,0.728532
B-026586-0,0.000315,0.262374,0.737311
F-076891-3,0.000315,0.261785,0.7379
R-150506-7,0.000316,0.273152,0.726532
E-065289-3,0.000316,0.270287,0.729396
A-127754-1,0.000316,0.269503,0.730181
U-025229-7,0.000316,0.263304,0.736381
V-155712-5,0.000316,0.259365,0.740319
T-028801-0,0.000316,0.258405,0.741279
X-029912-4,0.000317,0.270798,0.728885
T-156160-5,0.000317,0.266769,0.732913
J-097298-6,0.000317,0.2556,0.744083
T-066700-8,0.000318,0.284977,0.714705
W-037552-8,0.000318,0.275354,0.724328
V-035535-6,0.000318,0.271544,0.728138
C-117874-9,0.000318,0.262951,0.736731
G-059558-0,0.000318,0.252938,0.746745
A-106874-2,0.000319,0.285373,0.714308
Y-079026-3,0.000319,0.277863,0.721818
Y-094335-9,0.000319,0.270159,0.729522
U-137216-9,0.000319,0.265746,0.733935
B-155295-1,0.000319,0.262912,0.736769
O-014612-7,0.000319,0.259125,0.740556
Q-103921-4,0.000319,0.258683,0.740998
Y-159162-8,0.000319,0.25324,0.74644
R-136511-4,0.00032,0.295126,0.704554
W-015295-0,0.00032,0.280674,0.719006
K-011413-2,0.00032,0.272042,0.727638
Y-077604-9,0.00032,0.259378,0.740302
R-017540-7,0.00032,0.253846,0.745834
C-037954-6,0.000321,0.271146,0.728533
S-061290-4,0.000321,0.271079,0.7286
Z-115747-0,0.000321,0.26956,0.730119
Y-049812-2,0.000321,0.264054,0.735625
T-031726-5,0.000321,0.259105,0.740574
V-042465-6,0.000322,0.27082,0.728857
S-121455-1,0.000322,0.267392,0.732286
C-048961-8,0.000322,0.26045,0.739228
W-061627-9,0.000322,0.259618,0.74006
H-097746-5,0.000323,0.270974,0.728704
H-148947-7,0.000323,0.268731,0.730946
T-157033-3,0.000323,0.267977,0.7317
Q-139030-1,0.000323,0.267603,0.732074
M-100704-7,0.000324,0.273957,0.72572
W-145660-8,0.000324,0.273124,0.726552
T-101566-0,0.000324,0.263975,0.7357
U-068051-3,0.000324,0.262653,0.737024
C-090937-7,0.000325,0.283959,0.715715
C-074917-9,0.000325,0.275114,0.724561
Q-152260-7,0.000325,0.272418,0.727257
R-035216-2,0.000325,0.270536,0.729139
K-120124-3,0.000325,0.268112,0.731563
T-155422-0,0.000325,0.267144,0.732531
O-030542-6,0.000325,0.26652,0.733155
Y-010779-9,0.000326,0.268137,0.731537
M-122322-1,0.000326,0.262032,0.737642
M-011154-2,0.000327,0.289615,0.710058
U-066422-8,0.000327,0.270371,0.729302
C-158806-3,0.000327,0.270014,0.729659
R-084023-2,0.000327,0.264731,0.734942
Y-160377-0,0.000327,0.264679,0.734994
V-008346-0,0.000327,0.253491,0.746182
T-055513-8,0.000328,0.279046,0.720626
X-088502-2,0.000328,0.276351,0.723321
U-133328-6,0.000328,0.271791,0.727881
Z-109519-1,0.000328,0.26453,0.735143
U-111755-7,0.000329,0.272327,0.727345
X-041477-2,0.000329,0.270617,0.729054
R-040850-1,0.000329,0.265115,0.734556
O-001319-4,0.000329,0.264393,0.735278
E-035886-3,0.000329,0.254713,0.744958
R-022670-5,0.00033,0.272808,0.726862
Z-007099-6,0.00033,0.272293,0.727377
Y-048192-9,0.00033,0.265253,0.734418
V-161157-5,0.000331,0.276049,0.723621
Q-004291-1,0.000331,0.275308,0.724361
T-044731-9,0.000331,0.273531,0.726138
A-030689-6,0.000331,0.262365,0.737304
Y-058506-0,0.000332,0.269364,0.730304
R-122606-9,0.000332,0.264589,0.735079
R-021392-6,0.000332,0.26427,0.735397
C-129934-7,0.000333,0.283398,0.71627
T-010954-7,0.000333,0.276511,0.723156
D-088175-7,0.000333,0.267174,0.732493
U-117524-0,0.000334,0.279511,0.720155
A-047753-0,0.000334,0.269452,0.730213
X-109706-4,0.000334,0.261109,0.738557
X-073355-2,0.000335,0.296819,0.702846
V-025572-0,0.000335,0.271396,0.728269
A-091178-6,0.000336,0.277979,0.721684
L-141032-3,0.000337,0.261246,0.738417
C-054739-1,0.000338,0.283991,0.715671
T-034840-0,0.000338,0.273678,0.725983
U-116552-2,0.000338,0.26851,0.731151
A-138914-8,0.000338,0.260593,0.739069
S-154233-2,0.000339,0.268882,0.730779
P-052206-2,0.000339,0.265909,0.733752
U-090290-9,0.000339,0.26518,0.734482
C-136198-0,0.000339,0.264754,0.734907
B-008469-0,0.000339,0.263577,0.736084
U-126623-9,0.00034,0.269935,0.729726
Z-061729-3,0.000341,0.276455,0.723204
P-043701-3,0.000341,0.265749,0.73391
J-002106-4,0.000341,0.264215,0.735444
I-130220-7,0.000341,0.254258,0.745401
T-016840-2,0.000343,0.268605,0.731052
U-139322-2,0.000343,0.255314,0.744343
V-071706-9,0.000344,0.271486,0.72817
Y-149505-2,0.000344,0.271144,0.728512
I-128878-8,0.000344,0.263505,0.73615
E-074775-1,0.000344,0.257519,0.742137
V-044337-5,0.000344,0.25681,0.742846
U-048080-6,0.000344,0.255304,0.744352
G-100401-9,0.000345,0.269539,0.730116
A-051749-3,0.000345,0.267893,0.731762
Z-056851-1,0.000346,0.272949,0.726705
Z-116980-5,0.000347,0.283387,0.716266
G-109868-2,0.000347,0.275465,0.724189
T-150805-3,0.000348,0.266446,0.733206
F-002201-2,0.000348,0.258646,0.741007
V-012369-6,0.000349,0.271726,0.727926
Y-064293-5,0.000349,0.260648,0.739002
T-110629-5,0.00035,0.270046,0.729604
U-154082-3,0.00035,0.267398,0.732252
S-041733-8,0.00035,0.26332,0.736331
T-124516-8,0.00035,0.26278,0.73687
Y-062358-9,0.000351,0.271281,0.728367
X-092336-9,0.000351,0.255341,0.744309
P-001914-2,0.000352,0.273102,0.726546
C-088336-5,0.000352,0.26856,0.731087
A-131696-9,0.000352,0.264704,0.734944
Z-134557-0,0.000353,0.268412,0.731235
U-082505-2,0.000354,0.280352,0.719294
C-057187-9,0.000354,0.278021,0.721625
Y-106782-7,0.000354,0.271039,0.728606
G-055877-8,0.000354,0.267816,0.73183
W-032953-3,0.000354,0.263741,0.735905
V-028092-5,0.000355,0.292054,0.707591
R-127205-4,0.000356,0.261426,0.738217
A-014768-8,0.000357,0.267032,0.732611
Q-013804-1,0.000357,0.264012,0.735631
H-054987-6,0.000357,0.262575,0.737067
B-161676-5,0.000357,0.261152,0.73849
U-104339-8,0.000358,0.26821,0.731431
W-128821-7,0.000358,0.266761,0.732881
W-050845-0,0.000359,0.270016,0.729625
Z-129724-2,0.000359,0.266789,0.732852
U-157412-9,0.000359,0.261234,0.738407
D-080498-1,0.000359,0.261209,0.738432
X-069701-3,0.000359,0.261106,0.738534
X-054833-1,0.00036,0.268652,0.730988
X-056624-2,0.00036,0.263999,0.735641
B-094455-5,0.00036,0.262543,0.737097
A-078920-8,0.00036,0.262233,0.737407
F-099148-1,0.00036,0.258893,0.740747
T-000865-8,0.00036,0.258279,0.74136
J-067598-6,0.000361,0.273295,0.726344
L-098749-8,0.000361,0.271409,0.728229
C-023977-4,0.000361,0.267718,0.731921
Y-014973-3,0.000361,0.263745,0.735894
B-124695-0,0.000362,0.27136,0.728278
B-059067-1,0.000362,0.269217,0.73042
R-011708-7,0.000362,0.26618,0.733458
E-081885-9,0.000362,0.265664,0.733974
U-150167-7,0.000362,0.264158,0.73548
K-138978-4,0.000362,0.260412,0.739226
Z-119635-3,0.000363,0.273521,0.726115
W-064543-4,0.000363,0.260787,0.73885
Q-013615-2,0.000364,0.270695,0.728941
Q-118006-7,0.000364,0.268846,0.73079
A-051767-5,0.000365,0.271389,0.728246
Z-099070-6,0.000365,0.27003,0.729605
Y-106944-3,0.000365,0.269625,0.73001
B-099630-8,0.000365,0.258495,0.74114
F-056866-0,0.000366,0.258453,0.741181
B-048636-7,0.000366,0.256153,0.743481
W-033646-3,0.000367,0.266808,0.732825
M-153030-3,0.000367,0.265715,0.733918
Q-113713-3,0.000368,0.272708,0.726924
V-154029-5,0.000368,0.270159,0.729473
F-087754-0,0.000368,0.269265,0.730368
W-133663-6,0.000368,0.266602,0.73303
S-106551-6,0.000368,0.260513,0.739119
W-134455-6,0.000369,0.275562,0.724069
V-115815-5,0.000369,0.257429,0.742202
X-132755-2,0.00037,0.30465,0.694981
X-108626-5,0.00037,0.2693,0.73033
T-102628-7,0.00037,0.265809,0.733821
C-158257-8,0.00037,0.262644,0.736986
W-116554-8,0.000371,0.263742,0.735886
T-115192-7,0.000371,0.259891,0.739739
N-100633-8,0.000372,0.278245,0.721383
R-054215-1,0.000372,0.271289,0.728339
G-068288-2,0.000372,0.266065,0.733564
T-025462-3,0.000372,0.259965,0.739663
X-053852-2,0.000373,0.26722,0.732407
U-105383-4,0.000373,0.26072,0.738907
Y-106197-8,0.000373,0.259068,0.740559
V-064902-2,0.000374,0.259365,0.740261
B-119196-5,0.000375,0.27357,0.726056
F-146767-1,0.000375,0.266772,0.732853
Z-079171-6,0.000375,0.265902,0.733723
P-060162-6,0.000375,0.259901,0.739724
Y-148038-4,0.000376,0.280571,0.719053
Q-121066-6,0.000377,0.277389,0.722234
X-067613-2,0.000377,0.268434,0.731189
V-073614-2,0.000377,0.266805,0.732818
T-067240-3,0.000377,0.264389,0.735233
C-084394-7,0.000378,0.277042,0.72258
S-144810-0,0.000378,0.271492,0.72813
G-084884-8,0.000378,0.264929,0.734693
A-136475-2,0.000378,0.25865,0.740973
K-095886-1,0.000379,0.275743,0.723879
Q-101635-3,0.000379,0.267125,0.732496
Y-085506-7,0.000379,0.25301,0.746611
D-157736-3,0.00038,0.267262,0.732359
Z-106918-8,0.00038,0.261134,0.738485
V-096402-4,0.000381,0.271266,0.728353
X-113648-2,0.000381,0.270483,0.729136
K-015112-6,0.000381,0.259919,0.7397
A-075833-6,0.000381,0.255457,0.744161
U-068204-8,0.000382,0.270236,0.729382
Y-062385-2,0.000382,0.268212,0.731406
V-005367-9,0.000382,0.265362,0.734256
F-119974-5,0.000382,0.264336,0.735282
Y-066660-4,0.000382,0.262197,0.737421
V-020748-2,0.000382,0.261711,0.737906
W-081418-8,0.000383,0.265313,0.734304
R-141830-1,0.000383,0.259972,0.739646
J-012123-6,0.000383,0.254871,0.744747
B-033894-8,0.000384,0.269291,0.730324
R-054233-3,0.000384,0.266428,0.733188
R-036053-7,0.000384,0.264528,0.735089
U-151931-5,0.000384,0.259641,0.739974
D-078383-8,0.000385,0.265986,0.733629
Q-093112-2,0.000385,0.262284,0.737331
X-123881-6,0.000386,0.271192,0.728422
T-039412-2,0.000386,0.269281,0.730333
Y-035907-7,0.000386,0.267565,0.732049
B-086157-7,0.000386,0.261919,0.737695
W-062086-6,0.000387,0.268181,0.731432
A-154736-6,0.000387,0.26535,0.734264
P-031182-9,0.000387,0.263546,0.736067
Y-117861-6,0.000387,0.257437,0.742176
E-081498-0,0.000388,0.276589,0.723023
R-023435-2,0.000388,0.267939,0.731673
U-058133-1,0.000388,0.259535,0.740077
R-008531-7,0.000389,0.284312,0.715299
Q-005380-1,0.000389,0.274764,0.724847
S-024804-8,0.000389,0.266469,0.733142
T-024724-8,0.00039,0.279622,0.719988
A-056771-1,0.00039,0.278512,0.721097
T-033616-6,0.00039,0.268056,0.731553
Q-133117-3,0.00039,0.25949,0.74012
A-064286-0,0.000391,0.280313,0.719296
O-006125-0,0.000391,0.277029,0.72258
V-034743-6,0.000391,0.273211,0.726398
R-072341-2,0.000391,0.267499,0.73211
U-131915-3,0.000391,0.26726,0.732349
W-124393-0,0.000391,0.265247,0.734362
S-054081-6,0.000391,0.257661,0.741948
T-146080-7,0.000392,0.272944,0.726664
F-085873-0,0.000392,0.266479,0.733129
W-007519-4,0.000392,0.262167,0.737441
G-110220-1,0.000393,0.26305,0.736557
Z-128347-3,0.000393,0.260516,0.739091
U-023285-1,0.000394,0.271436,0.72817
Z-035638-8,0.000394,0.27113,0.728476
W-061573-4,0.000395,0.276042,0.723562
P-001806-1,0.000395,0.272444,0.727161
W-072067-4,0.000395,0.272427,0.727178
W-015862-7,0.000395,0.268012,0.731594
U-138620-1,0.000395,0.261255,0.73835
B-134667-7,0.000395,0.256535,0.743069
Q-107710-7,0.000395,0.25035,0.749255
A-134729-5,0.000396,0.279954,0.71965
P-104604-5,0.000396,0.274134,0.72547
W-009616-6,0.000396,0.263803,0.7358
E-068484-6,0.000396,0.263505,0.736099
P-110805-1,0.000396,0.263105,0.736499
W-033763-5,0.000396,0.256718,0.742887
H-001042-1,0.000396,0.254799,0.744804
W-055381-9,0.000397,0.272141,0.727462
B-139284-4,0.000397,0.270567,0.729035
P-054024-6,0.000398,0.258625,0.740978
W-120928-9,0.000399,0.269319,0.730282
S-042318-7,0.000399,0.258242,0.741359
V-037461-1,0.0004,0.271542,0.728058
N-093010-8,0.0004,0.271113,0.728487
D-057764-5,0.0004,0.267127,0.732473
T-035803-7,0.0004,0.266373,0.733227
P-105108-6,0.0004,0.263373,0.736228
U-024509-4,0.000401,0.287079,0.712519
T-160750-8,0.000401,0.277655,0.721944
Z-133927-6,0.000401,0.262425,0.737173
P-154401-5,0.000401,0.258673,0.740925
N-033601-7,0.000402,0.269672,0.729925
A-159830-1,0.000402,0.26801,0.731588
S-090054-9,0.000402,0.267695,0.731903
W-150268-3,0.000402,0.267405,0.732193
U-068150-3,0.000402,0.265111,0.734486
X-068522-4,0.000402,0.264232,0.735366
B-039483-3,0.000403,0.277558,0.722039
O-041054-8,0.000404,0.269673,0.729924
W-136732-6,0.000404,0.267081,0.732515
H-078963-8,0.000404,0.265237,0.734359
H-068766-8,0.000404,0.264939,0.734657
S-080253-9,0.000404,0.260281,0.739315
O-033206-5,0.000405,0.270522,0.729072
R-054224-2,0.000405,0.268504,0.731091
L-142400-1,0.000405,0.268448,0.731148
D-145982-6,0.000406,0.280928,0.718666
R-106118-4,0.000406,0.268013,0.731582
W-082426-0,0.000406,0.264725,0.734869
A-015893-2,0.000407,0.283821,0.715771
K-147978-3,0.000407,0.27009,0.729503
N-151312-7,0.000407,0.263147,0.736446
S-017019-2,0.000407,0.258835,0.740758
X-000896-3,0.000408,0.287122,0.71247
P-123270-1,0.000408,0.280917,0.718675
E-134598-4,0.000408,0.277633,0.721959
S-111195-5,0.000408,0.271776,0.727816
Z-077344-1,0.000408,0.255405,0.744186
Q-112246-5,0.000409,0.26212,0.737471
X-053429-9,0.000409,0.262058,0.737533
B-092772-5,0.000409,0.25832,0.741271
T-110755-8,0.000409,0.258075,0.741516
A-015677-0,0.00041,0.270819,0.728771
X-112388-5,0.00041,0.270768,0.728822
B-058851-9,0.00041,0.270298,0.729292
S-111078-3,0.00041,0.268941,0.730649
A-143954-7,0.00041,0.264189,0.735401
F-049747-1,0.00041,0.263551,0.736039
O-013136-8,0.00041,0.262249,0.73734
V-078231-9,0.000411,0.281252,0.718337
V-007374-2,0.000411,0.277658,0.72193
B-054756-5,0.000411,0.272384,0.727205
S-021078-2,0.000411,0.266754,0.732834
S-082242-0,0.000411,0.266442,0.733147
M-111342-2,0.000411,0.265847,0.733741
N-125122-2,0.000412,0.274173,0.725415
O-013460-1,0.000412,0.268976,0.730612
B-128493-4,0.000412,0.267052,0.732536
Z-138085-7,0.000412,0.264719,0.734868
U-043283-1,0.000412,0.264605,0.734983
Y-006684-6,0.000412,0.259851,0.739738
U-073406-3,0.000412,0.259245,0.740343
R-115235-5,0.000412,0.258197,0.741391
U-049025-1,0.000413,0.321628,0.677959
E-078366-4,0.000413,0.274701,0.724886
Y-032388-2,0.000414,0.258683,0.740903
S-050382-2,0.000415,0.281021,0.718565
Z-023776-0,0.000415,0.276378,0.723207
X-075065-5,0.000415,0.273562,0.726023
L-096895-1,0.000415,0.27239,0.727195
W-103756-5,0.000415,0.267018,0.732567
HG02130,0.000415,1e-05,0.999575
D-139547-6,0.000416,0.271448,0.728136
R-066014-3,0.000416,0.268577,0.731007
R-077021-5,0.000416,0.268207,0.731376
K-061102-1,0.000416,0.26343,0.736154
F-149566-4,0.000416,0.257418,0.742166
Z-161818-3,0.000417,0.279676,0.719908
G-083939-2,0.000417,0.261929,0.737654
S-010782-2,0.000417,0.261808,0.737775
Y-097206-9,0.000418,0.265003,0.73458
B-107892-3,0.000419,0.273333,0.726248
Z-025585-3,0.000419,0.264263,0.735318
T-031465-9,0.000419,0.261423,0.738158
R-107009-4,0.000419,0.252658,0.746923
Y-078072-7,0.00042,0.270498,0.729082
U-161237-5,0.00042,0.266938,0.732642
C-095950-4,0.000421,0.269796,0.729783
B-125739-5,0.000421,0.26858,0.730999
A-044585-0,0.000421,0.267932,0.731648
Q-014542-6,0.000421,0.26766,0.731919
W-153850-5,0.000421,0.265555,0.734025
E-092784-0,0.000421,0.263738,0.73584
Y-136563-5,0.000421,0.261019,0.738559
R-051029-9,0.000421,0.260903,0.738676
X-048515-3,0.000422,0.274281,0.725297
K-112312-4,0.000422,0.273607,0.725971
X-120884-3,0.000422,0.270547,0.729031
X-142448-1,0.000422,0.269429,0.730149
U-002675-9,0.000423,0.284396,0.715181
V-013575-8,0.000423,0.270746,0.728831
T-101719-5,0.000423,0.269008,0.730569
V-070725-0,0.000423,0.26722,0.732356
Q-044080-0,0.000423,0.266765,0.732812
W-048361-0,0.000423,0.257686,0.741891
R-143801-0,0.000424,0.267236,0.732339
E-052599-1,0.000424,0.261768,0.737808
F-068836-9,0.000425,0.276306,0.723269
X-157208-2,0.000425,0.264069,0.735507
V-106725-7,0.000425,0.261456,0.738119
Q-020752-3,0.000426,0.275874,0.723699
K-011080-9,0.000426,0.27294,0.726635
Y-076803-8,0.000426,0.271861,0.727713
L-030152-3,0.000426,0.265402,0.734171
F-089329-9,0.000426,0.260455,0.73912
U-051239-4,0.000427,0.266536,0.733037
Z-025657-0,0.000427,0.264377,0.735196
U-038540-2,0.000428,0.264311,0.735261
N-104161-5,0.000429,0.269763,0.729808
C-160597-4,0.000429,0.266903,0.732668
H-086694-9,0.000429,0.26431,0.735261
Y-035709-7,0.000429,0.258827,0.740744
X-035663-5,0.000429,0.257364,0.742207
C-037657-6,0.00043,0.270378,0.729192
D-074837-9,0.00043,0.266385,0.733186
W-152374-6,0.00043,0.261544,0.738026
V-016428-6,0.000431,0.276777,0.722792
L-110333-2,0.000431,0.274198,0.725371
A-138437-0,0.000431,0.265129,0.73444
A-037295-4,0.000432,0.275048,0.72452
R-050264-2,0.000432,0.268864,0.730704
V-131817-1,0.000432,0.264156,0.735412
K-005032-8,0.000433,0.289327,0.71024
X-122882-5,0.000433,0.281206,0.718361
Z-125872-3,0.000433,0.280368,0.719199
X-029750-8,0.000433,0.268779,0.730788
Y-009816-2,0.000434,0.275493,0.724073
M-131052-3,0.000434,0.272206,0.727361
U-139052-5,0.000434,0.263595,0.735971
Y-039840-5,0.000434,0.259076,0.740491
T-040249-6,0.000435,0.274269,0.725295
N-004315-9,0.000435,0.273681,0.725884
T-061390-2,0.000435,0.268404,0.731161
P-120534-4,0.000435,0.260599,0.738966
T-040339-5,0.000436,0.268964,0.7306
M-117210-5,0.000436,0.263151,0.736413
N-111910-7,0.000436,0.261538,0.738026
O-000662-8,0.000437,0.264076,0.735487
E-078726-0,0.000437,0.259807,0.739756
